id,chain_order,margin_m,names,changes,run_lengths_m,min_run_m,start_m,end_m,length_m,chord_m,ratio,max_offset_m
15,1,50,BROAD STREET > BERKELEY DRIVE > OSTROM AVENUE,2,50.000 > 603.701 > 50.000,50.0,2520.213259343207,3223.913811144973,703.7005518020245,590.7971208683532,1.1911035564420591,147.18251392805365
16,1,50,BROAD STREET > BERKELEY DRIVE > OSTROM AVENUE > COMSTOCK PLACE,3,50.000 > 603.701 > 1343.566 > 50.000,50.0,2520.213259343207,4567.48000473407,2047.2667453908577,1851.9302667498148,1.1054772321335098,231.50439013243303
17,1,50,BERKELEY DRIVE > OSTROM AVENUE,1,50.000 > 50.000,50.0,3123.913811144973,3223.913811144973,100.00000000050895,99.23518710578016,1.0077070736402556,1.7202720209657334
18,1,50,BERKELEY DRIVE > OSTROM AVENUE > COMSTOCK PLACE,2,50.000 > 1343.566 > 50.000,50.0,3123.913811144973,4567.48000473407,1443.566193589342,1415.3173709017728,1.019959355596385,33.51109162496323
19,1,50,OSTROM AVENUE > COMSTOCK PLACE,1,50.000 > 50.000,50.0,4467.48000473407,4567.48000473407,99.99999999968706,79.5268400212009,1.2574371114585752,26.72554470194421
20,1,100,CRAWFORD AVENUE > BROAD STREET,1,100.000 > 100.000,100.0,1344.3095620883719,1544.3095620883719,200.00000000002908,182.91057069516341,1.09343051765634,36.49944175610448
21,1,100,CRAWFORD AVENUE > BROAD STREET > BERKELEY DRIVE,2,100.000 > 1125.904 > 100.000,100.0,1344.3095620883719,2670.213259343207,1325.9036972548843,1248.8844186959495,1.061670461578307,107.64678023834797
22,1,100,CRAWFORD AVENUE > BROAD STREET > BERKELEY DRIVE > OSTROM AVENUE,3,100.000 > 1125.904 > 603.701 > 100.000,100.0,1344.3095620883719,3273.913811144973,1929.6042490563236,1493.772267909278,1.291766014478932,450.72856812897174
23,1,100,CRAWFORD AVENUE > BROAD STREET > BERKELEY DRIVE > OSTROM AVENUE > COMSTOCK PLACE,4,100.000 > 1125.904 > 603.701 > 1343.566 > 100.000,100.0,1344.3095620883719,4617.48000473407,3273.1704426457186,2283.4305799395847,1.4334442533095622,1030.744224395594
24,1,100,BROAD STREET > BERKELEY DRIVE,1,100.000 > 100.000,100.0,2470.213259343207,2670.213259343207,200.00000000000938,185.3564020262577,1.0790023857480642,25.14233373611829
25,1,100,BROAD STREET > BERKELEY DRIVE > OSTROM AVENUE,2,100.000 > 603.701 > 100.000,100.0,2470.213259343207,3273.913811144973,803.7005518014489,659.6000863517744,1.2184664138640267,185.21404056648097
26,1,100,BROAD STREET > BERKELEY DRIVE > OSTROM AVENUE > COMSTOCK PLACE,3,100.000 > 603.701 > 1343.566 > 100.000,100.0,2470.213259343207,4617.48000473407,2147.266745390845,1876.8887374441185,1.1440564922963508,256.8176085336547
27,1,100,BERKELEY DRIVE > OSTROM AVENUE,1,100.000 > 100.000,100.0,3073.913811144973,3273.913811144973,199.99999999972863,197.73945167471229,1.0114319540479713,9.588239048637131
28,1,100,BERKELEY DRIVE > OSTROM AVENUE > COMSTOCK PLACE,2,100.000 > 1343.566 > 100.000,100.0,3073.913811144973,4617.48000473407,1543.5661935891246,1470.4094174836112,1.049752657481418,82.47456945169465
29,1,100,OSTROM AVENUE > COMSTOCK PLACE,1,100.000 > 100.000,100.0,4417.48000473407,4617.48000473407,200.00000000036246,151.16839747839643,1.323027850638852,62.99314672885235
30,2,25,STATE FAIR BOULEVARD > SPENCER STREET,1,25.000 > 25.000,25.0,521.2775318967897,571.2775318967897,50.000000000027335,49.66409540568203,1.0067635299022655,2.878836220083684
31,2,25,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET,2,25.000 > 870.457 > 25.000,25.0,521.2775318967897,1441.7346262610467,920.4570943641252,904.4951895576377,1.0176473075708605,63.41459638951037
32,2,25,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET,3,25.000 > 870.457 > 875.872 > 25.000,25.0,521.2775318967897,2317.606450834974,1796.3289189377904,1637.0850205929544,1.0972728333236825,336.1001985488604
33,2,25,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,4,25.000 > 870.457 > 875.872 > 428.831 > 25.000,25.0,521.2775318967897,2746.4375913306217,2225.1600594341157,1796.462446333354,1.2386343304730636,509.81704227284956
34,2,25,SPENCER STREET > WEST KIRKPATRICK STREET,1,25.000 > 25.000,25.0,1391.7346262610467,1441.7346262610467,49.999999999828965,48.903870487927065,1.0224139623503319,5.041474177907846
35,2,25,SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET,2,25.000 > 875.872 > 25.000,25.0,1391.7346262610467,2317.606450834974,925.8718245734939,906.6665635439517,1.0211822756035838,60.20374106923204
36,2,25,SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,3,25.000 > 875.872 > 428.831 > 25.000,25.0,1391.7346262610467,2746.4375913306217,1354.7029650698187,1205.6964698391564,1.1235854122145188,270.0537567892288
37,2,25,WEST KIRKPATRICK STREET > WEST COURT STREET,1,25.000 > 25.000,25.0,2267.606450834974,2317.606450834974,49.9999999992565,49.858133179576804,1.002845409778355,1.6020061054122328
38,2,25,WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,2,25.000 > 428.831 > 25.000,25.0,2267.606450834974,2746.4375913306217,478.83114049558105,463.95123512063515,1.0320721322599278,55.077106084404384
39,2,25,WEST COURT STREET > COURT STREET,1,25.000 > 25.000,25.0,2696.4375913306217,2746.4375913306217,50.00000000002241,49.999881075814905,1.0000023784898073,0.028944072464685687
40,2,50,STATE FAIR BOULEVARD > SPENCER STREET,1,50.000 > 50.000,50.0,496.2775318967897,596.2775318967897,100.00000000007626,99.10224365953385,1.0090588901662676,6.570798381495854
41,2,50,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET,2,50.000 > 870.457 > 50.000,50.0,496.2775318967897,1466.7346262610467,970.4570943642232,949.4456126891048,1.0221302635920426,74.55148769471602
42,2,50,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET,3,50.000 > 870.457 > 875.872 > 50.000,50.0,496.2775318967897,2342.606450834974,1846.3289189380148,1672.5894636987732,1.1038745364657705,352.45623525490004
43,2,50,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,4,50.000 > 870.457 > 875.872 > 428.831 > 50.000,50.0,496.2775318967897,2771.4375913306217,2275.16005943347,1825.363338964875,1.2464148977176595,528.7785608517178
44,2,50,SPENCER STREET > WEST KIRKPATRICK STREET,1,50.000 > 50.000,50.0,1366.7346262610467,1466.7346262610467,99.99999999990817,97.66225735312426,1.023937012210676,10.588195412254802
45,2,50,SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET,2,50.000 > 875.872 > 50.000,50.0,1366.7346262610467,2342.606450834974,975.8718245736998,948.0873603610431,1.0293058059566114,74.35678034568801
46,2,50,SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,3,50.000 > 875.872 > 428.831 > 50.000,50.0,1366.7346262610467,2771.4375913306217,1404.7029650691543,1241.070849823756,1.131847521250407,287.45030790058894
47,2,50,WEST KIRKPATRICK STREET > WEST COURT STREET,1,50.000 > 50.000,50.0,2242.606450834974,2342.606450834974,99.99999999965704,99.57501033484364,1.0042680353573077,3.7626650632154934
48,2,50,WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,2,50.000 > 428.831 > 50.000,50.0,2242.606450834974,2771.4375913306217,528.8311404951116,511.5430650639308,1.0337959335428,61.830047198907394
49,2,50,WEST COURT STREET > COURT STREET,1,50.000 > 50.000,50.0,2671.4375913306217,2771.4375913306217,99.99999999950339,99.99704939045742,1.000029506961095,0.2660633658047704
50,2,100,STATE FAIR BOULEVARD > SPENCER STREET,1,100.000 > 100.000,100.0,446.2775318967897,646.2775318967897,200.0000000001553,198.5170305299197,1.0074702380258105,10.57672758395757
51,2,100,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET,2,100.000 > 870.457 > 100.000,100.0,446.2775318967897,1516.7346262610467,1070.4570943644205,1039.7631463989605,1.0295201345342573,96.52574284537059
52,2,100,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET,3,100.000 > 870.457 > 875.872 > 100.000,100.0,446.2775318967897,2392.606450834974,1946.3289189385123,1743.0200652477722,1.1166417172953425,385.5150540579213
53,2,100,STATE FAIR BOULEVARD > SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,4,100.000 > 870.457 > 875.872 > 428.831 > 100.000,100.0,446.2775318967897,2821.4375913306217,2375.160059433718,1896.6917955096885,1.2522646352226419,562.8609730497061
54,2,100,SPENCER STREET > WEST KIRKPATRICK STREET,1,100.000 > 100.000,100.0,1316.7346262610467,1516.7346262610467,200.00000000000279,195.18014032414186,1.0246944164906144,21.664161407862196
55,2,100,SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET,2,100.000 > 875.872 > 100.000,100.0,1316.7346262610467,2392.606450834974,1075.8718245740943,1030.418082190861,1.0441119417145612,103.08294626997524
56,2,100,SPENCER STREET > WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,3,100.000 > 875.872 > 428.831 > 100.000,100.0,1316.7346262610467,2821.4375913306217,1504.7029650692998,1320.3102719222334,1.139658606820206,313.2519600393119
57,2,100,WEST KIRKPATRICK STREET > WEST COURT STREET,1,100.000 > 100.000,100.0,2192.606450834974,2392.606450834974,200.00000000028777,196.10213178966566,1.0198767253320982,16.505861394235325
58,2,100,WEST KIRKPATRICK STREET > WEST COURT STREET > COURT STREET,2,100.000 > 428.831 > 100.000,100.0,2192.606450834974,2821.4375913306217,628.8311404954933,600.0284855464886,1.0480021459694069,73.03152502901338
59,2,100,WEST COURT STREET > COURT STREET,1,100.000 > 100.000,100.0,2621.4375913306217,2821.4375913306217,199.99999999965632,196.96109689169566,1.015428950975185,13.383092224088632
60,3,25,TOMPKINS STREET > SOUTH WILBUR AVENUE > WEST FAYETTE STREET,2,25.000 > 13.044 > 25.000,13.044282281379765,1013.1644055283159,1076.2086878096957,63.04428228107855,57.8248717948767,1.090262378872482,11.14872150227239
61,3,25,TOMPKINS STREET > SOUTH WILBUR AVENUE > WEST FAYETTE STREET > EAST FAYETTE STREET,3,25.000 > 13.044 > 2378.530 > 25.000,13.044282281379765,1013.1644055283159,3454.738215067488,2441.5738095390693,2325.843929978593,1.04975823100974,299.09483236522397
62,3,25,WEST FAYETTE STREET > EAST FAYETTE STREET,1,25.000 > 25.000,25.0,3404.738215067488,3454.738215067488,49.99999999996395,49.999481608822514,1.0000103679303216,0.0847509481170967
63,3,50,TOMPKINS STREET > SOUTH WILBUR AVENUE > WEST FAYETTE STREET,2,50.000 > 13.044 > 50.000,13.044282281379765,988.1644055283159,1101.2086878096957,113.0442822814218,101.21166181318245,1.1169096550363942,23.72760533895126
64,3,50,TOMPKINS STREET > SOUTH WILBUR AVENUE > WEST FAYETTE STREET > EAST FAYETTE STREET,3,50.000 > 13.044 > 2378.530 > 50.000,13.044282281379765,988.1644055283159,3479.738215067488,2491.5738095390384,2373.146182842816,1.0499032160565671,291.41965093486937
65,3,50,WEST FAYETTE STREET > EAST FAYETTE STREET,1,50.000 > 50.000,50.0,3379.738215067488,3479.738215067488,100.00000000001876,99.9993218471054,1.000006781575123,0.14202105762263723
66,3,100,TOMPKINS STREET > SOUTH WILBUR AVENUE > WEST FAYETTE STREET,2,100.000 > 13.044 > 100.000,13.044282281379765,938.1644055283159,1151.2086878096957,213.04428228114952,188.97191907803696,1.1273859276053166,47.75288849342088
67,3,100,TOMPKINS STREET > SOUTH WILBUR AVENUE > WEST FAYETTE STREET > EAST FAYETTE STREET,3,100.000 > 13.044 > 2378.530 > 100.000,13.044282281379765,938.1644055283159,3529.738215067488,2591.5738095389756,2467.867080462406,1.0501269821441883,276.0565944803374
68,3,100,WEST FAYETTE STREET > EAST FAYETTE STREET,1,100.000 > 100.000,100.0,3329.738215067488,3529.738215067488,200.0000000000138,199.9957136845533,1.000021432036625,0.4887820245993773
69,4,25,MCCHESNEY PARK DRIVE > POND STREET,1,25.000 > 25.000,25.0,145.42918385104832,195.42918385104832,49.99999999935676,49.78585727946368,1.0043012761373382,2.051457508280989
70,4,25,MCCHESNEY PARK DRIVE > POND STREET > NORTH TOWNSEND STREET,2,25.000 > 1253.983 > 25.000,25.0,145.42918385104832,1449.4122788775958,1303.9830950264736,1303.3397343286933,1.0004936247095326,5.190849935988121
71,4,25,MCCHESNEY PARK DRIVE > POND STREET > NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,3,25.000 > 1253.983 > 1572.945 > 25.000,25.0,145.42918385104832,3022.3570458350964,2876.927861983881,2542.7319951529744,1.13143180935622,632.4302918597504
72,4,25,POND STREET > NORTH TOWNSEND STREET,1,25.000 > 25.000,25.0,1399.4122788775958,1449.4122788775958,50.000000000124395,49.85072874846364,1.0029943644838966,0.7637863817277685
73,4,25,POND STREET > NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,2,25.000 > 1572.945 > 25.000,25.0,1399.4122788775958,3022.3570458350964,1622.9447669575313,1570.387284024089,1.0334678480067443,114.10593387520645
74,4,25,NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,1,25.000 > 25.000,25.0,2972.3570458350964,3022.3570458350964,50.0000000005292,49.98252248024024,1.0003496726339864,0.5947612154212166
75,4,50,MCCHESNEY PARK DRIVE > POND STREET,1,50.000 > 50.000,50.0,120.42918385104832,220.42918385104832,100.00000000010834,99.4667052327064,1.005361540488893,4.824925462012103
76,4,50,MCCHESNEY PARK DRIVE > POND STREET > NORTH TOWNSEND STREET,2,50.000 > 1253.983 > 50.000,50.0,120.42918385104832,1474.4122788775958,1353.9830950260289,1342.6277839775694,1.0084575272342564,20.423268493360926
77,4,50,MCCHESNEY PARK DRIVE > POND STREET > NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,3,50.000 > 1253.983 > 1572.945 > 50.000,50.0,120.42918385104832,3047.3570458350964,2926.927861984049,2591.763198567004,1.1293191691287068,636.2013487436434
78,4,50,POND STREET > NORTH TOWNSEND STREET,1,50.000 > 50.000,50.0,1374.4122788775958,1474.4122788775958,99.99999999927012,91.99594341214632,1.087004451394832,16.28643711842661
79,4,50,POND STREET > NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,2,50.000 > 1572.945 > 50.000,50.0,1374.4122788775958,3047.3570458350964,1672.9447669572899,1609.1154413506792,1.039667337697681,118.7003103829191
80,4,50,NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,1,50.000 > 50.000,50.0,2947.3570458350964,3047.3570458350964,99.99999999996433,99.91841079847839,1.0008165582382058,0.9641457826124215
81,4,100,MCCHESNEY PARK DRIVE > POND STREET,1,100.000 > 100.000,100.0,70.42918385104832,270.4291838510483,199.99999999943955,198.35471217896026,1.0082946747390347,5.938613154607646
82,4,100,MCCHESNEY PARK DRIVE > POND STREET > NORTH TOWNSEND STREET,2,100.000 > 1253.983 > 100.000,100.0,70.42918385104832,1524.4122788775958,1453.9830950260666,1419.3699248274131,1.0243862925324856,61.18478430992791
83,4,100,MCCHESNEY PARK DRIVE > POND STREET > NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,3,100.000 > 1253.983 > 1572.945 > 100.000,100.0,70.42918385104832,3097.3570458350964,3026.927861984069,2684.2149581274953,1.1276771455351884,649.4278189776454
84,4,100,POND STREET > NORTH TOWNSEND STREET,1,100.000 > 100.000,100.0,1324.4122788775958,1524.4122788775958,199.99999999974023,177.55924916103532,1.126384578357574,43.65745582176774
85,4,100,POND STREET > NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,2,100.000 > 1572.945 > 100.000,100.0,1324.4122788775958,3097.3570458350964,1772.9447669577423,1687.5640275407716,1.0505940740757511,126.9650207127896
86,4,100,NORTH TOWNSEND STREET > SOUTH TOWNSEND STREET,1,100.000 > 100.000,100.0,2897.3570458350964,3097.3570458350964,200.00000000056835,199.83882534045517,1.000806523256122,1.1304095079023635
87,5,25,SOUTH WILBUR AVENUE > DELAWARE STREET,1,25.000 > 25.000,25.0,1051.9861415952555,1101.9861415952555,49.9999999998486,47.83661686454056,1.045224417550976,6.712252222471701
88,5,25,SOUTH WILBUR AVENUE > DELAWARE STREET > WEST ONONDAGA STREET,2,25.000 > 986.087 > 25.000,25.0,1051.9861415952555,2088.0730895067863,1036.086947911385,1014.3945300163491,1.0213845966762916,53.815587197389
89,5,25,SOUTH WILBUR AVENUE > DELAWARE STREET > WEST ONONDAGA STREET > TALLMAN STREET,3,25.000 > 986.087 > 25.075 > 25.000,25.0,1051.9861415952555,2113.148268319362,1061.162126724041,1036.2137412306522,1.0240764858645466,60.848340329733254
90,5,25,DELAWARE STREET > WEST ONONDAGA STREET,1,25.000 > 25.000,25.0,2038.0730895067863,2088.0730895067863,50.00000000009189,49.798051232407516,1.0040553548318965,2.2446655354252956
91,5,25,DELAWARE STREET > WEST ONONDAGA STREET > TALLMAN STREET,2,25.000 > 25.075 > 25.000,25.0,2038.0730895067863,2113.148268319362,75.07517881274788,74.07164579393937,1.0135481398860806,4.446179403931277
92,5,25,WEST ONONDAGA STREET > TALLMAN STREET,1,25.000 > 25.000,25.0,2063.148268319362,2113.148268319362,49.99999999995808,49.57152159431302,1.00864364037787,2.62450259041451
93,5,50,SOUTH WILBUR AVENUE > DELAWARE STREET,1,50.000 > 50.000,50.0,1026.9861415952555,1126.9861415952555,100.00000000028982,90.04793538474458,1.110519631272204,19.60235769134882
94,5,50,SOUTH WILBUR AVENUE > DELAWARE STREET > WEST ONONDAGA STREET > TALLMAN STREET,3,50.000 > 986.087 > 25.075 > 50.000,25.075178812575814,1026.9861415952555,2138.148268319362,1111.1621267243065,1057.6302595561885,1.0506149163986491,81.18371646369087
95,5,50,DELAWARE STREET > WEST ONONDAGA STREET > TALLMAN STREET,2,50.000 > 25.075 > 50.000,25.075178812575814,2013.0730895067863,2138.148268319362,125.07517881282716,121.3266373596418,1.030896277476757,12.961984557982811
96,5,100,SOUTH WILBUR AVENUE > DELAWARE STREET,1,100.000 > 100.000,100.0,976.9861415952555,1176.9861415952555,199.99999999962023,169.18303700810046,1.182151612457721,49.821585384044596
97,5,100,SOUTH WILBUR AVENUE > DELAWARE STREET > WEST ONONDAGA STREET > TALLMAN STREET,3,100.000 > 986.087 > 25.075 > 100.000,25.075178812575814,976.9861415952555,2188.148268319362,1211.162126723858,1094.203203196578,1.1068895824702387,124.96050084733521
98,5,100,DELAWARE STREET > WEST ONONDAGA STREET > TALLMAN STREET,2,100.000 > 25.075 > 100.000,25.075178812575814,1963.0730895067863,2188.148268319362,225.07517881241952,215.19676553376107,1.0459040973694778,30.52798786787076
99,6,25,RENWICK AVENUE > MARTIN LUTHER KING EAST,1,25.000 > 25.000,25.0,347.73283873699296,397.73283873699296,49.99999999988586,49.99984901139444,1.0000030197789473,0.019420290478204805
100,6,25,RENWICK AVENUE > MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST,2,25.000 > 514.790 > 25.000,25.0,347.73283873699296,912.5231034924739,564.7902647553799,564.7727031883048,1.000031094928944,1.3488681062466568
101,6,25,RENWICK AVENUE > MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST > HUDSON STREET,3,25.000 > 514.790 > 947.531 > 25.000,25.0,347.73283873699296,1860.0537272700144,1512.3208885329834,1490.081729584631,1.0149247913767467,45.243090339847654
102,6,25,MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST,1,25.000 > 25.000,25.0,862.5231034924739,912.5231034924739,49.99999999984874,49.993946396053616,1.0001210867361254,0.38901276758974407
103,6,25,MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST > HUDSON STREET,2,25.000 > 947.531 > 25.000,25.0,862.5231034924739,1860.0537272700144,997.5306237774522,976.012195541917,1.0220472944229835,41.054297043757465
104,6,25,MARTIN LUTHER KING WEST > HUDSON STREET,1,25.000 > 25.000,25.0,1810.0537272700144,1860.0537272700144,50.00000000020553,44.69961962275973,1.118577751268984,9.498534181526182
105,6,50,RENWICK AVENUE > MARTIN LUTHER KING EAST,1,50.000 > 50.000,50.0,322.73283873699296,422.73283873699296,100.00000000037335,95.98328796727417,1.0418480354045456,8.992390404892562
106,6,50,RENWICK AVENUE > MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST,2,50.000 > 514.790 > 50.000,50.0,322.73283873699296,937.5231034924739,614.7902647559627,610.1650365132566,1.0075802905212934,10.711293542348978
107,6,50,RENWICK AVENUE > MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST > HUDSON STREET,3,50.000 > 514.790 > 947.531 > 50.000,50.0,322.73283873699296,1885.0537272700144,1562.3208885331783,1513.9719218099344,1.0319351805847516,65.69135567795384
108,6,50,MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST,1,50.000 > 50.000,50.0,837.5231034924739,937.5231034924739,100.00000000021478,99.98789279262489,1.0001210867361212,0.7780255351705345
109,6,50,MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST > HUDSON STREET,2,50.000 > 947.531 > 50.000,50.0,837.5231034924739,1885.0537272700144,1047.5306237774303,1004.5036544483638,1.0428340595263392,61.582174066169834
110,6,50,MARTIN LUTHER KING WEST > HUDSON STREET,1,50.000 > 50.000,50.0,1785.0537272700144,1885.0537272700144,100.00000000000817,84.80415092966574,1.1791875622096075,24.35212321651083
111,6,100,RENWICK AVENUE > MARTIN LUTHER KING EAST,1,100.000 > 100.000,100.0,272.73283873699296,472.73283873699296,200.000000000266,177.19082703321652,1.1287266014214925,41.49241685464746
112,6,100,RENWICK AVENUE > MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST,2,100.000 > 514.790 > 100.000,100.0,272.73283873699296,987.5231034924739,714.7902647557165,685.1456594457884,1.043267595585306,51.97430487565103
113,6,100,RENWICK AVENUE > MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST > HUDSON STREET,3,100.000 > 514.790 > 947.531 > 100.000,100.0,272.73283873699296,1935.0537272700144,1662.32088853293,1548.8240948895896,1.073279331085969,108.05888417988086
114,6,100,MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST,1,100.000 > 100.000,100.0,787.5231034924739,987.5231034924739,199.99999999993503,199.97621291905065,1.0001189495517349,1.5390726819784535
115,6,100,MARTIN LUTHER KING EAST > MARTIN LUTHER KING WEST > HUDSON STREET,2,100.000 > 947.531 > 100.000,100.0,787.5231034924739,1935.0537272700144,1147.5306237771483,1062.7904662185445,1.0797336448266355,107.72339537956972
116,6,100,MARTIN LUTHER KING WEST > HUDSON STREET,1,100.000 > 100.000,100.0,1735.0537272700144,1935.0537272700144,199.9999999998074,160.58808008355305,1.2454224491366268,56.77054838384171
117,7,25,WEST FAYETTE STREET > TENNYSON AVENUE,1,25.000 > 25.000,25.0,5.112152302150832,55.11215230215083,50.00000000014942,46.74392949420733,1.0696576120402028,4.8239421757906955
118,7,25,WEST FAYETTE STREET > TENNYSON AVENUE > BURNET PARK DRIVE,2,25.000 > 513.202 > 25.000,25.0,5.112152302150832,568.3141043697432,563.2019520675676,557.884176307773,1.0095320426454628,13.68124377666983
119,7,25,WEST FAYETTE STREET > TENNYSON AVENUE > BURNET PARK DRIVE > TENNYSON AVENUE,3,25.000 > 513.202 > 43.872 > 25.000,25.0,5.112152302150832,612.186448243904,607.0742959418849,601.7549712307544,1.0088396855288972,13.730158169868655
120,7,25,TENNYSON AVENUE > BURNET PARK DRIVE,1,25.000 > 25.000,25.0,518.3141043697432,568.3141043697432,50.000000000165265,49.98849298222234,1.0002301933356346,0.5363229863698366
121,7,25,TENNYSON AVENUE > BURNET PARK DRIVE > TENNYSON AVENUE,2,25.000 > 43.872 > 25.000,25.0,518.3141043697432,612.186448243904,93.87234387448252,93.85704681116674,1.0001629825765408,0.7387513855372021
122,7,25,BURNET PARK DRIVE > TENNYSON AVENUE,1,25.000 > 25.000,25.0,562.186448243904,612.186448243904,50.00000000013291,49.99967237324102,1.0000065525807738,0.09050218484836242
123,7,50,TENNYSON AVENUE > BURNET PARK DRIVE > TENNYSON AVENUE,2,50.000 > 43.872 > 50.000,43.87234387416083,493.3141043697432,637.186448243904,143.87234387397814,143.84685516908576,1.000177193341227,1.2739296104366546
124,7,100,TENNYSON AVENUE > BURNET PARK DRIVE > TENNYSON AVENUE,2,100.000 > 43.872 > 100.000,43.87234387416083,443.3141043697432,687.186448243904,243.87234387412641,243.84103250824757,1.0001284089291977,1.2009083010244046
125,8,25,WILSON PLACE > EAST GIFFORD PARKWAY,1,25.000 > 25.000,25.0,60.30294077292777,110.30294077292777,50.00000000008841,48.28696659185712,1.0354761031627977,6.095933111781252
126,8,25,WILSON PLACE > EAST GIFFORD PARKWAY > GIFFORD PARKWAY > EAST GENESEE PARKWAY,3,25.000 > 25.217 > 17.696 > 25.000,17.696465441311062,60.30294077292777,153.21685863808332,92.91391786528925,89.15860715814335,1.042119441149243,11.278671319944593
127,8,25,EAST GIFFORD PARKWAY > GIFFORD PARKWAY > EAST GENESEE PARKWAY,2,25.000 > 17.696 > 25.000,17.696465441311062,85.52039319677226,153.21685863808332,67.69646544143453,67.3416003231638,1.0052696270443198,2.7941878163333502
128,8,50,WILSON PLACE > EAST GIFFORD PARKWAY > GIFFORD PARKWAY > EAST GENESEE PARKWAY,3,50.000 > 25.217 > 17.696 > 50.000,17.696465441311062,35.30294077292777,178.21685863808332,142.91391786521163,135.58836098420804,1.054027918235967,20.676275173053874
129,9,25,VALLEY DRIVE > GLENWOOD AVENUE,1,25.000 > 25.000,25.0,4046.269702478914,4096.269702478914,49.999999999980375,49.95869925802033,1.000826697703772,0.9002764925136802
130,9,25,VALLEY DRIVE > GLENWOOD AVENUE > MCDONALD ROAD,2,25.000 > 1221.996 > 25.000,25.0,4046.269702478914,5318.265325832477,1271.995623353552,1197.2440333533916,1.0624363854967702,138.85741037646983
131,9,25,GLENWOOD AVENUE > MCDONALD ROAD,1,25.000 > 25.000,25.0,5268.265325832477,5318.265325832477,50.000000000042384,47.96862446940689,1.0423480046197917,6.764635053272617
132,9,50,VALLEY DRIVE > GLENWOOD AVENUE,1,50.000 > 50.000,50.0,4021.269702478914,4121.269702478914,99.99999999972917,99.86092404874803,1.0013926964155995,2.403485554360406
133,9,50,VALLEY DRIVE > GLENWOOD AVENUE > MCDONALD ROAD,2,50.000 > 1221.996 > 50.000,50.0,4021.269702478914,5343.265325832477,1321.995623353389,1229.439142252559,1.0752834995404892,159.68648744437397
134,9,50,GLENWOOD AVENUE > MCDONALD ROAD,1,50.000 > 50.000,50.0,5243.265325832477,5343.265325832477,99.99999999985324,95.43316408853745,1.0478537618964299,14.712267826023286
135,9,100,VALLEY DRIVE > GLENWOOD AVENUE,1,100.000 > 100.000,100.0,3971.269702478914,4171.269702478914,199.9999999998745,198.4888429132318,1.0076133099697866,9.669823704990398
136,9,100,VALLEY DRIVE > GLENWOOD AVENUE > MCDONALD ROAD,2,100.000 > 1221.996 > 100.000,100.0,3971.269702478914,5393.265325832477,1421.9956233534633,1292.8714579923762,1.099873939178452,201.5862428561404
137,9,100,GLENWOOD AVENUE > MCDONALD ROAD,1,100.000 > 100.000,100.0,5193.265325832477,5393.265325832477,200.0000000001373,190.5694761308316,1.049486014553723,30.136827741221786
138,10,25,GERE AVENUE > WEST END DRIVE,1,25.000 > 25.000,25.0,40.32647448116248,90.32647448116248,49.999999999993165,47.20565014353756,1.0591952414162047,7.588853808791132
