order,changes,miles,names,max_join_angle
348,0,0.40224822309693614,CARLTON ROAD,0.17510993214185158
349,0,0.4010834623245483,LINCOLN AVENUE,0.20010421504098716
350,0,0.39971175784534596,ARTHUR STREET,2.785536217541895
351,0,0.39941742761529386,KENSINGTON PLACE,0.5400932219052176
352,0,0.39591625775055966,RIDER AVENUE,0.020932826971762217
353,0,0.3954650354755398,HUDSON STREET,0.3348506317878669
354,0,0.39465464589000776,PLEASANTVIEW AVENUE,0.38412132489934453
355,0,0.3945794178426561,EAST WASHINGTON STREET,13.565391020811411
356,0,0.3936541729232564,MILDRED AVENUE,0.1129248938576214
357,0,0.393330546352861,HAZELWOOD AVENUE,0.27316000922121764
358,0,0.390976145634237,SPRING STREET,0.3013341066684603
359,0,0.3899039621721801,CROLY STREET,0.03484037716065961
360,0,0.3897706112878566,SOUTH ALVORD STREET,1.9290204824557942
361,0,0.38928931182930765,EAST LAUREL STREET,1.1787544584389762
362,0,0.38903943848201994,PALMER AVENUE,0.14602820223392263
363,0,0.38382859050262025,RESTORATION WAY,9.744777454562737
364,0,0.3816623328300816,WINKWORTH PARKWAY,1.9003484769074712
365,0,0.38085082033401424,NORTH ALVORD STREET,1.1282044087060668
366,0,0.3807756004394306,COOLIDGE AVENUE,0.25027448952292314
367,0,0.3806159972915875,MAPLEWOOD AVENUE,0.8060148938461869
368,0,0.38014622288110467,PUTNAM STREET,2.248082269368308
369,0,0.3790150345360037,MATHER STREET,0.8411046349402689
370,0,0.3778366808465621,SHOTWELL PARK,1.8575621489334018
371,0,0.37778742275070726,BRATTLE ROAD,0.10641500195718913
372,0,0.3774383193565998,FENWAY DRIVE,0.2962703571036289
373,0,0.3758716611405686,SOUTH ORCHARD ROAD,9.578236290663924
374,0,0.37457890469048266,WAINWRIGHT AVENUE,0.20770654949087913
375,0,0.372693367286159,IVY RIDGE ROAD,0
376,0,0.36873777757202036,MARYLAND AVENUE,0.9207209134265596
377,0,0.3686623472094066,HURLBURT ROAD,4.429819511892294
378,0,0.3674628370711341,AUDUBON PARKWAY,11.630422809654913
379,0,0.36616846621125126,JENSEN AVENUE,0
380,0,0.3657021957720782,NORTH AVENUE,7.076978478914307
381,0,0.36458681020374323,HARTSON STREET,0.7707744568350942
382,0,0.36234352055859004,MELROSE AVENUE,1.4941766149517217
383,0,0.35857067388805774,ROSS PARK,24.897147995968893
384,0,0.3566427268204828,MONTGOMERY STREET,0.28536262857586725
385,0,0.3563845230328149,RIDGEWOOD DRIVE,0.16310486496540794
386,0,0.3549385911216664,BEECHER STREET,12.969242123967794
387,0,0.35468891437630157,TWIN HILLS DRIVE,15.379896652172448
388,0,0.3543787703744767,SENECA DRIVE,1.0798425681069996
389,0,0.3542476395905011,COLDBROOK DRIVE,7.794303934418561
390,0,0.35321963343205537,CLAIRMONTE AVENUE,0.2328378029815111
391,0,0.35105405136538254,HUBBELL AVENUE,1.1622463412343464
392,0,0.3506428932904145,ESSEX STREET,6.5053804204213055
393,0,0.3496921431237431,WYOMING STREET,2.053906574979036
394,0,0.347173933436353,WELLESLEY ROAD,0.5645167762807154
395,0,0.3467930296888908,SCOTTHOLM BOULEVARD,11.904333599234352
396,0,0.34443412103020893,MILES AVENUE,22.77242029200903
397,0,0.34380097349713157,CHAFFEE AVENUE,0
398,0,0.3434145969326961,MERRILL STREET,7.304119945717897
399,0,0.3432107165036372,MCLENNAN AVENUE,0.3526409079054415
400,0,0.3423415719562968,WEST BORDEN AVENUE,0.6520333514071485
401,0,0.3409299169447701,LYDELL STREET,0.30992243284970955
402,0,0.340265758150209,GRANT AVENUE,1.2208514944923576
403,0,0.3384879336648104,WEBSTER AVENUE,0.09728628523810892
404,0,0.33706787250855635,SUNSET AVENUE,2.698457685288912
405,0,0.3359433332975356,MERRITT AVENUE,0.46982648344856265
406,0,0.33503676194453935,BAKER AVENUE,0.6304228284972347
407,0,0.3332915881095701,CLEVELAND AVENUE,0.6488093702431259
408,0,0.3329145047796453,ELMHURST AVENUE,2.0958527520903147
409,0,0.33115519003500293,DAKIN STREET,1.4329610134013755
410,0,0.3293946138473032,SUMMIT AVENUE,0.6509277374252797
411,0,0.32900607583873714,RIGI AVENUE,1.0494152870923101
412,0,0.32881779766989316,MILBURN DRIVE,12.493960769883147
413,0,0.3285987816936186,CRAIG STREET,0.5965549130172071
414,0,0.328363552735396,HOMECROFT ROAD,0.7890355862388233
415,0,0.327918064526249,MAPLEHURST AVENUE,0.002590990338055275
416,0,0.32712807580239517,PAUL AVENUE,0.05232932982502204
417,0,0.32699454005207684,GARFIELD AVENUE,1.172385947790931
418,0,0.3252470835862633,WEST COLVIN STREET,0.27975171554082545
419,0,0.32452404227584647,GRACE STREET,0.2363244691818039
420,0,0.32059648469894686,GREENWOOD PLACE,10.632560344157573
421,0,0.32027295060484295,CHEMUNG STREET,1.9619602834347811
422,0,0.3201561266125386,LYNCH AVENUE,2.0142814733361756
423,0,0.3187384356499301,SHERWOOD AVENUE,0.40231446458180925
424,0,0.31690209066376074,ARNOLD AVENUE,1.550555698306791
425,0,0.31628762983399017,MASSENA STREET,22.6154423437404
426,0,0.3144510939509514,WARNER AVENUE,1.5930709101053928
427,0,0.3132461107757106,FOURTH NORTH STREET,3.044793954254549
428,0,0.3079273162424499,HARWOOD AVENUE,0.2550469944544116
429,0,0.30773959889475705,MILNOR AVENUE,0.08891141758881928
430,0,0.30748234618270254,DELRAY AVENUE,0.6321347006239976
431,0,0.3074344539075063,CLIFTON PLACE,0.22609668520872575
432,0,0.30703772110441996,RICHFIELD AVENUE,0.5397493995766623
433,0,0.3068863446628687,DEFOREST ROAD,9.575402122110663
434,0,0.30682305522108777,HILLVIEW AVENUE,6.241586583369686
435,0,0.3064604471365864,MARY STREET,0.8370650011389728
436,0,0.30614739570773103,AUSTIN AVENUE,0
437,0,0.3056685593607276,VINCENT STREET,3.1020207969190037
438,0,0.30234114524641115,CUMBERLAND AVENUE,0.11184217971087833
439,0,0.30137829308434644,HALL AVENUE,0
440,0,0.3011900476216141,HIER AVENUE,1.4169235541743155
441,0,0.30106617336120606,ROCK CUT ROAD,1.2709144743287537
442,0,0.3008973499236586,WEST TAYLOR STREET,2.568102235800366
443,0,0.30070138638922544,MAGNOLIA STREET,3.3260455065593955
444,0,0.2983387915889463,DALE STREET,10.399931677583867
445,0,0.2978336698090489,STERLING AVENUE,0.9584994716013708
446,0,0.29766723613035045,LILAC STREET,0.25788738151062296
447,0,0.2964452588252961,BROADVIEW DRIVE,8.656623826950604
448,0,0.29602735195196217,WINTON STREET,1.6488645727172098
449,0,0.2958517508962618,HARFORD ROAD,12.615370640006764
450,0,0.2932943753093462,BOYDEN STREET,1.2220888392198253
451,0,0.29253780152803555,DUDLEY STREET,18.149589484661565
452,0,0.29252622061252764,DAVIS STREET,6.105011631973673
453,0,0.29174864022305314,MITCHELL AVENUE,2.9637851274365454
454,0,0.2911905414944274,SCOTTHOLM BOULEVARD,17.934466439849363
455,0,0.290962921622132,BELLE AVENUE,0
456,0,0.29032136187081853,REMINGTON AVENUE,26.496454621601224
457,0,0.28937294123479046,BASSETT STREET,0.9173991278100031
458,0,0.2888624965563368,HUTCHINSON AVENUE,0.8706899401656791
459,0,0.2880945799057405,GRIFFITHS STREET,1.1932523252582248
460,0,0.2871595855314524,COLUMBUS AVENUE,0.7743073900577933
461,0,0.2839042299437399,SABINE STREET,12.160909723728324
462,0,0.28374302080661173,HOPE AVENUE,0.1127582029330801
463,0,0.28334182959923504,BASIN STREET,6.407867890610109
464,0,0.2828265374648441,HARDING STREET,0.19835651809184165
465,0,0.28255374882572515,GRAVES STREET,26.683433880500914
466,0,0.28246433415878575,CROUSE DR,0
467,0,0.2819226470595068,WINTHROP ROAD,0.3807528383258522
468,0,0.2819210278030614,WEST LAFAYETTE AVENUE,0.014694175117805418
469,0,0.28182828093472956,ROXBURY ROAD,3.6408193758683516
470,0,0.28063406766014193,BROOKLEA PLACE,25.435915059972267
471,0,0.2793552535802543,JENSEN AVENUE,4.112892041840364
472,0,0.27849570138680957,WEST JEFFERSON STREET,25.86661815328174
473,0,0.2769564227935345,HIGHRIDGE DRIVE,7.067575991823596
474,0,0.27673239524428456,WEST MATSON AVENUE,0
475,0,0.27434479798792305,SEWARD STREET,17.63896441339158
476,0,0.27427353374689045,CULBERT STREET,0
477,0,0.2736055062437642,CAMBRIDGE STREET,0.0003652944153669556
478,0,0.2731629502945543,DOROTHY STREET,0.11705317788870573
479,0,0.2731527264713712,HAZELHURST AVENUE,1.726101294496413
480,0,0.2729472388968914,PARKWAY DRIVE,0.856746597957588
481,0,0.27267958702342376,LIVINGSTON AVENUE,0.06622999215938298
482,0,0.2725808406487784,HOVEY STREET,8.704138941709617
483,0,0.2720485129386396,HATCH STREET,0.7788371119180593
484,0,0.2710246906620574,CONSERVATION PLACE,0
485,0,0.27091875174752794,WOODRUFF AVENUE,0.4869326159583421
486,0,0.2685196027983252,BALL AVENUE,3.270369340448836
487,0,0.26819391221280015,TIOGA STREET,1.1364061898453082
488,0,0.26804497873932226,MONTGOMERY STREET,7.036967172663145
489,0,0.266313735599788,DARLINGTON ROAD,0.8142213561927882
490,0,0.26557605587995753,LANDON AVENUE,0.8326605289237966
491,0,0.2653460314943245,EAST GLEN AVENUE,1.917059992286322
492,0,0.26524033443276684,CONIFER DRIVE,0.0018647333124512911
493,0,0.26414320678072983,CLYDE AVENUE,8.870048066314697
494,0,0.2641221312855347,EMERSON AVENUE,0.6546270484997431
495,0,0.2629294952357306,ARMSTRONG PLACE,0
496,0,0.2625865095716538,FORMAN AVENUE,15.019751501764125
497,0,0.2623875364533934,ARLINGTON AVENUE,0.8758331885388934
498,0,0.2620164436076319,HEADSON DRIVE,5.0618741608064814
499,0,0.2620126816741967,BRAMPTON ROAD,0.44578692753962096
500,0,0.2618624644186619,EAST KENNEDY STREET,0.5571975181849378
501,0,0.261838627360623,WEST CALTHROP AVENUE,0.018534798931710717
502,0,0.26150274731880213,MARTIN STREET,0.48182156893449685
503,0,0.2602353908837709,FARM ACRE ROAD,7.470256907007901
504,0,0.25979570534148133,MONTANA STREET,4.934731711819717
505,0,0.25948285203376015,NORTHCLIFFE ROAD,13.02144482914182
506,0,0.2590104115983012,HARDING PLACE,0.027942001509003587
507,0,0.2566590073886326,HASTINGS PLACE,0.16256280831034764
508,0,0.25608341283541464,SUMMIT AVENUE,0.7116077515982724
509,0,0.25604111605147767,PECK AVENUE,0.0003610584422723056
510,0,0.25599928282613255,WALTON STREET,2.9165702375145535
511,0,0.25586437606221135,HARVARD PLACE,2.2319360482242767
512,0,0.25537310694127796,STRONG AVENUE,0.2579077511437559
513,0,0.2530018062231025,EDNA ROAD,0.002153867354679526
514,0,0.2526005947385502,FERNDALE DRIVE,1.4582808593829175
515,0,0.2522685222822862,WALNUT PLACE,0.3585997513603034
516,0,0.2518114489907513,WEST DIVISION STREET,5.026171994887526
517,0,0.25151923008630556,BRADLEY STREET,1.1665669310885647
518,0,0.25150477625876133,PINE STREET,2.3365115973028567
519,0,0.25074210246273804,WALL STREET,0.5468044650058891
520,0,0.25031405988350963,FOREST AVENUE,1.5491963333806582
521,0,0.24994559014401152,LIME STREET,0.6824369975803576
522,0,0.249929670152088,GILBERT AVENUE,0.7915024327245979
523,0,0.24967190845038148,SALISBURY PARK DRIVE,0.8046880919470873
524,0,0.2493980205878851,STADIUM PLACE,0.17100904790467228
525,0,0.24934768575517055,NELSON STREET,0
526,0,0.24871690281371564,WHITWELL DRIVE,0.5911875078236799
527,0,0.24844471809612773,EAST WARRINGTON ROAD,0.11615278005090011
528,0,0.24817146161131037,SUNHILL TERRACE,0
529,0,0.24740032354367258,BERGER AVENUE,0.15031486402162272
530,0,0.24738699196273417,FILLMORE AVENUE,0.6096207140856712
531,0,0.24724356220122737,ENGLEWOOD AVENUE,0.7154816370066077
532,0,0.247035508989016,MARLBOROUGH ROAD,1.1313384389606433
533,0,0.2455488155213103,HATHERLY ROAD,11.608961951883252
534,0,0.2454671050583993,BRADFORD PARKWAY,21.775647868674625
535,0,0.24490719183020007,WESTMINSTER AVENUE,0.2982856336685473
536,0,0.24474868380047815,THAYER STREET,1.4705655774578739
537,0,0.2439725540282166,CANNON STREET,1.5829833103224065
538,0,0.24302055923037008,BERKELEY DRIVE,6.184041243433326
539,0,0.24294614202853654,MAINS AVENUE,2.5771138478526883
540,0,0.24226763203235435,FARMERS MARKET WAY,0.4730095978012468
541,0,0.24164431100102124,GORDON AVENUE,0.15063204715292997
542,0,0.24148324201946494,GRUMBACH AVENUE,0.5983142282757997
543,0,0.24086868681884793,MELBOURNE AVENUE,0.2760314344723952
544,0,0.24000253980946462,FIRST NORTH STREET,22.277548128157115
545,0,0.238891558161682,NORTH MCBRIDE STREET,0.7120118193301926
546,0,0.23758037509631982,CRADDOCK STREET,2.0620010869082654
547,0,0.23706202695844372,DAKOTA STREET,23.32460254332567
548,0,0.23612304904638035,HARRINGTON ROAD,1.7978424744973063
549,0,0.23473128964390244,DUKE DRIVE,0
550,0,0.23318790739236533,FINEVIEW PLACE,5.09241996035615
551,0,0.23274706548261384,ELK STREET,0.611495082060603
552,0,0.2324145616781626,MERTENS AVENUE,0.3251496391929228
553,0,0.23180957468510596,EMERSON AVENUE,0
554,0,0.23124527490922017,LEWIS STREET,2.1796633484664216
555,0,0.23043957807518833,RIDGEWAY AVENUE,0
556,0,0.23021436824494357,NIVEN STREET,0.2273562736751088
557,0,0.22863144509274294,PHARIS STREET,0.2376776909205899
558,0,0.22846777453281816,ASHWORTH PLACE,0.015445830175211981
559,0,0.22829078231610572,BOYDEN STREET,2.750461523915676
560,0,0.22784886782342595,HAMPTON ROAD,0.31329386394603215
561,0,0.22758386175952422,TAFT AVENUE,2.959959527059825
562,0,0.2267564151534245,POLK STREET,1.5550790432888442
563,0,0.22664031391751835,PEARL STREET,6.216072447933531
564,0,0.22569275351518608,WEYMOUTH ROAD,0.6346677956122124
565,0,0.2253312772043088,CEDAR STREET,0.20509848251338203
566,0,0.22531543266214127,NEWBURY HOLLOW LANE,0
567,0,0.2249676056949579,LINCOLN PARK DRIVE,8.81906322124095
568,0,0.22417136970207382,MARIPOSA STREET,0.24267487419091568
569,0,0.22303816061150608,MARGUERITE AVENUE,0.21370064523372473
570,0,0.2220645993911756,DORCHESTER AVENUE,0.29360577632633283
571,0,0.2217074195444086,VINE STREET,1.6742391450817693
572,0,0.22103486268409372,WOODSIDE DRIVE,0
573,0,0.22085907577260666,CLARENCE AVENUE,0.6269432358305466
574,0,0.22027852940711384,HANCOCK DRIVE,15.770286335970862
575,0,0.2197927069872071,PRIMROSE AVENUE,0.5941995956406715
576,0,0.21947459003182962,ANDERSON AVENUE,0
577,0,0.2191725786035413,KENMORE AVENUE,0
578,0,0.21900203692439094,MILFORD DRIVE WEST,10.170423525981327
579,0,0.2187396606136646,EDGEHILL ROAD,0
580,0,0.21850738258674082,KRAMER DRIVE,3.2126467373176957
581,0,0.21785210835958674,WOOD AVENUE,0
582,0,0.2169402716176498,HERRIMAN STREET,0.25849139058812864
583,0,0.215846753737056,COLLEGE PLACE,0.0004181521496531566
584,0,0.215610685704924,MILFORD DRIVE EAST,7.50354207550697
585,0,0.21553651871768603,EAST FLORENCE AVENUE,6.00919007808733
586,0,0.21539973018536981,KIMBER AVENUE,0.594174977975406
587,0,0.21518108713530815,MALVERNE DRIVE,0.03694180350345065
588,0,0.21510854596887427,ROBERT DRIVE,0.14442979909524695
589,0,0.21492740597020293,HARRIETTE AVENUE,1.457965476074014
590,0,0.21465265360716665,WASHINGTON SQUARE,1.8552324313695427
591,0,0.21401748367855916,PLUM STREET,18.172414368158712
592,0,0.21382178585824368,WIMAN AVENUE,0
593,0,0.21169423239744933,PARKSIDE AVENUE,0
594,0,0.21084070384421286,BERTRAM PLACE,1.035538834159889
595,0,0.21068968528127996,MOONEY AVENUE,0.2136460080208437
596,0,0.21058255328833267,WALRATH ROAD,3.311091438437752
597,0,0.21041099626700704,ROSEMONT DRIVE,0.417384190298579
598,0,0.21031118732424908,PACIFIC AVENUE,1.6504539998528567
599,0,0.2096387562219081,DAWES AVENUE,0.8438695381173046
600,0,0.20962315102920998,BURNET PARK DRIVE,13.12452125171249
601,0,0.2077454638883284,TEMPLE STREET,2.1493360004811914
602,0,0.20756632554600976,SENECA STREET,1.35937328791298
603,0,0.2070557850940349,ORLANDO AVENUE,1.3289310494165683
604,0,0.20658467180839582,SACKETT STREET,14.194473443715522
605,0,0.20632665670074288,CHURCHILL AVENUE,1.0106907298320131
606,0,0.20591360571299333,LOMA AVENUE,0.2680417981492757
607,0,0.20545371643561258,WEST GLEN AVENUE,0.5010387957737957
608,0,0.20516444262380348,THURLOW DRIVE,0
609,0,0.20515280973418495,APPLE STREET,0.12169274872333283
610,0,0.2045515481996356,SHERBOURNE ROAD,5.9854159114931
611,0,0.20438692327171837,WARHAM STREET,0.10109513134390324
612,0,0.20339929337436952,BARRETT STREET,2.052840249280712
613,0,0.20320924737543916,LISTMAN AVENUE,0.46301616220002667
614,0,0.20315619703980342,DOLL PARKWAY,0.7201845583558494
615,0,0.20188655810830194,EAST GENESEE STREET,8.71487139906086
616,0,0.2018062277431746,FITCH STREET,0.22817268411193692
617,0,0.20150769241846136,WEST CALTHROP AVENUE,0
618,0,0.20149344015795162,FORD AVENUE,0
619,0,0.2014862182600873,LOCKESLEY ROAD,3.813359907752272
620,0,0.20124323356719684,CARLTON DRIVE,14.743811674709729
621,0,0.2003068353626596,FISCOE AVENUE,0
622,0,0.2002928648390904,EAST CHAFFEE AVENUE,2.3717300273140296
623,0,0.20029099936619765,ONONDAGA LAKE PARKWAY,0.7324477645913887
624,0,0.19997570425512887,FAIRFIELD AVENUE,0.17846132425144923
625,0,0.19990724668375567,COMSTOCK ART,5.242209713701368
626,0,0.19975840550468488,KENSINGTON ROAD,4.979622164970371
627,0,0.199728689720605,BENEDICT AVENUE,0.15480797961957146
628,0,0.19953812320116823,ALTON STREET,3.0799375453075295
629,0,0.19870404955290083,BALL CIRCLE,0
630,0,0.1984845802831937,MCKINLEY AVENUE,1.0204778008107125
631,0,0.19807201568532526,NORTH WILBUR AVENUE,1.6490328004281274
632,0,0.19717481847336418,WILSON STREET,2.34250127917613
633,0,0.19650257775696797,DOLL PARKWAY,2.500974364081511
634,0,0.19594218983735498,COLBY AVENUE,0
635,0,0.1957832459580075,ROBINSON STREET,0.5607270190926362
636,0,0.19565779055318788,CLAIRE ROAD,0.02615937644505931
637,0,0.19503973818653614,COLUMBIA AVENUE,0.21593941567096198
638,0,0.19458821613694596,WAYNE STREET,0.9456075916120952
639,0,0.19446645112158406,CLARKE STREET,0.7230387944403626
640,0,0.19445124352944032,SHIRLEY DRIVE,0.532792612541346
641,0,0.19437120275530603,WEST FLORENCE AVENUE,0
642,0,0.1935914109901983,VINE STREET,4.5866973405508125
643,0,0.19355873596325818,HOLDEN STREET,0.9418264757371372
644,0,0.1935458806893598,SUNSTRUCK DRIVE,0.947620281359564
645,0,0.19330497248951298,ELDORADO STREET,0.6418606119305222
646,0,0.1930081226416347,ELSNER STREET,1.0056391399662414
647,0,0.1918171493990141,WEST COLVIN STREET,10.435941712993193
648,0,0.19179617608790384,LENNOX AVENUE,6.4949642053908585
649,0,0.1915571554184273,NORTH MCBRIDE STREET,10.038191164759532
650,0,0.19135750711764726,MARKLAND AVENUE,0.058735101466923664
651,0,0.19106193281166492,SOUTH CARBON STREET,0.7082069158968148
652,0,0.1909873202657147,STEUBEN STREET,0
653,0,0.1907634092427834,DUANE STREET,0.6762785186376877
654,0,0.19069329475206515,LAWRENCE STREET,0
655,0,0.18986462039003968,ROCKLAND AVENUE,0.09547205605243611
656,0,0.1896990461346447,ENGLERT AVENUE,0.05612525869662945
657,0,0.18962073748927777,EMPIRE AVENUE,0.029381644089817718
658,0,0.1875542941138413,BALDWIN AVENUE,0
659,0,0.18743587467221245,KINNE STREET,2.9427297970256054
660,0,0.18714662102437657,RUTH AVENUE,0
661,0,0.18597499753739802,HENRY STREET,0.8010931136014924
662,0,0.1854945197506945,GREENLAND DRIVE,0
663,0,0.18435404392832777,ARDEN DRIVE,1.1441018670337015
664,0,0.18396133683554938,EAST RAYNOR AVENUE,1.0964615862262628
665,0,0.18394784424159671,HERBERT STREET,1.7847195681109835
666,0,0.18303774044539464,SAINT LOUIS AVENUE,0.0014826007374761673
667,0,0.18251646428735188,NIAGARA STREET,0.633639651772126
668,0,0.18230861956129982,CROYDEN ROAD,2.6922733541471597
669,0,0.18125677155427516,LOMA AVENUE,0
670,0,0.18062447802529116,LYNN CIRCLE,0
671,0,0.17947646669412784,KING STREET,1.8898220680150901
672,0,0.17940572485299472,VALLEY VIEW DRIVE,0.0034248766678773774
673,0,0.1793602480123953,CEDAR RIDGE APARTMENTS,17.97649805545905
674,0,0.17927346971480157,WILLIS AVENUE,0.7323891781471281
675,0,0.17924832247371317,MAY AVENUE,0.6980195864904395
676,0,0.17891413117527616,RICHARD ROAD,0
677,0,0.17879549348009763,KNAUL STREET,0.35380915899912907
678,0,0.17824672994995022,SMALL ROAD,0
679,0,0.178177969682333,AMHERST AVENUE,0.3961808836772471
680,0,0.1779300843206872,MARTIN STREET,0
681,0,0.17741570519162986,CURTIS STREET,0.8852648470246622
682,0,0.17738397560448488,FERNWOOD AVENUE,0
683,0,0.17733275042065752,BURDICK AVENUE,0.6265175364371117
684,0,0.17723324354199566,NORMANOR DRIVE,0
685,0,0.176800324378645,SIXTH NORTH STREET,0.9375757946616239
686,0,0.17631109009366466,LAMBRETH LANE,8.469418092410814
687,0,0.1761668282132114,LEON STREET,0
688,0,0.1760991568526246,HIGHLAND STREET,4.082978389946911
689,0,0.17601656291202142,STATE FAIR BOULEVARD,0
690,0,0.17597069488438638,WILLUMAE DRIVE,1.2932298227912455
691,0,0.17592443194371432,SMITH ROAD,1.0932297827063753
692,0,0.1758551409421909,CALEB AVENUE,0.954879056503883
693,0,0.17532881990733123,FAGE AVENUE,0
694,0,0.17509471127266601,FAIRVIEW AVENUE,0
695,0,0.1748224745889977,BANK ALLEY,0.6491093246852125
696,0,0.17461295175640695,SHIRLEY ROAD,0
697,0,0.17429591656313287,EAST BRIGHTON AVENUE,20.934724162485868
698,0,0.17418239038523556,XAVIER CIRCLE,8.677589644316695
699,0,0.17377908807481648,ELLIOTT STREET,0.23115850654073902
700,0,0.17321804786603553,CRIPPEN AVENUE,0.46615084365385995
701,0,0.17302160700225622,FERRIS AVENUE,0.02790427372788649
702,0,0.17279458272128873,MALVERNE DRIVE,0
703,0,0.17253165354186212,CHERRY STREET,2.142364855709504
704,0,0.1722923063705106,OVERLOOK DRIVE,0.6312010358365181
705,0,0.17204838342610748,BEVERLY ROAD,0
706,0,0.17169956170471268,CHATHAM ROAD,0
707,0,0.17128244936689127,WEST LYNHURST AVENUE,0
708,0,0.17117234131350303,CANDEE AVENUE,0.7593488903612381
709,0,0.1705094806150176,MAYWOOD DRIVE,0
710,0,0.17008898265584999,BRIGGS STREET,0
711,0,0.17007164531268734,MERRELL ROAD,1.25971510413718
712,0,0.1695062210619424,HADDON ROAD,12.306080682315056
713,0,0.1692723520858429,BERKSHIRE AVENUE,0
714,0,0.16870061117581672,ONTARIO STREET,7.336228631018345
715,0,0.1684221797551537,COOK AVENUE,0.5396160818652526
716,0,0.16837891480051373,BERWYN AVENUE,0
717,0,0.1682042244006648,HAROLD STREET,0.00408499793998255
718,0,0.16766695295919096,MEADOWBROOK DRIVE,0.09333781290855847
719,0,0.16752589547777264,MADISON STREET,1.5038201873784238
720,0,0.16724296925273968,GIRARD AVENUE,1.0973078120710151
721,0,0.16702818568968347,KENWOOD AVENUE,0
722,0,0.16692139684607346,ARCHER ROAD,0
723,0,0.16534614609476825,CULVER DRIVE,0.7932952705857903
724,0,0.16482849671931182,FORDHAM ROAD,0.7973834493935693
725,0,0.16469343767421055,MELROSE AVENUE,1.2535298526942082
726,0,0.16396089970958305,GRAY AVENUE,0.2480425755578678
727,0,0.163873947898906,WENTE TERRACE,2.6301662857295205
728,0,0.1634388280331412,HAMPSHIRE ROAD,0.5279226317679565
729,0,0.16319254827636254,CHENEY STREET,0.17483432504990382
730,0,0.16286920786989528,EDISON STREET,0
731,0,0.1626216787257262,SOUTH LOWELL AVENUE,0.18286806939234818
732,0,0.16200678928934886,SEDGWICK DRIVE,0.7879267777465625
733,0,0.16193338460226206,DIDAMA STREET,0
734,0,0.16175722966324257,RANDOLPH STREET,0.9626872559872577
735,0,0.16140490222858936,SIXTH NORTH STREET,0.18753274625257635
736,0,0.16136993309500183,ONONDAGA TERRACE,0
737,0,0.16087253032763427,ALDEN STREET,0
738,0,0.1605024001015497,LYNCH STREET,1.5154556259950274
739,0,0.15979781250474548,RUGBY ROAD,2.119261086240149
740,0,0.15974258381038098,WOODRUFF AVENUE,0
741,0,0.1597249718372454,MAYAR STREET,0
742,0,0.15936146285450165,UNIVERSITY PLACE,0.8780989012832456
743,0,0.15894221181189,DICKERSON STREET,1.7588177477068472
744,0,0.1586296891245728,SHOECRAFT ROAD,0.00015220894967387115
745,0,0.15790758514488443,RUSKIN AVENUE,0
746,0,0.15765544746499288,MAPLE TERRACE,0
747,0,0.15764213885197334,MALTBIE STREET,2.322338320788546
748,0,0.1572241377489658,CENTENNIAL DRIVE,0
749,0,0.15636788307223962,DELONG AVENUE,0
750,0,0.15604270491956188,BISHOP AVENUE,0
751,0,0.15561519816022404,RESTORATION WAY,11.908874512200088
752,0,0.155544991000794,UNION AVENUE,1.8552851905275844
753,0,0.155011319859296,NEW STREET,3.960645310462874
754,0,0.15500800893194705,KENWOOD AVENUE,0.049333094286058254
755,0,0.15494800502051015,RANDALL AVENUE,0
756,0,0.15473952711182534,LAFORTE AVENUE,0.16012876552629415
757,0,0.1543786890036871,LAMSON STREET,1.0866544976365384
758,0,0.1542744288484742,EUREKA STREET,0.4042840463814394
759,0,0.1542057642977605,ALBERT ROAD,0.22965669872460312
760,0,0.15296594093968857,ISABELLA STREET,1.236180207369315
761,0,0.15281177517509523,CONKLIN AVENUE,1.0740832902271416
762,0,0.15274536656209411,HOBART AVENUE,0
763,0,0.15254793290807267,HAZELWOOD AVENUE,0
764,0,0.15232664888040928,BROOKLEA DRIVE,2.377443406302949
765,0,0.1520448495775237,SWEETING STREET,0.8667958971619574
766,0,0.1516947497290289,MUNSON DRIVE,0
767,0,0.15143328881519522,ALBERT ROAD,0
768,0,0.15128664565727942,ANDOVER ROAD,1.2667146896598838
769,0,0.15115737168299065,WOLCOTT TERRACE,0
770,0,0.1511414471780725,CRATON STREET,0.9808321632224121
771,0,0.1507060009951014,GORLAND AVENUE,1.6098967298398206
772,0,0.1503488106937096,WOODLAWN TERRACE,0.005202181338821925
773,0,0.1503042020869482,CORTLAND PLACE,0
774,0,0.14983769205431505,ELIZABETH STREET,0.7012513313938418
775,0,0.14979284769162768,CHESTER STREET,0
776,0,0.14951580186169164,ANNETTA STREET,0
777,0,0.14938589120500054,SEELEY AVENUE,0
778,0,0.14916353551732503,SWANSEA DRIVE,3.2443569063731963
779,0,0.148973162511017,PROSPECT AVENUE,1.0740697533181196
780,0,0.14812461891611672,HUNTLEY STREET,0.019583412369048814
781,0,0.1470359674469652,CARLTON DRIVE,1.535481027666637
782,0,0.14680603592462754,BRIGGS STREET,0.32155297908320196
783,0,0.1466344490274003,EDTIM ROAD,0
784,0,0.1465730640195941,SCHILLER AVENUE,0
785,0,0.14621502212136006,BERKSHIRE AVENUE,0.04375069900173501
786,0,0.1460208872226844,CADWELL STREET,0.8374439065606345
787,0,0.1458791774704782,REDFIELD PLACE,0
788,0,0.14584882527016096,ONONDAGA PARK DRIVE EAST,2.9984444289157026
