name,length_ft,endpoint_a,endpoint_b,intersection_to_intersection,wholly_inside,source_segments,source_ids,lon,lat
TEALL AVENUE,395.3707948593104,PECK AVENUE,RUGBY ROAD,True,True,1,477429993,-76.12290428680421,43.068496639821426
COMSTOCK AVENUE,395.38597088962064,WAVERLY AVENUE,MARSHALL STREET,True,True,1,477438155,-76.13023028759584,43.04102458711584
HOEFLER STREET,395.4002029612972,BELLEVUE AVENUE,WEST ONONDAGA STREET,True,True,1,477440512,-76.179437269405,43.033239115874764
STOLP AVENUE,395.58243232691376,BEVERLY ROAD,CLAIRMONTE AVENUE,True,True,1,477441157,-76.16845431441428,43.03031614193119
GRAND AVENUE,395.6058463438018,SOUTH GEDDES STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477438125,-76.17218696261791,43.041003352997194
KANDACE STREET,395.62545350436807,BELLEVUE AVENUE,WEST ONONDAGA STREET,True,True,1,477440544,-76.18253878920927,43.033128629776385
OSTROM AVENUE,395.86065298813435,WAVERLY AVENUE,MARSHALL STREET,True,True,1,477438159,-76.12860829272282,43.041014616445516
JAMESVILLE AVENUE,395.9200197183673,THAYER STREET,PINE GROVE STREET,True,True,1,477443947,-76.12737924311318,43.01502712648876
OAK STREET,395.92761158711,FARMER STREET,PARK STREET,True,True,1,477431054,-76.13611630549576,43.0637900846311
WILLIS AVENUE,396.1736798030017,HAMILTON STREET,CAYUGA STREET,True,True,1,477435504,-76.19030483486237,43.04969959664053
PEARL STREET,396.22375896155904,NORTH SALINA STREET,EAST BELDEN AVENUE,True,True,2,477433282;477433346,-76.15164320304235,43.05524104497794
NORTH STATE STREET,396.30723581180666,EAST BELDEN AVENUE,HICKORY STREET,True,True,1,477433565,-76.1501592867716,43.054649603248855
UNIVERSITY AVENUE,396.53687741136656,WAVERLY AVENUE,MARSHALL STREET,True,True,1,477438140,-76.13445928709109,43.04106058719305
ROSEMONT DRIVE,396.58288886553737,MARJORIE STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477446622,-76.14714227125657,42.99336214573976
KRAMER DRIVE,396.6804476159124,RIVERDALE DRIVE,MARIS DRIVE,True,True,1,477445858,-76.15590611670824,43.0012964696251
EAST LAUREL STREET,396.726712920652,PROSPECT AVENUE,NORTH STATE STREET,True,True,1,477432853,-76.1508348332412,43.05659614924213
EAST WATER STREET,396.8498282452499,SOUTH STATE STREET,MARKET STREET,True,True,1,477435102,-76.14811969030491,43.050446444187735
WEST FAYETTE STREET,396.8951927012488,HAMILTON STREET,SCHUYLER STREET,True,True,1,477434890,-76.18275131576928,43.05133360244089
WEST BRIGHTON AVENUE,396.9734921631412,HUNT AVENUE,KIRK PARK DRIVE,True,True,4,477443328;477443321;800050951;477443305,-76.15482013261764,43.01926733737215
MILTON AVENUE,397.0345467919087,HERKIMER STREET,ERIE STREET,True,True,1,477433995,-76.19037028339118,43.053378622841294
HIAWATHA BOULEVARD EAST,397.12664079757957,FOURTH NORTH STREET,HIAWATHA PLACE,True,True,1,477427866,-76.1602222570376,43.07921061185394
MACDOUGALL PLACE,397.1656653713213,ACADEMY STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477446010,-76.15172743332661,43.00038395569499
SOUTH SALINA STREET,397.2356905847181,EAST LAFAYETTE AVENUE;WEST LAFAYETTE AVENUE,EAST BRIGHTON AVENUE;WEST BRIGHTON AVENUE,True,True,1,477443240,-76.14273679268041,43.02016912232913
LANDON AVENUE,397.2553487911262,WEST KENNEDY STREET,KIRK AVENUE,True,True,1,477441437,-76.14952376359881,43.02962813436544
MIDLAND AVENUE,397.28044942038633,WEST KENNEDY STREET,KIRK AVENUE,True,True,1,477441606,-76.15262278044365,43.02883311989802
NORTH MCBRIDE STREET,397.29597681897343,UNION AVENUE,HICKORY STREET,True,True,1,477433009,-76.14621077740183,43.056373134932734
LYDELL STREET,397.34189869942463,FITCH STREET,GRAND AVENUE,True,True,3,477439075;800051003;477438994,-76.17860392979982,43.038214140698855
ISABELLA STREET,397.6946021971432,NORTH STATE STREET,NORTH SALINA STREET,True,True,1,477431256,-76.15571230475882,43.06269911899726
JAMES STREET,397.7251568042569,RUGBY ROAD,COOK AVENUE,True,True,1,477430368,-76.11955124891054,43.06654959486363
NORTH CLINTON STREET,397.73115783942,WEST GENESEE STREET,WEST WILLOW STREET,True,True,1,477434709,-76.15349832143045,43.05185014365692
TYLER COURT,397.8791104291415,MONROE STREET,EAST ADAMS STREET,True,True,1,477437790,-76.14311478472035,43.04218461979294
VALLEY DRIVE,397.90563400703087,WEST NEWELL STREET,BERTRAM PLACE,True,True,1,477443744,-76.16031129976317,43.016696114398655
ONONDAGA CREEK BOULEVARD EAST,397.95980302658666,BALDWIN AVENUE,BERGER AVENUE,True,True,1,477444151,-76.15463967927029,43.01356701966619
MILTON AVENUE,398.0031926817348,CAYUGA STREET,WEST GENESEE STREET,True,True,1,477434940,-76.18932064867697,43.05130975918562
CRAIG STREET,398.0418129877126,HIGH STREET,BECKER STREET,True,True,1,477429543,-76.14601629420703,43.070693586997145
HILLSIDE STREET,398.0451176015334,DALE STREET,BUTTERNUT STREET;KUHL AVENUE,True,True,1,477428384,-76.1433726154449,43.07653174433311
WHITWELL DRIVE,398.1005792761118,FARMER STREET,PARK STREET,True,True,1,477431073,-76.13733680469367,43.06373311610429
MILTON AVENUE,398.1806438493384,HAMILTON STREET,SCHUYLER STREET,True,True,1,477435543,-76.18762483918742,43.04948061909372
EMERSON AVENUE,398.3012418447242,HAMILTON STREET,SCHUYLER STREET,True,True,1,477435303,-76.18538463718615,43.050319357783884
BRADFORD PARKWAY,398.35885983222136,EUCLID AVENUE,WOODSIDE DRIVE,True,True,1,477439689,-76.10171465304246,43.03603494489421
MILTON AVENUE,398.48679485649166,CAYUGA STREET,WEST GENESEE STREET,True,True,1,477434870,-76.1890003089905,43.051431109226364
AVERY AVENUE,398.6190158118053,HAMILTON STREET,CAYUGA STREET,True,True,1,477435704,-76.19229681616096,43.048945095658
SCOTTHOLM BOULEVARD,398.6610688454987,RAMSEY AVENUE,SCOTT AVENUE,True,True,1,477437689,-76.1086448116398,43.04211962271041
EAST WILLOW STREET,398.7082621101845,PEARL STREET,NORTH WARREN STREET,True,True,7,477434024;477434037;477434103;477434117;477434130;477434151;477434172,-76.15044648178964,43.05255995870598
AVERY AVENUE,398.7519679887061,CAYUGA STREET,WEST GENESEE STREET,True,True,1,477435426,-76.19298181301615,43.04991710162694
NORTH LOWELL AVENUE,399.0019617797822,SCHUYLER STREET,HAMILTON STREET,True,True,1,477435143,-76.18405557281423,43.05083350705676
BRIGGS STREET,399.010550050323,HERZ STREET,DARLINGTON ROAD,True,True,1,477428175,-76.13725583456608,43.077172141125494
HOWARD STREET,399.05499642830904,BURNET AVENUE,GERTRUDE STREET;HAWLEY AVENUE,True,True,1,477434248,-76.13912400077032,43.052750130400796
COLDBROOK DRIVE,399.08710231401466,HARDING PLACE,BRAMPTON ROAD,True,True,1,477446697,-76.14008222011641,42.992984375839214
AVERY AVENUE,399.2819414904068,HAMILTON STREET,SCHUYLER STREET,True,True,1,477436038,-76.19161231339753,43.047972089539286
HUGHES PLACE NORTH,399.3830150885863,EAST COLVIN STREET;HUGHES PLACE,ROBERT DRIVE,True,True,1,477442201,-76.13337260718089,43.026227812268736
ENGLEWOOD AVENUE,399.436611879137,AMES AVENUE,BARNES AVENUE,True,True,1,477445540,-76.1581248327935,43.004067125231266
SOUTH AVENUE,399.454545835401,CENTENNIAL DRIVE,KIRK AVENUE,True,True,4,477442031;800080348;477441835;800047557,-76.15844691554283,43.02700620035378
EAST JEFFERSON STREET,399.5251014617857,SOUTH WARREN STREET,MONTGOMERY STREET,True,True,1,477436212,-76.15008680862651,43.047043679860316
DARLINGTON ROAD,399.5628300316417,BERKSHIRE AVENUE,LISTMAN AVENUE,True,True,1,477428687,-76.13638877275692,43.07528762079108
DANFORTH STREET,399.6461962815528,SECOND NORTH STREET,COURT TERRACE,True,True,1,477429102,-76.15264483243301,43.07302914175134
STEVENS PLACE,399.7666383693891,DEAD END / SAME-NAME BRANCH,THURBER STREET,False,True,1,477443468,-76.13610583419968,43.018539939029594
HAMILTON STREET,399.89514177228835,NORTH LOWELL AVENUE,EMERSON AVENUE,True,True,1,477434947,-76.18506582741985,43.05106112149163
SOUTH MCBRIDE STREET,400.0736045265354,MONROE STREET,EAST ADAMS STREET,True,True,1,477437782,-76.14399376462976,43.04219861840345
LOOMIS AVENUE,400.3561420798134,FISH AVENUE,PACIFIC AVENUE,True,True,2,800032669;477445068,-76.15359892988964,43.00753530933938
CHARMOUTH DRIVE,400.4949220476319,STINARD AVENUE,ROBINEAU ROAD,True,True,1,477443113,-76.17130043178453,43.020909975960684
WILLIS AVENUE,400.55611829883156,HAMILTON STREET,SCHUYLER STREET,True,True,1,477435786,-76.18962380220977,43.04872708302961
SALISBURY ROAD,400.55964978980654,WEST HIGH TERRACE,FAY ROAD,True,True,2,800048969;477437743,-76.19986984492894,43.04178612033072
AVERY AVENUE,400.6880119317824,WEST GENESEE STREET,ERIE STREET,True,True,1,477435119,-76.19366731962371,43.05089211478395
MILTON AVENUE,400.7330647682784,WEST GENESEE STREET,ERIE STREET,True,True,1,477434384,-76.18968631237848,43.052405600397044
CADILLAC STREET,400.76100231644625,HARFORD ROAD,WADSWORTH STREET,True,True,1,477427207,-76.1455122927516,43.08279065744173
ALANSON ROAD,400.7844000850186,TWIN HILLS DRIVE,STINARD AVENUE,True,True,1,477442823,-76.17281485983216,43.02270322811622
NORTH SALINA STREET,400.8105909311906,EAST WILLOW STREET,JAMES STREET;WEST GENESEE STREET,True,True,1,477434724,-76.15216779415891,43.0518276184932
WILLIS AVENUE,400.9146994445442,CAYUGA STREET,WEST GENESEE STREET,True,True,1,477435209,-76.19098333997042,43.05067361805808
SALT SPRINGS ROAD,400.9875579374981,GORLAND AVENUE,BALL AVENUE,True,True,2,477436339;800029894,-76.10067139814088,43.04670966883965
LOEHR AVENUE,401.0951799931017,HOEFLER STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477439954,-76.1803128235576,43.034672134078114
MYRTLE STREET,401.3798020280294,CAYUGA STREET;CRESTVIEW TERRACE,HAMILTON STREET,True,True,1,477435955,-76.19427633875874,43.04819960492945
CROSSETT STREET,401.3902151350375,BEVERLY ROAD,CLAIRMONTE AVENUE,True,True,1,477441716,-76.16826720500606,43.02791054447459
JASPER STREET,401.49821444576014,BEECHER STREET,OAK STREET,True,True,1,477431285,-76.13676228353239,43.062327131637296
HUNTINGTON ROAD,401.6483910307551,MERRELL ROAD,BELLEVUE AVENUE,True,True,1,477441529,-76.19559183314378,43.02916811810991
WASHINGTON SQUARE,401.65004834871945,PARK STREET,LEMOYNE AVENUE,True,True,1,477429617,-76.1625868914953,43.06983479835463
COURT STREET,401.77031946037533,SECOND NORTH STREET,COURT TERRACE,True,True,1,477428988,-76.15427519654786,43.073693802386906
MILTON AVENUE,401.8026724086607,CAYUGA STREET,HAMILTON STREET,True,True,1,477435269,-76.18831130920657,43.050456104607186
DARLINGTON ROAD,401.8517657879194,HUNTLEY STREET;MAPLEHURST AVENUE,DARLINGTON ROAD EAST,True,True,1,477427997,-76.13661009456182,43.07848523242642
WINDHAM DRIVE,402.149432830644,KILLIAN DRIVE,GUILFORD ROAD,True,True,1,477439585,-76.09461622333326,43.036529397807506
WILLIS AVENUE,402.376848582005,WEST GENESEE STREET,ERIE STREET,True,True,1,477434771,-76.19167762366793,43.05165117512462
MILES AVENUE,402.4203676154987,JEROME STREET,DAKOTA STREET,True,True,1,477440541,-76.11615278522389,43.03314460620973
EAST FAYETTE STREET,402.6712877977256,SOUTH WARREN STREET,MONTGOMERY STREET,True,True,1,477435642,-76.15005460980251,43.04866580224269
OAK STREET,403.0911187184515,OAK PLACE,GREEN STREET,True,True,1,477432822,-76.13340831209041,43.05694815632515
EAST WILLOW STREET,403.1713474229579,PROSPECT AVENUE,NORTH STATE STREET,True,True,1,477433888,-76.14840482824552,43.05354863805731
EUREKA STREET,403.196657346513,WEST BELDEN AVENUE,WEST GENESEE STREET,True,True,1,477433780,-76.17562375748179,43.05397213598729
TYSON PLACE,403.22531393859407,LYNWOOD AVENUE,LAMSON STREET,True,True,1,477429383,-76.10082676653714,43.07105963369516
MADISON STREET,403.24068378731886,WALNUT AVENUE,COMSTOCK AVENUE,True,True,1,477436665,-76.13139235717406,43.04532009808075
MEADOWBROOK DRIVE,403.4271790251185,KENSINGTON PLACE,WESTCOTT STREET,True,True,1,477442165,-76.11871481796064,43.02612163693219
SCOTTHOLM BOULEVARD,403.78353431896426,SCOTT AVENUE,RAMSEY AVENUE,True,True,1,477437720,-76.10868828280785,43.042033953122406
BRADLEY STREET,403.82973628823,WEST ONONDAGA STREET,BELLEVUE AVENUE,True,True,1,477440454,-76.17261030139164,43.03348267852584
SCHUYLER STREET,403.8358808925602,NORTH LOWELL AVENUE,EMERSON AVENUE,True,True,1,477435302,-76.18438643183583,43.05009366971915
BROADVIEW DRIVE,403.9172296324352,WINKWORTH PARKWAY,ROCKWOOD ROAD,True,True,1,477442619,-76.20058016983724,43.02375637846219
ESSEX STREET,403.9322672890519,OLIVE STREET,WILLIS AVENUE,True,True,1,477432954,-76.19410132962231,43.0562911397374
AUDUBON PARKWAY,404.2562997586431,HAZELWOOD AVENUE,NORTHWAY STREET,True,True,2,477434121;800088615,-76.09524375027355,43.052346520861356
WILKINSON STREET,404.2819595726182,PLUM STREET,BARKER AVENUE,True,True,1,477434957,-76.161240176974,43.050807662784884
SYCAMORE TERRACE,404.3549358660034,MANOR DRIVE,HATHAWAY ROAD,True,False,2,477437954;477437884,-76.08182385534883,43.04156865531373
LILLIAN AVENUE,404.3868184492549,TYSON PLACE,NORWOOD AVENUE,True,True,1,477429667,-76.11062926873575,43.07003565223391
HAWLEY AVENUE,404.677383772209,ELM STREET,MATHER STREET,True,True,1,477433167,-76.12958031075678,43.05537616098055
WEISER COURT,405.18554402610255,MONROE STREET,EAST ADAMS STREET,True,True,1,477437788,-76.14486598664234,43.04220164925953
PEARL STREET,405.7673004846163,HICKORY STREET,EAST WILLOW STREET,True,True,1,477434008,-76.15017284866225,43.05334510984163
VALLEY DRIVE,405.85387386225926,MILBURN DRIVE,KIMBER AVENUE,True,True,1,477445599,-76.15370328305568,43.00406410364584
VAN RENSSELAER STREET,405.8805621904968,SALT SHED DRIVE,WEST KIRKPATRICK STREET,True,True,1,477432144,-76.16667342666904,43.059043417520066
IRVING AVENUE,405.9110727065755,UNIVERSITY PLACE,WAVERLY AVENUE,True,True,1,477438462,-76.1379329554445,43.039989669027015
WOODLAND AVENUE,405.94624806100506,BAKER AVENUE,GARFIELD AVENUE,True,True,1,477441257,-76.14318267434552,43.029817118888275
MYRTLE STREET,406.0479529153837,SCHUYLER STREET,HAMILTON STREET,True,True,1,477436305,-76.19358732503767,43.04721360078945
SOUTH CROUSE AVENUE,406.04932451273794,MARSHALL STREET,WAVERLY AVENUE,True,True,1,477438132,-76.13669283193008,43.04108967372091
MEADOWBROOK DRIVE,406.3674974002829,HATHERLY ROAD,BROOKFORD ROAD,True,True,1,477438013,-76.10409688744487,43.04113660523468
SALISBURY ROAD,406.52494199588887,SOUTH ORCHARD ROAD,LATHROP ROAD,True,False,1,477437825,-76.20475729706222,43.041625627622125
UNIVERSITY PLACE,406.55137886059225,COMSTOCK AVENUE,COLLEGE PLACE,True,True,1,477438511,-76.13084476579998,43.039369933792464
STATE FAIR BOULEVARD,406.77919882038674,WAITE AVENUE,PARK AVENUE;WEST GENESEE STREET,True,True,1,477434114,-76.18055170470065,43.053011872865
OSTROM AVENUE,407.8983771297427,UNIVERSITY PLACE,WAVERLY AVENUE,True,True,1,477438516,-76.12850826123959,43.03991412288178
AVERY AVENUE,407.9361587137808,ERIE STREET,HERKIMER STREET,True,True,1,477434667,-76.19436128829332,43.05187811123197
CLIFTON PLACE,408.022125712709,MELROSE AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477431012,-76.11662026496391,43.06392458918949
SPENCER STREET,408.2710663213376,GIMINSKI DRIVE,LIBERTY STREET,True,True,1,477432591,-76.17284281289274,43.05728450416998
WILLIAMS STREET,408.4008882668027,NORTH LOWELL AVENUE,EMERSON AVENUE,True,True,1,477433456,-76.1876338151603,43.05459085011606
BURNET PARK DRIVE,408.4675358158194,BRYANT AVENUE,TENNYSON AVENUE,True,True,1,477436777,-76.1857720410156,43.045187011162525
ACADEMY PLACE,408.5465724739236,STACY PLACE,BROOKLEA DRIVE,True,True,1,477446557,-76.1513998032703,42.99439809676885
SEWARD STREET,408.72324824124524,ROSEWOOD STREET,LODI STREET,True,True,1,477432193,-76.14404881147935,43.05900208801665
MEADOWBROOK DRIVE,408.9806531585202,KENSINGTON PLACE,WESTCOTT STREET,True,True,1,477442134,-76.11871515086813,43.02628302923585
CANNON STREET,409.053653448103,WEST COLVIN STREET,FAGE AVENUE,True,True,1,477442532,-76.14740133556056,43.02442612950006
NORTH MCBRIDE STREET,409.1129694872572,JAMES STREET,HAWLEY AVENUE,True,True,1,477433828,-76.1441304330705,43.05382826684097
EUCLID AVENUE,409.73157497669723,COLLEGE PLACE,COMSTOCK AVENUE,True,True,1,477439529,-76.13056316019168,43.03624794537445
COMSTOCK AVENUE,409.9009943843017,UNIVERSITY PLACE,WAVERLY AVENUE,True,True,1,477438510,-76.13012933095935,43.03992207805107
ISABELLA STREET,409.96556596441246,NORTH SALINA STREET,LODI STREET,True,True,1,477431150,-76.15440057757058,43.06324854730286
SOUTH GEDDES STREET,410.0869206733895,WEST ONONDAGA STREET,ELLIOTT STREET,True,True,1,477440152,-76.17456127605251,43.03449362863194
EAST OSTRANDER AVENUE,410.34549398998644,SOUTH SALINA STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477443996,-76.14065431695464,43.01424228120539
HAYES TERRACE,410.3559153101779,PARRISH LANE,EDNA ROAD,True,True,1,477447308,-76.13745963527006,42.98579445012725
ROXBURY ROAD,410.43477428261497,MILFORD DRIVE WEST,PLYMOUTH DRIVE,True,True,1,477430333,-76.09909185390865,43.06642589034042
MITCHELL AVENUE,410.6384945516272,CORNELL AVENUE,PRINCETON AVENUE,True,True,1,477444430,-76.17017127135075,43.0118404126083
POND STREET,411.04623797060253,HIGH STREET,BECKER STREET,True,True,1,477429431,-76.1474628959191,43.0713193643435
CHEMUNG STREET,411.22303429303423,OLIVE STREET,WILLIS AVENUE,True,True,1,477432522,-76.19511936122086,43.05776014632856
EUREKA STREET,411.37232697343075,WEST BELDEN AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477433434,-76.1761753040705,43.05501414029119
ONONDAGA AVENUE,411.4785038733749,ONONDAGA PARK DRIVE EAST,EASTVIEW AVENUE,True,True,1,477441587,-76.16384694049928,43.02890642674556
ELOISE TERRACE,411.73038508254626,ONONDAGA AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477442144,-76.1626893908283,43.0259886893083
MEADOWBROOK DRIVE,411.7559955610356,HATHERLY ROAD,BROOKFORD ROAD,True,True,1,477437977,-76.1041391545668,43.04126006827225
HERRIMAN STREET,411.76833241688684,FITCH STREET,GRAND AVENUE,True,True,1,477439042,-76.17720029780726,43.038388100257386
WYOMING STREET,412.20302648960194,FABIUS STREET,GIFFORD STREET,True,True,1,477437227,-76.15897170402359,43.04398231298891
SOUTH AVENUE,412.3723861415754,FAIRFIELD AVENUE,HUTCHINSON AVENUE,True,True,2,477443707;477443748,-76.16294440717161,43.01657640701114
SAINT ANNE DRIVE,412.48199364317435,KINNE STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477431825,-76.11864229370278,43.060391137350926
HILLTOP ROAD,412.58459041091595,JUNEWAY ROAD,DEAD END / SAME-NAME BRANCH,False,True,1,477441975,-76.19449998207993,43.02728679912356
HENDERSON STREET,412.60677649571227,DEAD END / SAME-NAME BRANCH,OAK STREET,False,True,1,477433304,-76.13403362712411,43.05505240476702
RENWICK AVENUE,412.80398070835,DYER COURT,MONROE STREET,True,True,1,477438152,-76.14028473262721,43.04103496242866
MILTON AVENUE,412.9085692868045,ESSEX STREET,MILTON AVENUE SPUR,True,True,1,477433174,-76.1924198258055,43.056293313762936
ESSEX STREET,413.57507267225895,CHARLES AVENUE,MYRTLE STREET,True,False,2,477433524;477433510,-76.19940378229363,43.054353558675736
RUGBY ROAD,413.5974936335493,HAMPSHIRE ROAD,SEDGWICK DRIVE,True,True,1,477430034,-76.1321303884273,43.06779210812014
ERIE BOULEVARD EAST,413.6698229477351,TEALL AVENUE,LOMBARD AVENUE,True,True,2,477435367;477435320,-76.12085851774329,43.04972612457654
STEDMAN STREET,413.838036676052,SIXTH NORTH STREET,SEVENTH NORTH STREET,True,True,1,477427622,-76.1552906828857,43.080408513614856
MAINS AVENUE,413.9301666588541,CAMP AVENUE,OAKDALE DRIVE,True,True,2,477445056;477445101,-76.15771024210304,43.007349408766586
BROOKFORD ROAD,414.441211631753,HARRINGTON ROAD,HATHERLY ROAD,True,True,1,477438925,-76.10257765558661,43.03857299892443
HAYDEN AVENUE,414.5266525723002,DRISCOLL AVENUE,HERKIMER STREET,True,True,1,477434260,-76.19611139912033,43.052695658603994
SOUTH GEDDES STREET,414.5552533474619,WEST FAYETTE STREET,MARCELLUS STREET,True,True,1,477436780,-76.17097561101507,43.04530952157313
HEADSON DRIVE,414.5630162937795,ERIE BOULEVARD EAST,DEAD END / SAME-NAME BRANCH,False,True,1,507665678,-76.08713545963649,43.055134876778105
RUGBY ROAD,414.5956037247618,DORCHESTER AVENUE,HAMPTON ROAD,True,True,1,477430049,-76.1246230860405,43.067760902765045
ULSTER STREET,414.62500449938057,EMERSON AVENUE,NORTH LOWELL AVENUE,True,True,1,477435653,-76.18353642901734,43.04886573131581
SKYTOP ROAD,414.88921723565284,EAST COLVIN STREET;MANLEY FIELD HOUSE,DEAD END / SAME-NAME BRANCH,False,True,2,477443030;477453855,-76.12375071097924,43.02126923128476
HUNTLEY STREET,414.99307475591576,HARDING STREET,DARLINGTON ROAD;MAPLEHURST AVENUE,True,True,1,477428011,-76.13734376330581,43.07790119755697
TOMPKINS STREET,415.1699433788582,EMERSON AVENUE,NORTH LOWELL AVENUE,True,True,1,477436081,-76.18268183133176,43.047650604259196
WEST COLVIN STREET,415.81107536244303,MARK AVENUE,MIDLAND AVENUE,True,True,1,477442469,-76.15011127505207,43.024369119985806
BUTTERNUT STREET,416.12939806273994,HARTLEY STREET,THIRD AVENUE,True,True,1,477429882,-76.14331125259031,43.06905263223514
EAST GENESEE STREET,416.2156043150597,CAMBRIDGE STREET,WESTCOTT STREET,True,True,2,800040259;477436578,-76.1189057406253,43.04555054271326
THURBER STREET,416.3255372986478,REMINGTON AVENUE,IVY RIDGE ROAD,True,True,1,477443448,-76.13400728544002,43.01838558864437
MENLO DRIVE,416.4008384360793,BENNINGTON DRIVE,WALRATH ROAD,True,True,1,477444450,-76.13824341032995,43.011613597347086
MERZ AVENUE,416.42898480904256,FARMER STREET,PARK STREET,True,True,1,477431097,-76.13853909808846,43.06369873386075
DABLON COURT,416.6819688659563,JACKSON STREET;RADISSON COURT,DEAD END / SAME-NAME BRANCH,False,True,1,513530324,-76.14485720899928,43.04088906788924
DELAWARE STREET,417.04501172479473,HOLLAND STREET,WEST ONONDAGA STREET,True,True,1,477439725,-76.16533638222324,43.03576790109425
NORTH WARREN STREET,417.06558313808273,JAMES STREET,EAST WILLOW STREET,True,True,1,477434716,-76.1508505601708,43.0518433437498
EAST TAYLOR STREET,417.07693770373777,MONTGOMERY STREET,SOUTH SALINA STREET,True,True,1,477438550,-76.14955473563448,43.039312337328575
HARVARD PLACE,417.18075484430665,CAMBRIDGE STREET,WESTCOTT STREET,True,True,1,477437880,-76.11856778252533,43.04155061492987
HIGHLAND STREET,417.3116679935207,HIGHLAND AVENUE,DOUGLAS STREET,True,True,1,477432130,-76.14048857380197,43.05921953397004
SHERBOURNE ROAD,417.43441402396985,CRAWFORD AVENUE,CROYDEN ROAD,True,True,1,477440668,-76.10930659687256,43.03207097303614
EUCLID AVENUE,417.4489212873208,BRADFORD PARKWAY,SHIRLEY ROAD,True,True,1,477439599,-76.10285506941918,43.03622546042455
NORTH LOWELL AVENUE,417.6473373628781,WEST GENESEE STREET,SCHOOL STREET,True,True,1,477434219,-76.18548726324728,43.05277068000597
BYRNE PLACE,417.7600906250724,SOUTH SALINA STREET,CHANNING PLACE,True,True,1,477446226,-76.1424117931018,42.997411093306695
SHOECRAFT ROAD,418.14704824249907,IRON PIER DRIVE,SALT SHED DRIVE,True,True,1,800032501,-76.16726777835679,43.06033760965749
BLOSSOM ROAD,418.67112158107574,EAST AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477437207,-76.10515523102458,43.04398617179914
PLYMOUTH DRIVE,418.7007101160472,GLENCOVE ROAD;NORTH GLENCOVE ROAD,WINTHROP ROAD,True,True,1,477430716,-76.09961580820874,43.06508643711339
TRACY STREET,418.7636999697523,PLUM STREET,BARKER AVENUE,True,True,1,477435171,-76.16126242095051,43.05043974572538
MONTGOMERY STREET,419.07783163039204,EAST ONONDAGA STREET,MADISON STREET,True,True,1,477436596,-76.14880646833736,43.04606157087624
CRAWFORD AVENUE,419.2229951320922,SHERBOURNE ROAD,BROAD STREET,True,True,1,477440934,-76.11040959682828,43.03154109610797
GIFFORD PARKWAY,419.391831168978,DEMONG DRIVE,CLAIRE ROAD,True,True,1,477437544,-76.0852808157907,43.04300928189809
SHOECRAFT ROAD,419.41771033524526,NORTH GEDDES STREET,IRON PIER DRIVE,True,True,1,800032503,-76.16847100114025,43.061074164846694
WESTCOTT STREET,419.54355391708776,EAST FAYETTE STREET,LEXINGTON AVENUE,True,True,1,477436156,-76.11988300187814,43.047709011960805
EUCLID AVENUE,420.06920745408166,LOCKESLEY ROAD,GUILFORD ROAD,True,True,2,800048350;477439011,-76.09709949244788,43.03811381583934
DEVINE STREET,420.3273271625055,LYNCH STREET,ERIE BOULEVARD EAST,True,True,1,477435192,-76.11939419764226,43.05077709398259
SOUTH STATE STREET,420.36872378146467,EAST BRIGHTON AVENUE,MCCLURE AVENUE,True,True,1,513531405,-76.14106696804208,43.02096030979571
LEXINGTON AVENUE,420.4400866805882,WESTCOTT STREET,COLUMBUS AVENUE,True,True,1,477436161,-76.12061778475686,43.0471261139734
SOUTH GEDDES STREET,420.5135365938097,WEST ONONDAGA STREET,BELLEVUE AVENUE,True,True,2,477440282;477440477,-76.17499435473098,43.033399064631794
JAMES STREET,420.52982973751176,JAMES HEATH ROAD,HAMPTON ROAD,True,True,1,477430899,-76.12430326751476,43.06422864267487
IRVING AVENUE,420.6163809823015,HARRISON STREET,MADISON STREET,True,True,1,477436969,-76.13779725560687,43.044803606308896
MEADOWBROOK DRIVE,420.64238842654123,BROOKFORD ROAD,BRADFORD PARKWAY,True,True,1,477438164,-76.1055397673345,43.04073942337635
BARRINGTON ROAD,420.8894196868989,SALT SPRINGS ROAD,BEAUMONT PLACE,True,True,1,477436736,-76.08641091249442,43.045506726663945
GRAND AVENUE,420.9680654891155,CADWELL STREET,HERRIMAN STREET,True,True,1,477438672,-76.17646028405817,43.03905910155492
FIRST NORTH STREET,421.1731711176292,DELONG AVENUE,POND STREET,True,True,1,477429700,-76.14964480881814,43.06964814909023
DEMONG DRIVE,421.35587976637964,BARRINGTON ROAD,MANOR DRIVE;RADCLIFFE ROAD;SALT SPRINGS ROAD,True,True,1,477437138,-76.08348711449086,43.043811348229816
WADSWORTH STREET,421.4617125497584,HILLSIDE STREET,HUNTLEY STREET,True,True,1,477428023,-76.14004609906296,43.07821866970445
RUGBY ROAD,421.552615573588,HAMPSHIRE ROAD,WENDELL TERRACE,True,True,1,477430072,-76.1305933147798,43.06773985696176
