name,component,length_ft,full_component_ft,outside_city_ft,wholly_inside,source_segments,source_ids,lon,lat,components_in_city
NORTH CLINTON STREET,1,1242.972749215282,1242.972749215282,0.0,True,8,477433575;477433637;477433826;477434147;477434709;477434874;800042024;800042031,-76.1534881268688,43.052619743076,2
HARRINGTON ROAD,1,1246.7296989648883,1246.7296989648883,0.0,True,3,477437905;477438398;477438924,-76.10189792939703,43.039892565760546,1
DAKOTA STREET,1,1251.6875023405828,1251.6875023405828,0.0,True,6,477440503;477440507;477440513;477440530;477440540;800052286,-76.11376461774826,43.03268444207098,1
CRADDOCK STREET,2,1254.4243805085687,1254.4243805085687,0.0,True,4,477442868;477442981;477443115;477443276,-76.1626648843232,43.02127111326456,2
WESTWOOD ROAD,1,1256.513569811621,1256.513569811621,0.0,True,5,477442333;477442368;477442567;477442604;477442609,-76.19609875266477,43.024750668477836,1
SOUTH FRANKLIN STREET,1,1257.261312698337,1257.261312698337,0.0,True,6,477435051;477435338;477435613;477435890;477436033;800066358,-76.15551708324644,43.04922974802006,1
NORTH CROUSE AVENUE,1,1259.655325911574,1259.655325911574,0.0,True,8,477433890;477434269;477434520;477434765;477435003;508421203;508421207;800039036,-76.13641754229613,43.052443505698356,1
NORTH MCBRIDE STREET,1,1261.347427093681,1261.347427093681,0.0,True,3,477431450;477431713;477432029,-76.14997302923426,43.06060133128661,3
EAST AVENUE,1,1262.402994982932,1262.402994982932,0.0,True,2,477436917;477437536,-76.10568050962718,43.04417378166524,1
EAST CHELTENHAM ROAD,1,1267.6289513397758,1267.6289513397758,0.0,True,2,477446416;477446430,-76.14113534524873,42.995259168891344,1
EAST JEFFERSON STREET,1,1267.9604542138854,1267.9604542138854,0.0,True,5,477436205;477436210;477436212;477436217;477436223,-76.14986111519987,43.04703605895527,1
MELBOURNE AVENUE,1,1271.786666403517,1271.786666403517,0.0,True,2,477435475;477436063,-76.09636108689497,43.049170477960175,1
HADDON ROAD,1,1274.1897612488997,1274.1897612488997,0.0,True,7,477438221;477438226;477438353;477438354;477438433;477438443;477438876,-76.08951129827533,43.03959588296387,1
CRESTVIEW DRIVE,1,1274.5315319766403,1274.5315319766403,0.0,True,3,477445848;477446013;477446109,-76.15782008588883,43.00043443015729,1
GRUMBACH AVENUE,1,1275.031517862775,1275.031517862775,0.0,True,3,477430586;477430833;477431108,-76.13963404278402,43.06483012725062,1
GORDON AVENUE,1,1275.8819620853922,1275.8819620853922,0.0,True,3,477441422;477441441;477441453,-76.17275989392259,43.02914260759755,1
FARMERS MARKET WAY,1,1279.173097130831,1279.173097130831,0.0,True,4,477429078;800030863;800030864;800030865,-76.16720880413082,43.074235484901884,1
BERTRAM PLACE,1,1279.3067384434169,1279.3067384434169,0.0,True,3,477443572;477443598;477443640,-76.15833857991704,43.01728422242784,1
MAINS AVENUE,1,1282.7556299106725,1282.7556299106725,0.0,True,11,477445056;477445101;477445179;477445204;477445294;477445332;477445374;477445434;800041305;800046288;800050422,-76.1571355802567,43.006234442443464,1
CANNON STREET,2,1288.1750852689836,1288.1750852689836,0.0,True,4,477443651;477443751;477443807;477444011,-76.14514455447421,43.01591013028692,2
THAYER STREET,1,1292.2730504665246,1292.2730504665246,0.0,True,5,477443821;477443827;477443832;477443834;477443837,-76.12668323364036,43.01553649202677,1
HATHERLY ROAD,1,1296.4977459525185,1296.4977459525185,0.0,True,3,477437953;477438682;477438954,-76.10330585722484,43.03967203121635,1
VAN BUREN STREET,1,1299.0198478575692,1299.0198478575692,0.0,True,5,477438992;477439098;477439106;477439124;477439126,-76.14056513266338,43.03769914267113,2
MARLBOROUGH ROAD,2,1304.3474874620044,1304.3474874620044,0.0,True,2,477429249;477429578,-76.11213922405875,43.07171719584919,2
ENGLEWOOD AVENUE,1,1305.4460084224804,1305.4460084224804,0.0,True,4,477445379;477445433;477445489;477445540,-76.15654370758244,43.00451312420349,1
FILLMORE AVENUE,1,1306.2033175632364,1306.2033175632364,0.0,True,5,477444629;477444636;477444650;800034244;800034255,-76.13992563092839,43.009872127471134,1
BERGER AVENUE,1,1306.2737083105912,1306.2737083105912,0.0,True,2,477444070;477444150,-76.15414691353979,43.01498460420838,1
CONCORD PLACE,1,1309.9661111174419,1309.9661111174419,0.0,True,8,477438317;513530327;513530328;513530329;513530331;513530332;513530333;513530334,-76.11784070368171,43.03984316639482,1
SUNHILL TERRACE,1,1310.3453173077187,1310.3453173077187,0.0,True,1,477441877,-76.18924879350955,43.02899629948886,1
EAST WARRINGTON ROAD,1,1311.7881115475543,1311.7881115475543,0.0,True,2,477446502;477446517,-76.14117294191293,42.99439135269044,1
WHITWELL DRIVE,1,1313.2252468564186,1313.2252468564186,0.0,True,3,477430418;477430790;477431073,-76.13745445573505,43.06498557016166,1
NELSON STREET,1,1316.5557807873004,1316.5557807873004,0.0,True,1,477436849,-76.17613124505608,43.04594188903676,1
STADIUM PLACE,1,1316.8215487040331,1316.8215487040331,0.0,True,3,477439617;477439881;477440137,-76.13934949058687,43.03579602118272,1
SALISBURY PARK DRIVE,1,1318.267676618014,1318.267676618014,0.0,True,5,477435244;477435499;477435709;477435977;477436130,-76.09761789166762,43.049026259247,1
GILBERT AVENUE,1,1319.6286584030247,1319.6286584030247,0.0,True,4,477429940;477430005;477430128;477430228,-76.14734198946628,43.0677412437689,1
LIME STREET,1,1319.7127159603808,1319.7127159603808,0.0,True,4,477433741;477434044;477434390;477434824,-76.09408195992697,43.05286528260042,1
FOREST AVENUE,1,1321.6582361849307,1321.6582361849307,0.0,True,2,477443034;477443095,-76.14886780654999,43.021032945591486,1
GLENCOVE ROAD,1,1322.0382633052877,1322.0382633052877,0.0,True,4,477430646;477430659;477430670;477430684,-76.09167393822717,43.06478272619715,2
MANOR DRIVE,1,1323.3072730018096,1323.3072730018096,0.0,True,3,477437897;477437955;477438218,-76.08252748790903,43.04218856823803,1
WINDING RIDGE ROAD,1,1323.6220524170803,1323.6220524170803,0.0,True,5,477443797;477443859;477443915;477443957;477443958,-76.12020427649249,43.015300969702324,1
WALL STREET,1,1323.9183010032568,1323.9183010032568,0.0,True,3,477435195;477435729;800049154,-76.17301482711285,43.05023172683911,1
PINE STREET,1,1327.9452186462597,1327.9452186462597,0.0,True,6,477435199;477435471;477435724;477435965;477436240;800066545,-76.12976689452198,43.04879157030355,1
BRADLEY STREET,1,1328.0215348556933,1328.0215348556933,0.0,True,5,477439708;477439868;477439931;477440127;477440454,-76.17237700667503,43.03473919395283,1
WEST DIVISION STREET,2,1329.564450671167,1329.564450671167,0.0,True,3,477432179;477432428;800049085,-76.15895179712875,43.05857493055536,2
WALNUT PLACE,1,1331.977797650471,1331.977797650471,0.0,True,3,477437463;477437833;477438143,-76.13282775646647,43.042338063009524,1
FERNDALE DRIVE,1,1333.731140219545,1333.731140219545,0.0,True,2,477445305;477445699,-76.14591850417538,43.004366452992556,1
EDNA ROAD,1,1335.849536857981,1335.849536857981,0.0,True,2,477447325;800047572,-76.13976011557017,42.98517338786103,1
SEDGWICK STREET,1,1336.650555166264,1336.650555166264,0.0,True,3,477431724;477431840;477432338,-76.12918862932044,43.059623533708624,1
RIEGEL STREET,1,1345.595456992876,1345.595456992876,0.0,True,2,477433254;477433478,-76.11694119014618,43.054810039004515,1
WALTON STREET,1,1351.6762133219797,1351.6762133219797,0.0,True,4,477435885;477435893;477435896;800047626,-76.1560156927787,43.04806142073351,1
PECK AVENUE,1,1351.8970927518021,1351.8970927518021,0.0,True,2,477430218;800048716,-76.12086338953783,43.067999576663894,1
SUMMIT AVENUE,1,1352.1204197709892,1352.1204197709892,0.0,True,6,477442708;477442718;477442876;477442973;477443091;477443195,-76.16559112553558,43.02172600350495,2
HASTINGS PLACE,1,1355.1595590119803,1355.1595590119803,0.0,True,3,477430705;477430745;477430974,-76.11776547651608,43.06547930132051,1
ROE AVENUE,1,1358.8200961411828,1358.8200961411828,0.0,True,2,477443595;477443756,-76.12449431885265,43.01748955805272,1
DORCHESTER AVENUE,1,1362.3007940409977,1362.3007940409977,0.0,True,3,477429716;477429957;477430050,-76.12527669315806,43.069427395381766,1
HARDING PLACE,1,1367.5749732390302,1367.5749732390302,0.0,True,2,477446603;477446617,-76.14120628900329,42.99348452144011,1
MONTANA STREET,1,1371.7213242030214,1371.7213242030214,0.0,True,5,477439892;477439895;477439905;477439919;477439968,-76.11242698968579,43.034842570900565,1
FARM ACRE ROAD,1,1374.0428638663102,1374.0428638663102,0.0,True,2,477443360;477443379,-76.12085331401963,43.01925303294488,1
STRATHMORE DRIVE,1,1377.6530698579695,1377.6530698579695,0.0,True,3,477443024;477443211;477443288,-76.17242694918873,43.0210818494285,2
SEARLWYN ROAD,1,1379.1768323355532,1379.1768323355532,0.0,True,2,477446807;477446820,-76.14145877504951,42.99152672202269,1
MARTIN STREET,2,1380.7345058432752,1380.7345058432752,0.0,True,2,477427382;477427618,-76.15126798951704,43.081144656471245,2
WEST CALTHROP AVENUE,1,1382.5079524640894,1382.5079524640894,0.0,True,2,477443816;477443826,-76.14771074421986,43.01563446871076,2
EAST KENNEDY STREET,1,1382.6338121305348,1382.6338121305348,0.0,True,4,477440847;477440888;477440946;477441092,-76.14521313210207,43.031171952425964,1
BRAMPTON ROAD,1,1383.4269592397586,1383.4269592397586,0.0,True,2,477446696;477446717,-76.14131381201418,42.992392301502214,1
ARLINGTON AVENUE,1,1385.4061924739174,1385.4061924739174,0.0,True,3,477442726;477442985;477443190,-76.16683248370387,43.02183461166055,1
FORMAN AVENUE,1,1386.4567705383322,1386.4567705383322,0.0,True,8,477435145;477435420;477435692;477435910;477435982;477436114;477436246;800066557,-76.13993042183714,43.048863783362386,1
CHAMPLIN DRIVE,1,1387.9370440961002,1387.9370440961002,0.0,True,4,477431664;477431766;477431767;477431943,-76.1017080233624,43.060516147102376,1
ARMSTRONG PLACE,1,1388.2677348446575,1388.2677348446575,0.0,True,1,477444086,-76.16775962608034,43.01383251262753,1
SYRACUSE STREET,1,1388.4087812770028,1388.4087812770028,0.0,True,1,477435927,-76.17914822612416,43.048693176655796,1
MAPLE STREET,1,1391.2089841006807,1391.2089841006807,0.0,True,4,477435739;477436207;477436646;800032785,-76.12555519338603,43.0472658487625,1
NORTHWAY STREET,1,1391.8797518306171,1391.8797518306171,0.0,True,4,477433987;477434043;477434060;800048585,-76.09221733641934,43.05284391265287,1
EMERSON AVENUE,5,1394.564853187623,1394.564853187623,0.0,True,3,477435303;477435654;477436082,-76.18455305511063,43.04909593226933,5
CLYDE AVENUE,1,1394.6761318022536,1394.6761318022536,0.0,True,3,477443112;477443230;477443310,-76.16170330830737,43.02115966575398,1
SIMON DRIVE,1,1395.2391347974815,1395.2391347974815,0.0,True,1,600051413,-76.10138582826188,43.0561011419852,1
CONIFER DRIVE,1,1400.4689658050088,1400.4689658050088,0.0,True,2,800048251;800048252,-76.14154173256631,42.99058856990661,1
EAST GLEN AVENUE,1,1401.0270462900332,1401.0270462900332,0.0,True,6,477445282;477445291;477445296;477445302;477445312;477445324,-76.14055187279507,43.005507291542,3
LANDON AVENUE,1,1402.241575046176,1402.241575046176,0.0,True,4,477441437;477441634;477441840;477442024,-76.14890690848642,43.02832546979621,1
STRONG AVENUE,1,1406.8170887106317,1406.8170887106317,0.0,True,3,477439291;513530284;513530287,-76.11708074754983,43.03724539442338,1
WEST COURT STREET,1,1406.9263139620982,1406.9263139620982,0.0,True,5,477430667;477430717;477430774;477431132;507665325,-76.16052844526001,43.06297333481056,1
MONTGOMERY STREET,1,1415.2774877436218,1415.2774877436218,0.0,True,5,477435084;477435373;477435641;477436211;800066547,-76.14932037326696,43.04898027675436,4
TIOGA STREET,1,1416.0638564835847,1416.0638564835847,0.0,True,4,477436361;477436559;477436805;477437086,-76.16317085759736,43.045671840133785,1
CHAPPLE WAY,1,1416.085756013458,1416.085756013458,0.0,True,1,600035941,-76.12626505369687,43.024722911094294,1
BALL AVENUE,1,1417.7835027751569,1417.7835027751569,0.0,True,5,477435291;477435520;477435753;477436020;477436290,-76.1001589887466,43.04875925243512,1
LORRAINE AVENUE,1,1421.0066792015589,1421.0066792015589,0.0,True,2,477442443;477442972,-76.13210396828553,43.0232918548567,1
WEST WATER STREET,2,1425.61509804817,1425.61509804817,0.0,True,5,477435059;477435061;512620138;800030713;800066375,-76.15484644607204,43.05052107741534,2
WOODRUFF AVENUE,1,1430.4510092269475,1430.4510092269475,0.0,True,3,477429376;477429722;477429895,-76.13776517976083,43.070378162367426,2
LEAVENWORTH AVENUE,2,1431.1528118956883,1431.1528118956883,0.0,True,5,477433146;477433194;477433354;477433771;477434337,-76.16302075436468,43.05398417704904,2
HATCH STREET,1,1436.416148316017,1436.416148316017,0.0,True,3,477442789;477443021;477443234,-76.15309893972498,43.021589742340026,1
SUMNER AVENUE,1,1438.141555568551,1438.141555568551,0.0,True,2,477439415;477440081,-76.12563193986195,43.036137571228366,1
HOVEY STREET,1,1439.22683862555,1439.22683862555,0.0,True,3,477440764;477440877;477440987,-76.15652270373774,43.03188384985412,1
MONTICELLO DRIVE SOUTH,1,1439.4715198039473,1439.4715198039473,0.0,True,3,477446020;477446128;482659668,-76.13899020943566,42.99844581188079,1
LIVINGSTON AVENUE,1,1439.7482194836775,1439.7482194836775,0.0,True,2,477439442;477440093,-76.12688956766887,43.036075861858976,1
CARLTON DRIVE,1,1440.0791722848332,1440.0791722848332,0.0,True,4,504325279;504325285;504325286;504325288,-76.08910346746386,43.04632270875352,2
PARKWAY DRIVE,1,1441.1614213755865,1441.1614213755865,0.0,True,4,477442404;477442438;477442453;477442478,-76.16206852869949,43.02440918871954,1
HAZELHURST AVENUE,1,1442.24639576884,1442.24639576884,0.0,True,4,477428949;477429023;477429254;477429589,-76.11287019709584,43.0718762564201,1
DOROTHY STREET,1,1442.3003775552465,1442.3003775552465,0.0,True,2,477431447;477431723,-76.12753432781737,43.06140220650289,1
CAMBRIDGE STREET,1,1444.637072967075,1444.637072967075,0.0,True,2,477437832;800048132,-76.1179619840783,43.04356994316459,1
CULBERT STREET,1,1448.1642581835815,1448.1642581835815,0.0,True,1,477429530,-76.1499568077882,43.072039330179116,1
SEWARD STREET,1,1448.5405333762337,1448.5405333762337,0.0,True,5,477431460;477431496;477431619;477431918;477432193,-76.14316847366621,43.06026294019888,1
WEST MATSON AVENUE,1,1461.1470468898224,1461.1470468898224,0.0,True,1,477444230,-76.15061497227317,43.01281617826784,2
HIGHRIDGE DRIVE,1,1462.3299123498623,1462.3299123498623,0.0,True,3,477441957;477441970;477442242,-76.1994954906023,43.02649525229205,1
MOORE AVENUE,1,1468.0181730744785,1468.0181730744785,0.0,True,5,477442245;477442645;477442768;800032706;800032723,-76.13699968654821,43.02431677444756,1
XAVIER CIRCLE,1,1478.124237005888,1478.124237005888,0.0,True,3,800032795;800032796;800032797,-76.12988974552475,43.02021212295175,1
BROOKLEA PLACE,1,1481.7478772455495,1481.7478772455495,0.0,True,2,477446444;477446571,-76.14979811007608,42.9956718369199,1
SMITH STREET,1,1487.2020889030787,1487.2020889030787,0.0,True,8,477433697;477433988;477434313;477434738;477453879;477453881;477453882;800066449,-76.09070836310096,43.05324851477356,1
ROXBURY ROAD,1,1488.053323335372,1488.053323335372,0.0,True,6,477430287;477430300;477430305;477430333;800042647;800042649,-76.09707907695541,43.06651701919986,1
WEST LAFAYETTE AVENUE,1,1488.5430268001642,1488.5430268001642,0.0,True,2,477443449;477443469,-76.15824802323057,43.01820425915956,2
WINTHROP ROAD,1,1488.551576474196,1488.551576474196,0.0,True,2,477430481;477430506,-76.09701664832714,43.065722405535475,1
CROUSE DR,1,1491.4116843583886,1491.4116843583886,0.0,True,1,477439218,-76.13595298372317,43.03820004944134,1
GRAVES STREET,1,1491.883793799829,1491.883793799829,0.0,True,4,477431490;477431495;477431646;477431843,-76.13984506677292,43.06096097181659,1
HARDING STREET,1,1493.3241178143767,1493.3241178143767,0.0,True,2,477427770;477428012,-76.14009267201153,43.07930552102554,1
BASIN STREET,1,1496.0448602839608,1496.0448602839608,0.0,True,2,477431456;507665389,-76.1575350871548,43.06292683554372,1
HOPE AVENUE,1,1498.16314985891,1498.16314985891,0.0,True,3,477442929;477443096;477443203,-76.15172020708823,43.02182479890133,1
SABINE STREET,1,1499.0143341029468,1499.0143341029468,0.0,True,4,477438975;477439156;510577042;510577044,-76.16742178120181,43.038866086211414,1
COLUMBUS AVENUE,2,1516.2026116060686,1516.2026116060686,0.0,True,2,477437050;477437704,-76.12090344240741,43.04393141850625,2
HARVARD PLACE,1,1517.2580879939296,1517.2580879939296,0.0,True,6,477437748;477437757;477437795;477437831;477437880;477437925,-76.11656707338483,43.04162476030215,1
GRIFFITHS STREET,1,1521.1393819023099,1521.1393819023099,0.0,True,5,477429629;477429737;477429805;477429870;477429946,-76.1458296330712,43.06919733113934,1
WASHINGTON SQUARE,1,1523.7922716246242,1523.7922716246242,0.0,True,6,477429416;477429467;477429484;477429555;477429587;477429617,-76.1628014969839,43.07037940363894,1
ROBINSON STREET,2,1525.099488533837,1525.099488533837,0.0,True,6,477432292;477432296;477432319;477432329;477432350;477432366,-76.12504355971333,43.05811717112618,2
HUTCHINSON AVENUE,1,1525.193981817458,1525.193981817458,0.0,True,5,477443753;477443761;477443763;477443776;477443786,-76.16622525538398,43.015987113487874,1
BASSETT STREET,1,1527.8891297196935,1527.8891297196935,0.0,True,4,477436602;477437068;477437557;800032784,-76.12222705998067,43.044470556537476,1
WEST BEARD AVENUE,2,1533.9027043943759,1533.9027043943759,0.0,True,3,477442023;477442136;477442212,-76.14869323326725,43.02634229042707,2
BELLE AVENUE,1,1536.2842261648568,1536.2842261648568,0.0,True,1,477444417,-76.14488669476374,43.01146075056549,1
STEDMAN STREET,1,1539.4669266761607,1539.4669266761607,0.0,True,5,477427472;477427622;477427870;800041913;800041916,-76.15562239944443,43.07993048912067,1
MITCHELL AVENUE,1,1540.4328203777204,1540.4328203777204,0.0,True,4,477444087;477444277;477444430;477444570,-76.17019608105969,43.012376051686765,1
DAVIS STREET,1,1544.538444834146,1544.538444834146,0.0,True,3,477438619;510577017;510577043,-76.16969360127273,43.03923047399324,1
DUDLEY STREET,1,1544.5995920680275,1544.5995920680275,0.0,True,5,477439518;477439751;477439848;477440090;477440433,-76.16963443233517,43.035101258029584,1
BOYDEN STREET,2,1548.5943016333479,1548.5943016333479,0.0,True,5,477431593;477431604;477431611;477431700;477431926,-76.1251333240003,43.06048519524048,2
TEX SIMONE DRIVE,1,1555.972668314651,1555.972668314651,0.0,True,2,477428571;600064039,-76.1652341133789,43.0766728903355,1
MONTGOMERY STREET,2,1559.4766803352557,1559.4766803352557,0.0,True,4,477436327;477436596;477436944;477437377,-76.14882927280549,43.04489908530559,4
HARFORD ROAD,1,1562.0972447322624,1562.0972447322624,0.0,True,3,477427078;477427175;477427397,-76.1450017056157,43.08294226138192,1
WINTON STREET,1,1563.0244183063603,1563.0244183063603,0.0,True,3,477432720;477433093;477433660,-76.12343748710826,43.05604035505821,2
LILAC STREET,1,1571.6830067682504,1571.6830067682504,0.0,True,2,477430852;477431114,-76.1529855056646,43.06411556702962,1
STERLING AVENUE,1,1572.5617765917782,1572.5617765917782,0.0,True,5,477440758;477440776;477440791;477440796;477440812,-76.16171097648838,43.031741101243384,1
DALE STREET,1,1575.2288195896363,1575.2288195896363,0.0,True,2,477428385;477428594,-76.14454129989544,43.07672902703349,1
BURNET PARK DRIVE,1,1581.845968518011,1581.845968518011,0.0,True,5,477436500;477436542;477436777;477436949;477437201,-76.18510670881227,43.045042338957074,1
MAGNOLIA STREET,1,1587.7033201351103,1587.7033201351103,0.0,True,2,477436825;477437330,-76.17463387564074,43.04467459965866,1
WEST TAYLOR STREET,1,1588.7380075969172,1588.7380075969172,0.0,True,7,477438662;477438724;477438757;477438824;477438879;800040234;800047555,-76.15314031559075,43.03876435519454,1
HIER AVENUE,1,1590.2834514421227,1590.2834514421227,0.0,True,3,477430292;477430841;477431130,-76.14063313036365,43.06521908570118,1
HALL AVENUE,1,1591.277387485349,1591.277387485349,0.0,True,1,477444306,-76.14485632817363,43.01233668166152,1
CUMBERLAND AVENUE,1,1596.361246901051,1596.361246901051,0.0,True,2,477439896;477440504,-76.11263028271156,43.03492864751463,3
VINCENT STREET,2,1613.929993424642,1613.929993424642,0.0,True,7,477442936;477442942;477442956;477442966;477442971;477442986;600008873,-76.12985444898499,43.02143900082039,2
AUSTIN AVENUE,1,1616.4582493368198,1616.4582493368198,0.0,True,1,477441951,-76.18824368567114,43.02906826684775,1
MARY STREET,1,1618.111160881176,1618.111160881176,0.0,True,6,477430553;477430631;477430731;477431113;477431321;800040699,-76.14965978906885,43.06407043552347,1
DEFOREST ROAD,1,1620.3598998199468,1620.3598998199468,0.0,True,4,477437391;477437479;477437566;477437890,-76.09087143066127,43.04243837584283,1
RICHFIELD AVENUE,1,1621.1591674313374,1621.1591674313374,0.0,True,2,477447006;477447026,-76.14122177061617,42.98906146203815,1
CLIFTON PLACE,1,1623.2539166316333,1623.2539166316333,0.0,True,3,477430694;477430739;477431012,-76.11675320958557,43.06558923587561,1
DELRAY AVENUE,1,1623.5067878446694,1623.5067878446694,0.0,True,2,477435290;477435315,-76.10073794372497,43.04988053937378,1
MILNOR AVENUE,1,1624.8650821643173,1624.8650821643173,0.0,True,2,477436019;477436098,-76.10052800439347,43.04749865764736,1
HARWOOD AVENUE,1,1625.8562297601354,1625.8562297601354,0.0,True,2,477435752;477435829,-76.10059944954399,43.048288792890794,1
NORTH GLENCOVE ROAD,1,1635.818614536388,1635.818614536388,0.0,True,5,477430691;477430692;600035917;600035918;600035919,-76.09688031797332,43.06482873732217,1
WEST MATSON AVENUE,2,1652.8786680961118,1652.8786680961118,0.0,True,1,477444173,-76.14481797602966,43.013221179583155,2
FOURTH NORTH STREET,1,1653.9394648957518,1653.9394648957518,0.0,True,4,477427803;477427867;477427975;477428109,-76.1602019931597,43.07860743374311,1
WARNER AVENUE,2,1660.3017760610232,1660.3017760610232,0.0,True,3,477442812;477442828;477442902,-76.14690920240626,43.022221468136266,2
MASSENA STREET,1,1669.9986855234679,1669.9986855234679,0.0,True,6,477438244;477438802;477439028;477439203;510577032;510577034,-76.16638612125426,43.03888380502468,1
PLUM STREET,1,1670.9761748210344,1670.9761748210344,0.0,True,6,477433795;477434306;477434374;477434956;477435041;477435233,-76.16022394971904,43.05234582278059,2
ARNOLD AVENUE,1,1673.2430387046566,1673.2430387046566,0.0,True,3,477443604;477443822;477443927,-76.12556873267275,43.0170135838589,1
SHERWOOD AVENUE,1,1682.938940231631,1682.938940231631,0.0,True,3,477432746;477433112;477433750,-76.12485393621671,43.055833453657385,1
TENNYSON AVENUE,1,1683.7334385419697,1683.7334385419697,0.0,True,3,477436103;477436499;800049033,-76.18222133480072,43.04692718562917,2
MARTIN LUTHER KING EAST,1,1688.9444381741505,1688.9444381741505,0.0,True,7,477440005;477440034;477440059;477440166;477440278;800034167;800034171,-76.14584263653607,43.033775483812846,1
GREENWOOD PLACE,1,1692.7494392104395,1692.7494392104395,0.0,True,5,477437652;477438059;477438295;477438601;477438831,-76.12226994863394,43.04061674967254,1
BARNES AVENUE,1,1702.1814528532154,1702.1814528532154,0.0,True,2,477445541;477445644,-76.15893673914093,43.00546915205503,2
GRACE STREET,1,1713.4869432164694,1713.4869432164694,0.0,True,2,477438801;477439293,-76.16605613240564,43.03858109122434,1
LATTER DRIVE,1,1713.6062287949317,1713.6062287949317,0.0,True,6,477446409;477446497;477446592;477446690;477446732;477446800,-76.13872039518053,42.99387480526328,1
WEST COLVIN STREET,2,1717.3046013354701,1717.3046013354701,0.0,True,4,477442654;477442681;477442687;477442707,-76.16247765241347,43.02302725762894,3
GARFIELD AVENUE,1,1726.5311714749657,1726.5311714749657,0.0,True,7,477441236;477441281;477441568;477441594;477441778;477441968;477442128,-76.14214973388691,43.02844451577077,2
PAUL AVENUE,1,1727.2362402366466,1727.2362402366466,0.0,True,2,477429778;477430092,-76.12036617325282,43.068827035967445,1
HILLVIEW AVENUE,1,1727.67016025509,1727.67016025509,0.0,True,6,477443116;477443120;477741333;504325490;504325496;504325498,-76.16232360668589,43.02058155183095,1
MAPLEHURST AVENUE,1,1731.4073806985946,1731.4073806985946,0.0,True,2,477427681;477428003,-76.1389540975078,43.07953357922777,1
HOMECROFT ROAD,1,1733.7595584428911,1733.7595584428911,0.0,True,2,477430312;477430788,-76.10237641524324,43.066657819704524,1
CRAIG STREET,1,1735.001567342306,1735.001567342306,0.0,True,5,477429230;477429347;477429543;477429628;511383770,-76.14589833085991,43.07085771182899,1
MILBURN DRIVE,1,1736.157971697036,1736.157971697036,0.0,True,2,477445503;477445785,-76.15147762742376,43.00364313887486,1
RIGI AVENUE,1,1737.1520804285321,1737.1520804285321,0.0,True,2,477429410;477429794,-76.10424511759571,43.07134309179221,1
WEST WASHINGTON STREET,1,1738.7081907918266,1738.7081907918266,0.0,True,5,477435345;477435350;477435358;477435378;477435384,-76.1554572083272,43.0495946538136,1
DAKIN STREET,1,1748.4994033848157,1748.4994033848157,0.0,True,6,477435019;477435032;477435047;477435078;800048230;800048231,-76.1116982750662,43.050579757556925,1
WEST CORNING AVENUE,1,1749.4981468728588,1749.4981468728588,0.0,True,2,477443422;477443453,-76.14533299949517,43.01848773313718,1
ELMHURST AVENUE,1,1757.7885852365268,1757.7885852365268,0.0,True,8,477443037;477443040;477443043;477443046;477443049;477443058;477443063;800050953,-76.15617471825762,43.020930560274714,1
GIFFORD PARKWAY,1,1758.7256204921846,1758.7256204921846,0.0,True,7,477437524;477437544;477437935;477437963;504325135;504325136;506986297,-76.08508997761963,43.04240439229753,1
CLEVELAND AVENUE,1,1759.7795852185302,1759.7795852185302,0.0,True,3,477429270;477429736;477429878,-76.1449479237909,43.07061324308413,1
WESTMINSTER AVENUE,1,1768.087384978727,1768.087384978727,0.0,True,4,477439869;477440375;477440744;800052795,-76.12056882931016,43.03389726489408,1
BAKER AVENUE,1,1768.9941030671678,1768.9941030671678,0.0,True,3,477441258;477441614;477441989,-76.14363767349559,43.02900767252763,1
MERRITT AVENUE,1,1773.780799810988,1773.780799810988,0.0,True,2,477446108;477446112,-76.1562727899817,42.99897813978215,1
STRATFORD STREET,1,1776.268963228765,1776.268963228765,0.0,True,5,477440061;477440080;477440092;477440119;477440146,-76.12627281703506,43.03412899737446,1
SUNSET AVENUE,1,1779.7183668451773,1779.7183668451773,0.0,True,6,477430397;477430519;477430537;477430614;477430678;477430812,-76.16062200056115,43.065506378053456,1
WEBSTER AVENUE,1,1787.2162897501987,1787.2162897501987,0.0,True,2,477442813;477443123,-76.14548386542965,43.02289510032092,1
STATE FAIR BOULEVARD,2,1792.2491203962916,1792.2491203962916,0.0,True,2,510970450;510970451,-76.18379754685871,43.059869407463395,3
BARNES AVENUE,2,1792.3652290230252,1792.3652290230252,0.0,True,6,477444346;477444384;477444516;477444654;477444791;477444935,-76.16021063210752,43.010035379445824,2
MERTENS AVENUE,2,1794.4517933132777,1794.4517933132777,0.0,True,5,477429266;477429280;477429291;477429299;477429319,-76.12970974669598,43.07146133319976,2
GRANT AVENUE,1,1796.6032030331032,1796.6032030331032,0.0,True,5,477440733;477440756;477440769;477440793;482659672,-76.17624400253504,43.03184059946342,1
LYDELL STREET,1,1800.109961468386,1800.109961468386,0.0,True,6,477438994;477439075;477439430;477439644;477440193;800051003,-76.1784719231425,43.03629168851499,1
WEST BORDEN AVENUE,1,1807.563499929247,1807.563499929247,0.0,True,3,477441838;477442017;477442088,-76.14958960422014,43.02707625087847,1
MCLENNAN AVENUE,1,1812.1525831392044,1812.1525831392044,0.0,True,3,477441633;477441826;477441895,-76.15000249646864,43.027931119697605,1
