name,component,length_ft,full_component_ft,outside_city_ft,wholly_inside,source_segments,source_ids,lon,lat,components_in_city
CORNELL AVENUE,1,638.3749864581572,638.3749864581572,0.0,True,1,477444429,-76.16921272881766,43.01182896092771,1
BELLEVUE TERRACE,1,641.7879890924254,641.7879890924254,0.0,True,1,477440465,-76.16817827419813,43.03293337467025,1
WEST BEARD AVENUE,1,642.2911916109347,642.2911916109347,0.0,True,2,477442293;477442331,-76.15250114388792,43.02526101411858,2
VAN BUREN STREET,2,642.4680903876442,642.4680903876442,0.0,True,2,477439129;477439150,-76.14435301884546,43.03747120967116,2
BISHOP AVENUE,2,645.1582805318235,645.1582805318235,0.0,True,2,477443341;477443450,-76.15795943602078,43.01910799332694,2
WEST BISSELL STREET,1,647.2838694320848,647.2838694320848,0.0,True,1,477442287,-76.15985199797791,43.025778053311434,1
CHERRY STREET,1,647.8678967220503,647.8678967220503,0.0,True,1,477437132,-76.12356588376005,43.04454425251702,2
DIANA AVENUE,1,649.5898744207823,649.5898744207823,0.0,True,1,477444096,-76.12846126137956,43.01457359920591,1
LINDEN STREET,1,650.6494437675592,650.6494437675592,0.0,True,2,477437877;477438127,-76.14963507517722,43.041415838513934,1
HURON STREET,1,653.6002292545497,653.6002292545497,0.0,True,1,477440765,-76.15638272850765,43.03269118347352,1
GEORGE STREET,1,653.7867135802661,653.7867135802661,0.0,True,2,477429614;477429777,-76.12011093755099,43.069799079188805,1
JEROME STREET,1,657.9816680748787,657.9816680748787,0.0,True,2,477440238;477440263,-76.11743176607857,43.03364016727954,1
ACADEMY STREET,1,658.0524942285579,658.0524942285579,0.0,True,2,477446011;477446028,-76.15181757705032,42.99984097928792,1
ALEXANDER AVENUE,1,658.2821061890995,658.2821061890995,0.0,True,1,600008946,-76.15116672130407,43.03336301727659,1
HAWTHORNE STREET,1,659.055510403395,659.055510403395,0.0,True,2,477437049;477437067,-76.12078295857529,43.04396436817313,1
SEDGWICK ROAD,1,659.5888114014139,659.5888114014139,0.0,True,2,477429836;477429842,-76.13186223205209,43.06870784895852,1
LIBERTY STREET,1,660.2327042463791,660.2327042463791,0.0,True,2,477435461;477435705,-76.17425634518925,43.04934809125095,2
ARGYLE TERRACE,1,662.7694722832089,662.7694722832089,0.0,True,2,477441896;477442085,-76.15321848390671,43.027145880954976,1
KLINE STREET,1,665.2666296195051,665.2666296195051,0.0,True,2,477429912;477429930,-76.12848223085864,43.06831702042403,1
BUNGALOW TERRACE,1,669.1111851081046,669.1111851081046,0.0,True,1,477441055,-76.18524913061164,43.03156864094333,1
KAPPESSER STREET,1,669.629959553979,669.629959553979,0.0,True,1,477429804,-76.14439926518405,43.06966912474915,1
ERICKSON STREET,1,671.8298464826152,671.8298464826152,0.0,True,2,477431355;477431682,-76.095848410151,43.061385890893774,2
DUNDEE DRIVE,1,673.4752320793211,673.4752320793211,0.0,True,1,477442048,-76.18670124863172,43.0273261210863,1
KIDD AVENUE,1,673.6594198936162,673.6594198936162,0.0,True,1,600008905,-76.11642138018574,43.051769551250736,1
UPLAND ROAD,1,675.2976149023516,675.2976149023516,0.0,True,1,477441048,-76.18402781729475,43.03160261450449,1
BLAINE STREET,1,677.9280427893899,677.9280427893899,0.0,True,1,477440446,-76.15360169814987,43.033229704500876,1
ERICKSON STREET,2,680.7654580386869,680.7654580386869,0.0,True,1,477431284,-76.09622288258927,43.06322702953544,2
RILL AVENUE,1,681.6875232292554,681.6875232292554,0.0,True,3,477444355;477444360;477444365,-76.14907602499656,43.011894031716714,1
SAFETY LANE,1,682.1863346240273,682.1863346240273,0.0,True,1,509997003,-76.15463460430715,43.041479785814296,1
LUDDINGTON STREET,2,682.2391949500422,682.2391949500422,0.0,True,1,477431298,-76.09730461169326,43.06318256522099,2
EASTWOOD ROAD,1,684.1132908351265,684.1132908351265,0.0,True,2,477429657;477429831,-76.1145440067048,43.06941162479746,1
EAST ONONDAGA STREET,2,684.953336871098,684.953336871098,0.0,True,1,477436543,-76.1498420235955,43.04619624100014,3
SLAYTON AVENUE,1,688.7259810574377,688.7259810574377,0.0,True,1,477444806,-76.14631404539847,43.00957458961815,1
WEST WILLOW STREET,1,689.2090904630821,689.2090904630821,0.0,True,2,477434148;477434149,-76.15476372689163,43.05240569098966,1
SUNNYSIDE PARK ROAD,1,689.3758468118904,689.3758468118904,0.0,True,1,477437347,-76.09318608991329,43.0438400859524,1
ABERDEEN TERRACE,2,689.5809546550228,689.5809546550228,0.0,True,1,477431276,-76.09514226335719,43.06327413270863,2
HILLSBORO PLACE,1,692.4630740839142,692.4630740839142,0.0,True,4,477438037;477438038;477438101;477438148,-76.0857910241159,43.04101969203903,1
DELHI STREET,1,693.6153493326578,693.6153493326578,0.0,True,2,477432811;477433201,-76.13209538488525,43.05621616069953,1
MURRAY AVENUE,1,694.7859719390983,694.7859719390983,0.0,True,1,477428432,-76.15658231750741,43.07665510337998,1
ARNTS PLACE,1,695.2747172541724,695.2747172541724,0.0,True,1,477428547,-76.15563835473444,43.076278430868086,1
HAWLEY AVENUE,3,695.500519743958,695.500519743958,0.0,True,1,477433096,-76.12073280581701,43.055664640735024,3
WORDEN AVENUE,1,695.7629186205907,695.7629186205907,0.0,True,1,477429169,-76.14017222315078,43.073181308246724,1
BYRNE PLACE,1,696.0490066430143,696.0490066430143,0.0,True,2,477446226;482659662,-76.14189425215872,42.99737227850715,1
MYRTLE STREET,1,702.0493783784281,702.0493783784281,0.0,True,2,477433649;477434020,-76.19807295187167,43.05367322206137,2
SUNNYSIDE ROAD,1,702.4356864790319,702.4356864790319,0.0,True,2,477438766;477438957,-76.11054156741447,43.03871680765256,1
HILTON ROAD,1,702.517077623374,702.517077623374,0.0,True,2,477446920;477446936,-76.14544406305453,42.99054500213702,1
JULIAN PLACE,1,703.5801328709819,703.5801328709819,0.0,True,3,477442797;477443039;800049449,-76.11095515049816,43.022160444219665,1
JOSEPHINE STREET,1,703.8407633293085,703.8407633293085,0.0,True,1,477431684,-76.14698405911655,43.060900402766514,1
PETERS STREET,1,706.0793760768344,706.0793760768344,0.0,True,1,477431541,-76.14651497982594,43.061526772332776,1
STANDART STREET,1,706.5306917963026,706.5306917963026,0.0,True,2,477439900;477439914,-76.14060057916869,43.03485836505259,1
OSTRAM AVENUE,1,707.888593067199,707.888593067199,0.0,True,1,477440029,-76.12884633582877,43.03536026662822,1
LYNWOOD AVENUE,1,709.9914608752176,709.9914608752176,0.0,True,1,477429770,-76.10152780497536,43.070055148129605,1
AVON ROAD,1,712.1795404105394,712.1795404105394,0.0,True,1,477430992,-76.10211779794966,43.06352962458617,1
TECUMSEH STREET,1,712.8354861344255,712.8354861344255,0.0,True,3,477441890;477441904;477441914,-76.11270580177448,43.02712274945682,1
HODES WAY,1,713.6241594871764,713.6241594871764,0.0,True,2,800034349;800034357,-76.07531632214166,43.03783949851752,1
WEST MARCELLUS STREET,2,714.9288317548362,714.9288317548362,0.0,True,3,477436848;477437037;800032564,-76.17437501024722,43.04440909067985,2
FENTON STREET,1,717.5136205677215,717.5136205677215,0.0,True,3,477438762;800034098;800034100,-76.17436861416796,43.03891033004101,1
EDISON STREET,2,718.4657287052639,718.4657287052639,0.0,True,1,477433138,-76.16911866726751,43.05554883774165,2
LEWISTON DRIVE,1,720.8003657168094,720.8003657168094,0.0,True,2,477442583;477442662,-76.11220081256857,43.023596284586795,1
CONGRESS AVENUE,1,721.5698891322972,721.5698891322972,0.0,True,3,477438242;477438410;477438685,-76.16304292830392,43.03963727153644,1
BURDICK AVENUE,2,722.8629928777546,722.8629928777546,0.0,True,1,477428476,-76.15285244593812,43.07633356511281,2
SAINT MARKS AVENUE,1,723.1601629939452,723.1601629939452,0.0,True,3,477433671;477433831;508421634,-76.18689878620725,43.053396640461564,1
NIAGARA STREET,1,726.7792232073773,726.7792232073773,0.0,True,2,477436250;477436478,-76.16192848866773,43.0469586571381,2
MARGINAL STREET,1,728.6322203467266,728.6322203467266,0.0,True,2,477441155;477441242,-76.15984789127799,43.03029243071075,1
MARIS DRIVE,1,728.6495871077285,728.6495871077285,0.0,True,2,477446007;477446009,-76.15683525157596,43.00042858032452,1
VICTORIA PLACE,1,728.7244295959844,728.7244295959844,0.0,True,1,477438095,-76.11790688863265,43.04070832528372,1
AMY STREET,1,730.4303544100264,730.4303544100264,0.0,True,1,477438213,-76.17362094241585,43.04102508396521,1
SPAID AVENUE,1,730.9584368460792,730.9584368460792,0.0,True,3,477441390;477441413;477441421,-76.1129426912443,43.02926044834236,1
FAIRDALE AVENUE,1,731.9480979910727,731.9480979910727,0.0,True,2,477441823;477441830,-76.18404173219875,43.02741834629683,1
CUMBERLAND PLACE,1,732.3520176959267,732.3520176959267,0.0,True,3,477440650;477440703;477440965,-76.11234855534885,43.03182791885897,1
ATKINSON AVENUE,1,732.4641044622309,732.4641044622309,0.0,True,1,477441654,-76.18409013542863,43.02816189565712,1
OAKLAND STREET,1,733.3327161510861,733.3327161510861,0.0,True,1,477440180,-76.1405942311273,43.03392850073212,1
JACLYN DRIVE,1,734.3864650338882,734.3864650338882,0.0,True,1,477447270,-76.14516460517162,42.986115112624816,1
WOODLAND AVENUE,1,734.5695210455874,734.5695210455874,0.0,True,2,477441257;477441267,-76.14379627379617,43.02979228431501,2
HUNTLEY STREET,1,735.8032011346826,735.8032011346826,0.0,True,1,477428136,-76.14081481080805,43.077437339599605,2
HENSBERRY ROAD,1,737.1816735802684,737.1816735802684,0.0,True,1,477441479,-76.18414903291082,43.02893911758567,1
HIAWATHA PLACE,1,738.8435231739504,738.8435231739504,0.0,True,3,477427796;800041914;800041915,-76.15893377895779,43.07938842767235,1
SAND STREET,1,739.0599208741966,739.0599208741966,0.0,True,2,477433292;477433745,-76.16768754035559,43.05458637471335,2
FEIGEL AVENUE,1,744.9096520723941,744.9096520723941,0.0,True,1,477429194,-76.12499809394049,43.07216389866847,1
MARVIN ROAD,1,745.4627413319066,745.4627413319066,0.0,True,1,477444383,-76.15915338354903,43.011760300635544,1
LEMOYNE AVENUE,1,754.1962808506931,754.1962808506931,0.0,True,2,477429742;477429969,-76.16385791714622,43.06899279295368,2
MCALLISTER AVENUE,1,755.1796177267488,755.1796177267488,0.0,True,2,477442806;477442831,-76.1423357552174,43.02237481760884,1
LUDDINGTON STREET,1,755.6905258436168,755.6905258436168,0.0,True,2,477431421;477431751,-76.09706543390134,43.0612162046266,2
ELLIOTT STREET,3,756.1400237212138,756.1400237212138,0.0,True,1,477439897,-76.17576175963382,43.03496850255053,3
WEST WARRINGTON ROAD,1,758.0040714996168,758.0040714996168,0.0,True,2,477446504;477446508,-76.14500849734357,42.994439749562666,1
INTREPID LANE,1,763.2300169545568,763.2300169545568,0.0,True,2,477445671;800031668,-76.1287106182751,43.00341832487586,1
NEUTRAL COURT,1,763.2314289459156,763.2314289459156,0.0,True,1,477430732,-76.1505914892872,43.064993669796586,1
GAME ROAD,1,763.899080548734,763.899080548734,0.0,True,1,477444441,-76.13142474765162,43.01222925171558,1
WHITE STREET,1,764.2928583719342,764.2928583719342,0.0,True,1,477439339,-76.16038268998687,43.03690919616878,1
RENWICK AVENUE,2,764.6159087076206,764.6159087076206,0.0,True,2,477438152;477438408,-76.14046850208474,43.04057218453751,2
SPRINGBROOK AVENUE,1,764.7756886690186,764.7756886690186,0.0,True,3,477445038;477445165;477445283,-76.138784901206,43.00663270289,1
RAMSEY AVENUE,1,766.8522251159259,766.8522251159259,0.0,True,2,477437719;477438316,-76.10790384978372,43.04088041921537,1
CRESLINE DRIVE,1,767.9517929711403,767.9517929711403,0.0,True,1,477431316,-76.09937839981349,43.06313914541062,1
HUNTINGTON ROAD,1,769.9017712019328,769.9017712019328,0.0,True,2,477441273;477441529,-76.19562550931468,43.02967213074067,1
ONONDAGA PARK DRIVE EAST,1,770.0817974264498,770.0817974264498,0.0,True,2,477441625;477441801,-76.16470994162907,43.02853295894813,1
REDFIELD PLACE,1,770.242057044125,770.242057044125,0.0,True,1,477439127,-76.12181837295378,43.03757436313544,1
CADWELL STREET,1,770.9902845357736,770.9902845357736,0.0,True,4,477438763;477439024;477439223;800048351,-76.17559060513372,43.03810999758574,1
BERKSHIRE AVENUE,2,772.0153168007811,772.0153168007811,0.0,True,4,477428445;477428473;800039828;800039829,-76.13785280587153,43.07576093133504,2
SCHILLER AVENUE,1,773.9057780234568,773.9057780234568,0.0,True,1,477429315,-76.14045375478072,43.071386121977945,1
EDTIM ROAD,1,774.2298908646736,774.2298908646736,0.0,True,1,477429658,-76.11584268485679,43.07009121378676,1
BRIGGS STREET,2,775.1358696820334,775.1358696820334,0.0,True,2,477428175;477428195,-76.13795845724046,43.07713913520179,2
CARLTON DRIVE,2,776.3499081199762,776.3499081199762,0.0,True,4,477437232;477437507;477437578;477437637,-76.08871191044275,43.043219602899484,2
HUNTLEY STREET,2,782.0979878770962,782.0979878770962,0.0,True,2,477428011;477428022,-76.13802976529021,43.07787159575411,2
EAST GLEN AVENUE,3,783.3124487237365,783.3124487237365,0.0,True,7,477444701;477444719;477444732;508421378;800100152;800100172;800100184,-76.13501784213987,43.008889993931405,3
OAK LEAF DRIVE,1,784.3901299928907,784.3901299928907,0.0,True,2,800098397;800098401,-76.13447181517462,43.03522147698145,1
SEELEY AVENUE,1,788.7575055624028,788.7575055624028,0.0,True,1,477445759,-76.14428598981922,43.00202960994168,1
ANNETTA STREET,1,789.4434338297319,789.4434338297319,0.0,True,1,477442875,-76.16414179555169,43.02206680923827,1
CHESTER STREET,1,790.9062358117941,790.9062358117941,0.0,True,1,477440878,-76.15758131947906,43.03245598192403,1
ELIZABETH STREET,1,791.1430140467835,791.1430140467835,0.0,True,3,477441967;477441988;477442003,-76.14220352959086,43.02672400155511,1
CORTLAND PLACE,1,793.6061870190864,793.6061870190864,0.0,True,1,477445642,-76.15187077390316,43.00332432174662,1
WOODLAWN TERRACE,1,793.8417204627866,793.8417204627866,0.0,True,2,477429300;477429507,-76.131169789339,43.0715757740535,1
WEST CHELTENHAM ROAD,1,794.5879778726185,794.5879778726185,0.0,True,1,477446436,-76.1449842188734,42.99511707199757,1
GORLAND AVENUE,1,795.7276852541354,795.7276852541354,0.0,True,2,477436760;477436859,-76.10128149923295,43.045508613255826,1
CRATON STREET,1,798.0268411002229,798.0268411002229,0.0,True,2,477432719;477432745,-76.12359469532234,43.05677980908395,1
WOLCOTT TERRACE,1,798.1109224861906,798.1109224861906,0.0,True,1,477442104,-76.18366858670983,43.026543783170084,1
ANDOVER ROAD,1,798.7934890704353,798.7934890704353,0.0,True,3,477441722;477441742;513530288,-76.12059362845388,43.02785681797592,1
ALBERT ROAD,2,799.5677649442307,799.5677649442307,0.0,True,1,477437356,-76.0918687328161,43.043804300515106,2
MUNSON DRIVE,1,800.9482785692726,800.9482785692726,0.0,True,1,477446157,-76.13981865942374,42.99931540499221,1
MADISON STREET,2,800.9715473381759,800.9715473381759,0.0,True,2,477436614;477436649,-76.1239435104895,43.04541509865367,3
SWEETING STREET,1,802.796805769325,802.796805769325,0.0,True,2,477429477;477429496,-76.14045047580582,43.07060170988804,1
JUNEWAY ROAD,1,803.1289475353749,803.1289475353749,0.0,True,2,477441974;477442063,-76.19496175558821,43.0266187775328,1
BROOKLEA DRIVE,1,804.2847060885609,804.2847060885609,0.0,True,3,477446558;477446572;477446593,-76.15103815877492,42.99377092254462,1
HAZELWOOD AVENUE,2,805.4530857546238,805.4530857546238,0.0,True,1,477434706,-76.1024032454495,43.051389520366456,2
HOBART AVENUE,1,806.4955354478569,806.4955354478569,0.0,True,1,477444228,-76.14033879569043,43.0127532623227,1
CONKLIN AVENUE,1,806.8461729245028,806.8461729245028,0.0,True,2,477430637;477430999,-76.08916977574616,43.064527498464344,1
ISABELLA STREET,1,807.6601681615557,807.6601681615557,0.0,True,2,477431150;477431256,-76.1550464794363,43.062978008796236,1
JACKSON STREET,1,813.106115769402,813.106115769402,0.0,True,6,477438193;477438195;477438223;477438232;477438234;513530487,-76.14393261610043,43.040356349349096,1
ALBERT ROAD,1,814.2064354921755,814.2064354921755,0.0,True,2,477436293;477436612,-76.09170273853435,43.046552167066984,2
EUREKA STREET,1,814.5689843199438,814.5689843199438,0.0,True,2,477433434;477433780,-76.17590229628286,43.05449836771915,1
LAFORTE AVENUE,1,817.0247031504377,817.0247031504377,0.0,True,2,477440972;477440984,-76.17681129892466,43.030918331111394,1
RANDALL AVENUE,1,818.1254665082936,818.1254665082936,0.0,True,1,477443050,-76.15691805734347,43.02202808471489,1
KENWOOD AVENUE,1,818.4422871606804,818.4422871606804,0.0,True,3,477427632;477427741;477427798,-76.15163823270089,43.07981768051061,2
NEW STREET,1,818.4597688570828,818.4597688570828,0.0,True,3,477438107;477438126;477438227,-76.14908425196866,43.04054310199646,1
UNION AVENUE,1,821.2775524841923,821.2775524841923,0.0,True,3,477432743;477432896;477433058,-76.14791315869076,43.056275487149136,1
RESTORATION WAY,1,821.648246285983,821.648246285983,0.0,True,2,800034075;800046958,-76.18899276738993,43.06218017027464,3
BISHOP AVENUE,1,823.9054819752866,823.9054819752866,0.0,True,1,477443059,-76.1580875816835,43.02200810990085,2
DELONG AVENUE,1,825.6224226214251,825.6224226214251,0.0,True,1,477429580,-76.14958971041082,43.07091759609595,1
TERRACE ROAD,1,828.9711207656732,828.9711207656732,0.0,True,3,477440665;477440695;477440715,-76.12541779206114,43.032202082078335,1
MALTBIE STREET,1,832.3504931384192,832.3504931384192,0.0,True,2,477432602;477432901,-76.16262921905047,43.05673731308821,1
MAPLE TERRACE,1,832.4207626151624,832.4207626151624,0.0,True,1,477436615,-76.12398472552847,43.04609236791851,1
RUSKIN AVENUE,1,833.7520495649896,833.7520495649896,0.0,True,1,477440808,-76.16772333700963,43.031671771518155,1
SHOECRAFT ROAD,1,837.5647585777443,837.5647585777443,0.0,True,2,800032501;800032503,-76.16787029885678,43.060706447598285,1
DICKERSON STREET,1,839.2148783667791,839.2148783667791,0.0,True,6,477436877;477436889;477436897;477436931;800032430;800032434,-76.15509967225869,43.044338999240246,1
UNIVERSITY PLACE,1,841.4285238717687,841.4285238717687,0.0,True,2,477438511;477438517,-76.13003129291134,43.0393638264369,2
MAYAR STREET,1,843.3478513006557,843.3478513006557,0.0,True,1,477429137,-76.13725831114434,43.073530149256996,1
WOODRUFF AVENUE,2,843.4408425188116,843.4408425188116,0.0,True,1,477429151,-76.13814327537449,43.07348656134861,2
RUGBY ROAD,1,843.7324500250561,843.7324500250561,0.0,True,3,477430194;477430205;477430222,-76.13474571022311,43.06694894046815,4
RONEY LANE,1,846.5873383831112,846.5873383831112,0.0,True,8,477442995;477442996;477443078;477443082;477443104;477443110;800032733;800054387,-76.13588778036544,43.02118182833343,1
LYNCH STREET,1,847.4526725361824,847.4526725361824,0.0,True,2,477434698;477434954,-76.12020472831506,43.051158951745,1
ALDEN STREET,1,849.4069601299088,849.4069601299088,0.0,True,1,477443401,-76.13320480175916,43.01975674518365,1
ONONDAGA TERRACE,1,852.0332467416097,852.0332467416097,0.0,True,1,477441308,-76.164763359488,43.03072559213594,1
SIXTH NORTH STREET,2,852.2178837669518,852.2178837669518,0.0,True,2,477427390;800036181,-76.16014473452833,43.08177559439807,2
PROSPECT AVENUE,1,852.9978713868861,852.9978713868861,0.0,True,3,477433059;477433390;477433676,-76.14861646660727,43.05484661059701,2
RANDOLPH STREET,1,854.0781726219208,854.0781726219208,0.0,True,2,477445486;477445652,-76.1417066091956,43.00428054457817,1
DIDAMA STREET,1,855.0082706999438,855.0082706999438,0.0,True,1,477436342,-76.10645413330825,43.046674600972864,1
MENLO DRIVE,1,855.787693858104,855.787693858104,0.0,True,3,477444450;477444465;477444630,-76.13818079064407,43.011037859152836,1
SOUTH LOWELL AVENUE,1,858.6424636718343,858.6424636718343,0.0,True,3,477436104;477436320;477436487,-76.18090909878605,43.046993483625904,3
NORTH WEST STREET,1,859.9346284884709,859.9346284884709,0.0,True,2,477434198;477434855,-76.15890402499845,43.05213175883335,1
EDISON STREET,1,859.9494175530472,859.9494175530472,0.0,True,1,477433110,-76.17206206466597,43.05560379669437,2
CHENEY STREET,1,861.6566548991941,861.6566548991941,0.0,True,3,477441201;477441214;477441221,-76.16272780827464,43.029994527331105,1
HAMPSHIRE ROAD,1,862.9570120149855,862.9570120149855,0.0,True,2,477430484;477430502,-76.13136818970283,43.06667543860119,1
WENTE TERRACE,1,865.2544449062237,865.2544449062237,0.0,True,3,477444514;800039459;800039476,-76.15882864794126,43.01077572702722,1
GRAY AVENUE,1,865.7135504665985,865.7135504665985,0.0,True,3,477429715;477429727;800079180,-76.12457870852691,43.069363029428416,1
WEST ADAMS STREET,1,867.134160949295,867.134160949295,0.0,True,6,477437526;477437541;477437548;477437571;477437577;800037280,-76.15310761146058,43.04253557859241,1
GREENWAY AVENUE,1,870.2618968117278,870.2618968117278,0.0,True,4,477432818;477433060;477433285;477433445,-76.11942554645246,43.055656121453524,1
FORDHAM ROAD,1,870.2944626779664,870.2944626779664,0.0,True,3,477429323;477429329;800079181,-76.12470810213594,43.07130558260802,1
CULVER DRIVE,1,873.0276513803763,873.0276513803763,0.0,True,3,477430482;477430626;477430836,-76.09703068668578,43.06532321327391,1
BENNINGTON DRIVE,1,878.3238680204744,878.3238680204744,0.0,True,2,477444348;477444358,-76.14033751725961,43.011944765486,1
ARCHER ROAD,1,881.3449753472679,881.3449753472679,0.0,True,1,477441734,-76.19031966189905,43.02901902056562,1
KENWOOD AVENUE,2,881.9088204415287,881.9088204415287,0.0,True,1,477428120,-76.14921331553893,43.07830065214037,2
GIRARD AVENUE,1,883.0428776544655,883.0428776544655,0.0,True,2,477444610;477444837,-76.1523146399977,43.00957364849948,1
MADISON STREET,3,884.5367281226396,884.5367281226396,0.0,True,2,477436595;477436598,-76.14916446114601,43.04548131846345,3
MEADOWBROOK DRIVE,2,885.2815116245283,885.2815116245283,0.0,True,2,477442134;477442298,-76.11946038259819,43.02593895754554,3
HAROLD STREET,1,888.1183048355101,888.1183048355101,0.0,True,2,477428653;477428670,-76.1408962422943,43.07487930261588,1
BERWYN AVENUE,1,889.0406701467125,889.0406701467125,0.0,True,1,477442642,-76.13909775569242,43.02497777200654,1
COOK AVENUE,1,889.2691091072114,889.2691091072114,0.0,True,2,477430722;477430759,-76.11883403694527,43.06563344064608,1
ONTARIO STREET,1,890.7392270083122,890.7392270083122,0.0,True,4,477436866;477437084;477437168;477437323,-76.1679988406431,43.04419115613123,1
BERKSHIRE AVENUE,1,893.7580190132505,893.7580190132505,0.0,True,1,477428482,-76.14097432039021,43.0757336531224,2
BRIGGS STREET,1,898.0698284228879,898.0698284228879,0.0,True,1,477428314,-76.14105084897298,43.076571292220514,2
MAYWOOD DRIVE,1,900.2900576472929,900.2900576472929,0.0,True,1,477445834,-76.13727015873955,43.00249517615911,1
GERE AVENUE,1,901.3491041002012,901.3491041002012,0.0,True,4,477432299;477432331;477432486;800047553,-76.19754866621645,43.058004880125864,1
CANDEE AVENUE,1,903.7899621352959,903.7899621352959,0.0,True,3,477435971;477436300;477436464,-76.10490761665501,43.047289935017304,1
WEST LYNHURST AVENUE,1,904.3713326571859,904.3713326571859,0.0,True,1,477443863,-76.142803323292,43.015240419483895,1
CRESCENT AVENUE,1,904.6967819103749,904.6967819103749,0.0,True,4,477441513;477441545;477441556;477441557,-76.15962577119157,43.02860428415526,1
DORSET ROAD,1,906.000030454872,906.000030454872,0.0,True,2,477440397;477440406,-76.12622679529811,43.033419241733554,1
CHATHAM ROAD,1,906.5736858008829,906.5736858008829,0.0,True,1,477430381,-76.1254417841224,43.06637701526555,1
BEVERLY ROAD,1,908.4154644898474,908.4154644898474,0.0,True,1,477441715,-76.16761877125771,43.029098111205656,1
ARCH STREET,1,909.4136381251325,909.4136381251325,0.0,True,2,477431514;477431875,-76.09942621384262,43.06089481113163,1
CHERRY STREET,2,910.9671307010319,910.9671307010319,0.0,True,4,477435595;477435749;477436171;477436282,-76.12347386995506,43.04810944703478,2
MALVERNE DRIVE,1,912.3553967684045,912.3553967684045,0.0,True,1,477427984,-76.14261672708435,43.078890835716365,2
FERRIS AVENUE,1,913.5540849719127,913.5540849719127,0.0,True,2,477436801;477437300,-76.10723259167716,43.044417111909304,1
CRIPPEN AVENUE,1,914.5912927326675,914.5912927326675,0.0,True,2,477445562;477445567,-76.14435452623414,43.00398217918192,1
ELLIOTT STREET,1,917.553585035031,917.553585035031,0.0,True,3,477439847;477439859;477439870,-76.17062194027334,43.03502926750356,3
EAST BRIGHTON AVENUE,2,920.2824394533413,920.2824394533413,0.0,True,5,477444872;477444951;477445147;477445155;800041393,-76.13172947206328,43.007810970014326,3
SHIRLEY ROAD,1,921.9563852738287,921.9563852738287,0.0,True,1,477439600,-76.10467188989065,43.036800390598295,1
MONROE STREET,2,922.3797315167932,922.3797315167932,0.0,True,4,477437812;477437818;477437824;507666607,-76.1416027194364,43.04185391533764,2
BANK ALLEY,1,923.0626658299078,923.0626658299078,0.0,True,2,477435627;477436204,-76.15147559267845,43.04831213374863,1
FAIRVIEW AVENUE,1,924.5000755196766,924.5000755196766,0.0,True,1,477433985,-76.12684157143867,43.05421718914615,1
FAGE AVENUE,1,925.7361691107089,925.7361691107089,0.0,True,1,477442635,-76.14882783566037,43.02357862009579,1
SPAULDING AVENUE,1,926.6249833019232,926.6249833019232,0.0,True,5,477447183;477447187;800038791;800038793;800049637,-76.1456779271379,42.987016594312884,1
CALEB AVENUE,2,928.5151441747679,928.5151441747679,0.0,True,3,477432110;477432124;477432134,-76.1126151223381,43.058786321838404,2
SMITH ROAD,1,928.8810006628116,928.8810006628116,0.0,True,2,477445593;477445719,-76.15515851745097,43.00364662230697,1
EAST BISSELL STREET,1,929.2637687458147,929.2637687458147,0.0,True,1,477442511,-76.15757997821541,43.025076897593735,1
HERBST AVENUE,1,929.7843462191064,929.7843462191064,0.0,True,2,477432049;477432070,-76.12400395893502,43.059070112638,1
HIGHLAND STREET,2,929.8035481818578,929.8035481818578,0.0,True,5,477429316;477429399;477429497;477429604;477429627,-76.14192389885443,43.070875119094204,2
LEON STREET,1,930.1608529657562,930.1608529657562,0.0,True,1,477440747,-76.14335603472763,43.03304128808853,1
SIXTH NORTH STREET,1,933.5057127192457,933.5057127192457,0.0,True,3,477427533;477427586;477427623,-76.15725651078492,43.080539941393305,2
NORMANOR DRIVE,1,935.791525901737,935.791525901737,0.0,True,1,477446357,-76.15067068802263,42.99655802309631,1
BURDICK AVENUE,1,936.3169222210718,936.3169222210718,0.0,True,3,477428106;477428182;477428269,-76.15561083428284,43.07735481072944,2
FERNWOOD AVENUE,1,936.5873911916801,936.5873911916801,0.0,True,1,477442802,-76.14849842321496,43.02276722685633,1
CURTIS STREET,1,936.7549234118056,936.7549234118056,0.0,True,3,477430004;477430177;477430360,-76.14802114354697,43.06740990916968,1
PATTISON STREET,1,938.8519666245652,938.8519666245652,0.0,True,3,477431927;477432084;800048719,-76.1272144083909,43.05934609314473,1
MARTIN STREET,1,939.4708452132282,939.4708452132282,0.0,True,1,477427988,-76.14837481419988,43.07885710499439,2
AMHERST AVENUE,1,940.7796799227182,940.7796799227182,0.0,True,2,477442625;477442648,-76.14241032358653,43.02327533938624,1
SMALL ROAD,2,941.1427341357371,941.1427341357371,0.0,True,1,800034405,-76.11547532117307,43.021611183928414,2
KNAUL STREET,1,944.0402055749155,944.0402055749155,0.0,True,3,477430291;477430309;477430326,-76.14157416949543,43.06649245655678,1
MAY AVENUE,1,946.4311426612054,946.4311426612054,0.0,True,2,477442911;477741335,-76.16059329265715,43.021844680801394,1
CEDAR RIDGE APARTMENTS,1,947.0221095054472,947.0221095054472,0.0,True,2,477434160;477434325,-76.10228054081072,43.05218224448898,1
