name,id,length_ft,fcc,wholly_inside,lon,lat
ALLEN STREET,477438314,319.37631898217757,A41,True,-76.11651178816987,43.04033211364945
SUNNYCREST ROAD,477431308,319.3964413809314,A41,True,-76.09782441927715,43.06222383812802
MANOR DRIVE,477438218,319.39733002992136,A31,True,-76.08241013839155,43.04081449875766
SOUTH STATE STREET,477442626,319.4543035297787,A41,True,-76.14230080283822,43.02370660472068
WILLIS AVENUE,477432102,319.49280837470155,A31,True,-76.19703029146189,43.05924862144021
SOUTH STATE STREET,513530293,319.49382252291747,A21,True,-76.14733633314967,43.03779990062586
FLETCHER AVENUE,477443762,319.635406922971,A41,True,-76.1665029033943,43.01641751626991
ROWLAND STREET,477439643,319.653250468196,A41,True,-76.17783575640662,43.035772121789996
HIGHLAND STREET,477431324,319.65533875607633,A41,True,-76.14144674503703,43.06255663291825
EAST GENESEE STREET,477436276,319.72524352957817,A31,True,-76.13715530272611,43.04692559789674
WEST DIVISION STREET,477432428,319.7332508879445,A41,True,-76.15947523517086,43.05836323961397
GENESEE PARK DRIVE,477437185,319.98729597853566,A41,True,-76.10836415009321,43.043954124353114
TIOGA STREET,477437086,320.1200680479736,A41,True,-76.16252737841577,43.04424403461039
SOUTH TOWNSEND STREET,509997029,320.17967587754407,A45,True,-76.14560045587253,43.039818075147906
GRANT BOULEVARD,477429087,320.19347692615423,A31,True,-76.13064826107947,43.07269264848421
EAST FAYETTE STREET,477435698,320.43243283481524,A41,True,-76.1371207476908,43.04849112642003
ERIE BOULEVARD EAST,477435210,320.51012461970265,A21,True,-76.12693256116481,43.050278970756985
BEATTIE STREET,477435721,320.5346815295183,A41,True,-76.10825575101083,43.0488536107684
LODI STREET,477431322,320.6106886959425,A31,True,-76.15158779935774,43.06237812142723
HAZELWOOD AVENUE,477434417,320.6826962876436,A41,True,-76.09459277683052,43.051868622872796
WEST JEFFERSON STREET,477436316,320.76028038755857,A41,True,-76.15586048530962,43.04680258318362
PARK STREET,477431096,320.7676804849616,A41,True,-76.13789528084988,43.06315814095441
HUTCHINSON AVENUE,477443776,320.79538004678676,A41,True,-76.16726880678627,43.015941119547904
HOLMES STREET,477443611,320.8371547495954,A41,True,-76.12617642592079,43.01714673958343
EDGEWOOD AVENUE,477443754,320.8543480976685,A41,True,-76.16546725890332,43.01647058829755
SALT SPRINGS ROAD,477436651,320.92844509580135,A31,True,-76.10853429017922,43.04544859127134
HUNT AVENUE,477443174,320.96732778421017,A41,True,-76.15568579406522,43.02050364975172
HARTSON STREET,477439446,320.98385607953725,A41,True,-76.17908429473309,43.03643161483183
SCOVILLE AVENUE,477429721,321.00731756224167,A41,True,-76.13708834976926,43.06933363927216
HILLSIDE STREET,477427578,321.05659588836,A41,False,-76.1380825679403,43.08056221054853
OAK STREET,477429886,321.0585183636222,A41,True,-76.13645740224584,43.06891664295595
SEARLWYN ROAD,477446807,321.0728278940298,A41,True,-76.139483786501,42.99160510652706
WEST ONONDAGA STREET,477440192,321.1013873199606,A31,True,-76.17770425732678,43.033845119940516
HELEN STREET,477429875,321.1520420464631,A41,True,-76.13535691530049,43.06896235329096
ARDEN DRIVE,477442964,321.16013706420426,A41,True,-76.17608581080219,43.021421610435084
GRANT BOULEVARD,477429359,321.1992762553296,A31,True,-76.12121581319259,43.07134761242609
CROTON TERRACE,477439955,321.27773936012403,A41,True,-76.14622721946057,43.03508037330944
STINARD AVENUE,477442946,321.28646394925926,A41,True,-76.17322462747808,43.021881894010356
ARGYLE TERRACE,477442085,321.30737067518675,A41,True,-76.1530103817073,43.02670301144079
MERTENS AVENUE,477429299,321.49792149384524,A41,True,-76.13055480169636,43.07142060025872
ERIE BOULEVARD EAST,477434835,321.5171850274147,A25,True,-76.11566126767836,43.05119108874289
SOUTH TOWNSEND STREET,509997031,321.61894745046453,A45,True,-76.14572490685093,43.03981150470264
CHARMOUTH DRIVE,477443004,321.6350245888468,A41,True,-76.16860884431887,43.02120009998987
GRAND AVENUE,477438841,321.7607244838933,A31,True,-76.1804502976742,43.0385136469929
ROWLAND STREET,477439661,321.846453292746,A41,True,-76.17903326678397,43.03571562072389
CARLTON DRIVE,477437232,321.8484708617146,A41,True,-76.08854178388037,43.04383062042106
HARTSON STREET,477439478,321.9469902225432,A41,True,-76.18028428492262,43.03637259893592
MEADOWBROOK DRIVE,477440802,322.0465541773172,A45,True,-76.11301445543376,43.031804801775664
WEST COLVIN STREET,477442278,322.15182575951565,A30,True,-76.14583652252018,43.02538610708805
HERBERT STREET,477430275,322.2284139065872,A41,True,-76.14941928577463,43.06701163094738
LIBERTY STREET,477435705,322.30713981729053,A41,True,-76.17427628517886,43.04888461780284
BOYDEN STREET,477431494,322.37183870530737,A41,True,-76.12057877909672,43.061269120706676
SUNNYSIDE ROAD,477438957,322.42850947518,A41,True,-76.11102017166426,43.038358055017554
ELMHURST AVENUE,477443049,322.45950568557157,A41,True,-76.15633667693434,43.0209215429894
RICHMOND AVENUE,477435196,322.5717895685552,A41,True,-76.1736152470598,43.0502414153408
MERTENS AVENUE,477429375,322.6526603153099,A41,True,-76.13721181743583,43.071085613434896
HUTCHINSON AVENUE,477443786,322.7441180376677,A41,True,-76.16846776957667,43.01587705595318
WINKWORTH PARKWAY,477442529,322.9366797336798,A41,True,-76.20157965116842,43.02400763376398
THURBER STREET,477443326,322.93815400898836,A41,True,-76.12637777938082,43.01927408354874
ELLIOTT STREET,477439859,322.98225894123647,A41,True,-76.17060879054303,43.03502962410448
DARLINGTON ROAD EAST,477427810,323.0211107031845,A41,False,-76.13667854818412,43.07947862886539
SHUART AVENUE,477431839,323.1090135843807,A41,True,-76.12879676761271,43.06000911428137
KENWOOD AVENUE,477427741,323.14038392046183,A41,True,-76.15133583345279,43.07960316167973
BELLEVUE AVENUE,477440291,323.1475085284718,A41,True,-76.1582362843507,43.03350960376808
MCLENNAN AVENUE,477441895,323.33286981105823,A41,True,-76.1526338343021,43.0272625953054
FLORAL PARKWAY,477445714,323.3675964886662,A41,True,-76.14638588073217,43.00246786417868
ELSNER STREET,477429894,323.37426595415184,A41,True,-76.13703034921056,43.06844715568476
PARK STREET,477431033,323.6211313947063,A41,True,-76.1343611563801,43.06332753812435
OAK STREET,477431272,323.64274141389944,A41,True,-76.13604430521518,43.06280409109337
CALVIN ROAD,477442835,323.85593066887304,A41,True,-76.1764759756178,43.02244848972473
GLENCOVE ROAD,477430770,323.85906166599875,A41,True,-76.1002563707876,43.06438188036274
BURNET AVENUE,477433067,323.8797295321222,A41,True,-76.11627328092267,43.055840647434295
CRESTVIEW DRIVE,477445848,324.0361225695364,A41,True,-76.15798079423968,43.001621125672116
WALTON STREET,477435893,324.0684148529805,A41,True,-76.15613726150634,43.04798815418357
GRANT AVENUE,477440793,324.2390069278315,A41,True,-76.17899480226366,43.03174462857951
DUANE STREET,477441213,324.4007698356507,A41,True,-76.17830484886207,43.03041410101904
EASTVIEW AVENUE,477441591,324.410789650134,A41,True,-76.16407681720331,43.02830521839767
HAWLEY AVENUE,477433188,324.49635061020615,A41,True,-76.13094229766905,43.055316132635
ROBINSON STREET,477432231,324.5047834655317,A41,True,-76.12160245874821,43.05842114968286
PARRISH LANE,477447245,324.7721355871875,A41,True,-76.13728316933789,42.98629353924821
WOLCOTT AVENUE,477441246,324.84075593334677,A41,True,-76.18286530043703,43.0302556163597
BANK ALLEY,477435627,325.0568305827742,A40,True,-76.15145879751829,43.04913261432118
SOUTH STATE STREET,477435648,325.1269800138963,A21,True,-76.1474036895301,43.04907259020389
STERLING AVENUE,477440758,325.1424218681938,A41,True,-76.159381274734,43.031835117385434
GLENWOOD AVENUE,477443200,325.2876346862051,A31,True,-76.1673001390239,43.01990260739255
MIDLAND AVENUE,477444174,325.3615258821626,A31,True,-76.14794178277657,43.01352410879816
NORTHCLIFFE ROAD,477430320,325.4305285647234,A41,True,-76.1042852761988,43.06645962522908
VALLEY DRIVE,477443599,325.51624130944424,A31,True,-76.1608022954054,43.01762111977289
STOLP AVENUE,477441223,325.56411725090766,A41,True,-76.17888030569844,43.02994410623365
WEST COLVIN STREET,477442725,325.5981422541088,A41,True,-76.1662833117661,43.022754121052444
MOORE AVENUE,477442245,325.62460267135,A41,True,-76.13712329367452,43.02588162102928
MIDLAND AVENUE,477443817,325.6371696172752,A31,True,-76.14816776657646,43.01606357595763
WOODRUFF AVENUE,477429895,325.71251508668905,A41,True,-76.13766129566757,43.06886414888577
EAST GENESEE STREET,477437354,325.7772004356291,A31,True,-76.09635099524094,43.04286605539446
GLENWOOD AVENUE,477443219,325.80108009293497,A31,True,-76.16851131937837,43.01981114012806
MARYLAND AVENUE,477439329,325.8922751750864,A41,True,-76.12033523712556,43.037193633834335
WEST COLVIN STREET,477442681,325.90565973732566,A41,True,-76.16117476271327,43.02309810095844
VALLEY VIEW DRIVE,800039456,325.9244800114376,A41,True,-76.15733738424737,43.00986987549396
LYNCH AVENUE,477443951,325.948403083415,A41,True,-76.1683653075153,43.01458009004225
ONEIDA STREET,477439014,326.2454574062824,A41,True,-76.15280182114029,43.038362114264174
LYNCH AVENUE,477443934,326.2605477060707,A41,True,-76.16596341993231,43.014704667966264
STRATFORD STREET,477440061,326.26677938638403,A41,True,-76.12356676618792,43.03426110773654
HIGHLAND STREET,477431691,326.3433157733413,A41,True,-76.14134924462489,43.060852951905275
BELLEVUE AVENUE,477440310,326.3864663725792,A41,True,-76.15944880646543,43.03345311080828
SOUTH STATE STREET,477439424,326.41194935435027,A21,True,-76.14727135057656,43.0369148609265
ARTHUR STREET,477440973,326.43615344694604,A41,True,-76.17692482183608,43.03136161597671
CRADDOCK STREET,477442868,326.4391963908846,A41,True,-76.1626937817096,43.022544137743104
FAYETTE BOULEVARD,477435497,326.4780437848526,A45,True,-76.0930713592576,43.04935602894954
SCOVILLE AVENUE,477429689,326.49755036935073,A41,True,-76.13366758665838,43.06944908742184
MONTGOMERY STREET,477435641,326.56058706983214,A40,True,-76.14930643112775,43.04910434567377
PARK STREET,477430528,326.633258755319,A41,True,-76.15098377007683,43.06569010985492
PARK STREET,477431072,326.67882396921,A41,True,-76.13668632276172,43.06321761222909
WEST GLEN AVENUE,477445318,326.6874271355648,A41,True,-76.14662810747664,43.0054561873066
HAWLEY AVENUE,477433132,326.72076610933465,A41,True,-76.12630379722336,43.055509132223484
JEROME STREET,477440238,326.72177334029885,A41,True,-76.11681328986265,43.033668101730946
ARTHUR STREET,477441200,326.7587561060242,A41,True,-76.17686033862357,43.03046660593326
SOUTH AVENUE,477444045,326.8222583347174,A31,True,-76.1648650685828,43.01439255780545
FARMER STREET,477430789,326.82393749613084,A41,True,-76.1367665710327,43.064302890853035
NORTHCLIFFE ROAD,477430372,326.833438246005,A41,True,-76.10797627411333,43.066273158811256
WINTON STREET,477432297,326.86130258847487,A41,True,-76.12445728807542,43.05859863220999
KINNE STREET,477431866,326.95138535817154,A41,True,-76.1216957792952,43.059696640864104
ONONDAGA CREEK BOULEVARD,477443823,326.98910964162025,A41,True,-76.15724679314377,43.01602710104784
NORTH GEDDES STREET,477435219,327.0051940556136,A31,True,-76.17068428077967,43.050582103218126
LANCASTER AVENUE,477439368,327.2679964706161,A41,True,-76.12321332028205,43.03705862235911
NIAGARA STREET,477437866,327.30826643716506,A41,True,-76.16034275664565,43.0419906486711
SEDGWICK DRIVE,477429671,327.3236874990198,A41,True,-76.13308981316312,43.06991913418266
CHARMOUTH DRIVE,477442984,327.3422376087821,A41,True,-76.1661677686152,43.02130865769843
EAST ADAMS STREET,477437438,327.4025710430286,A40,True,-76.13723682802771,43.042685597358094
PLEASANTVIEW AVENUE,477429100,327.4268923492147,A41,True,-76.13361427152965,43.07299760790285
BURNET AVENUE,477431519,327.52377051346144,A41,True,-76.09076501404196,43.06120929388532
WALNUT AVENUE,477435710,327.5945761858063,A41,True,-76.13206228314885,43.04888612433186
UNIVERSITY AVENUE,477435701,327.6066254478652,A41,True,-76.1342763415381,43.04891512161941
IRVING AVENUE,477435996,327.62411944684305,A41,True,-76.13772925527704,43.04804613447423
KENSINGTON ROAD,477440728,327.6739894067717,A41,True,-76.11789723658222,43.03191911810091
WEST COLVIN STREET,477442742,327.731454719746,A41,True,-76.16750328544933,43.022704130773455
GLENCOVE ROAD,477430670,327.75743207899893,A41,True,-76.0922787642086,43.064759617100464
SOUTH GEDDES STREET,477440956,327.82490757084145,A31,True,-76.17532283464338,43.031428598571416
MARY STREET,477431113,328.0780661114266,A41,True,-76.1501156021012,43.063468574588526
BROAD STREET,477441127,328.08590296609714,A41,True,-76.1177735560746,43.03045350822452
HIGHRIDGE DRIVE,477441957,328.13657450682047,A41,True,-76.19919072163874,43.02704256673212
HIAWATHA BOULEVARD WEST,600058795,328.14434136353253,A31,True,-76.17093074612733,43.06659080905257
MERTENS AVENUE,477429291,328.1828272387132,A41,True,-76.12934126849451,43.0714776082727
GLENCOVE ROAD,477430885,328.2076903806319,A41,True,-76.10778476800961,43.06400709080481
HARRISON STREET,477436974,328.22351267037425,A41,True,-76.13720430534644,43.0442181490793
SOUTH TOWNSEND STREET,509997571,328.24329641227865,A45,True,-76.14508593877797,43.046082980127316
SUNSET AVENUE,477430812,328.35270035747465,A41,True,-76.15831331212372,43.06445762837813
EUCLID AVENUE,477439387,328.3531135496357,A31,True,-76.12378225964966,43.03657279444409
WEST JEFFERSON STREET,477436175,328.38218731083225,A41,True,-76.15792853828331,43.04710705933788
MAPLE STREET,477436646,328.3829507594923,A41,True,-76.12555271934336,43.04659480374602
JAMESVILLE AVENUE,477443346,328.4435381720925,A41,True,-76.13173193864519,43.020006813657794
SOUTH MCBRIDE STREET,477439130,328.4584821399059,A41,True,-76.14376424617934,43.03795262457741
MEADOWBROOK DRIVE,477441032,328.48389889193714,A45,True,-76.11525084841398,43.031034611642255
BALLANTYNE ROAD,477444536,328.5231960456708,A41,True,-76.14578323274287,43.01054572489705
SOUTH TOWNSEND STREET,509997566,328.59387024500035,A45,True,-76.14521875591487,43.04608739913778
WOODLAND AVENUE,477441267,328.6232729845824,A41,True,-76.14455424853172,43.02976160178889
GRANT BOULEVARD,477429074,328.6871497085938,A31,True,-76.12943624691569,43.072750137975305
GRANGER STREET,477437455,328.73452065708693,A40,True,-76.15608132276374,43.04310158100238
MASSENA STREET,510577034,328.7687615471724,A41,True,-76.16735573188863,43.03979630765277
BELLEVUE AVENUE,477440365,328.7934145237782,A41,True,-76.16416433199574,43.03324963120568
NORTHCLIFFE ROAD,477430187,328.850405282794,A41,True,-76.09246073129373,43.06702011471284
LENNOX AVENUE,477439726,328.86770182706397,A41,True,-76.11821728120047,43.03553461773301
EDGEWOOD AVENUE,477443644,328.92823167670167,A41,True,-76.16531130376909,43.017345130505234
KENSINGTON ROAD,477440660,328.95343500192536,A41,True,-76.12336460597884,43.03211553266687
OSWEGO STREET,477437934,328.9805026269443,A41,True,-76.163943304497,43.04182112464508
SOUTH MCBRIDE STREET,477438457,328.99285201909106,A41,True,-76.14392978812823,43.03990512396772
KENSINGTON ROAD,477440713,329.00729974003565,A41,True,-76.1166717666643,43.03197961968256
SOUTH CLINTON STREET,477436184,329.0314933576005,A40,True,-76.15357280147757,43.047517096962316
SUNNYCREST ROAD,477431409,329.0566981986119,A41,True,-76.10634174539915,43.06181310098723
MASSENA STREET,477439028,329.0927002556459,A41,True,-76.16572085765867,43.038187400150555
MIDLAND AVENUE,477443035,329.1166277822884,A31,True,-76.1498007766566,43.02140763792859
GLENCOVE ROAD,477430646,329.1490185204038,A41,True,-76.08981926725751,43.06486613769391
MARCELLUS STREET,477436650,329.1719726931027,A41,True,-76.1679189316696,43.04549940331236
DUDLEY STREET,477439518,329.17660366760765,A41,True,-76.16893478427133,43.036643080981676
OSWEGO STREET,477437618,329.242823293184,A41,True,-76.16401878770294,43.042722647293644
ANGELOU TERRACE,477437679,329.2815735181619,A41,True,-76.14693623868014,43.0419658696268
SUNNYCREST ROAD,477431429,329.281886330559,A41,True,-76.10880629807546,43.061699107426946
SOUTH SALINA STREET,477447414,329.30123480241986,A21,False,-76.14342818630513,42.98450543213282
DUDLEY STREET,477439751,329.3347354128282,A41,True,-76.16949736517746,43.03583922990221
CHARMOUTH DRIVE,477442997,329.3660509702201,A41,True,-76.1673938114251,43.02125662535279
EAST GENESEE STREET,477436585,329.3845179903893,A31,True,-76.11751109937244,43.04553991795894
NORTH MCBRIDE STREET,477433251,329.39060757317844,A41,True,-76.14552726369612,43.05551109898015
SOUTH SALINA STREET,477435621,329.4280722151112,A31,True,-76.15221180443736,43.049144620284295
SHONNARD STREET,477437892,329.4396843125669,A41,True,-76.16091426416423,43.04151313065069
SOUTH AVENUE,477440015,329.49730127439926,A41,True,-76.15889076716911,43.03488761763499
SOUTH CROUSE AVENUE,477435697,329.5319473775293,A41,True,-76.1365047882683,43.04893862067192
BURNET AVENUE,477432539,329.54842163924235,A41,True,-76.10842442183032,43.057564099235854
PROSPECT AVENUE,477433676,329.56759382414424,A41,True,-76.14810844366271,43.054235672552984
SCOTTHOLM BOULEVARD,477437189,329.5704384651816,A45,True,-76.11182861861295,43.043956192160614
EAST JEFFERSON STREET,477436223,329.6212250338909,A40,True,-76.14810579204133,43.047017107926166
COLDBROOK DRIVE,477446604,329.67351588834885,A41,True,-76.14011877368709,42.99398361512635
NORTHCLIFFE ROAD,477430175,329.6897434650287,A41,True,-76.09123029149433,43.06707162699549
KIMBER ROAD,800039168,329.695706711451,A41,True,-76.09441285464315,43.04216495360931
TALLMAN STREET,477439500,329.6982361346643,A41,True,-76.15649939194122,43.03631740488797
PEAT STREET,477433255,329.76367162309566,A41,True,-76.1156653172979,43.05554612848174
BARRETT STREET,477438567,329.7673642897207,A41,True,-76.16984682366699,43.03967710178685
GLENCOVE ROAD,477430659,329.77421818918657,A41,True,-76.09105026238933,43.06481212909405
NORTHCLIFFE ROAD,477430392,329.8047459530733,A41,True,-76.11046027662618,43.06616213765719
LANDON AVENUE,477441840,329.80977025294214,A41,True,-76.14865481087375,43.0277926070825
HIGHLAND STREET,477432370,329.82084191411803,A41,True,-76.13970948495755,43.058368281886764
BEATTIE STREET,477436031,329.85504650936895,A41,True,-76.10817427555416,43.04796313991437
SOUTH AVERY AVENUE,477439047,329.8972920729582,A41,True,-76.18831931523835,43.038225009856845
JAMES STREET,477429833,329.90106611523606,A31,True,-76.10944329212158,43.06870561257967
RUGBY ROAD,477430111,330.02852422167405,A41,True,-76.12779380047948,43.06734009866576
SOUTH STATE STREET,477442323,330.0510545278797,A41,True,-76.14314034534739,43.025472101885995
WOODLAWN TERRACE,477429507,330.07187267797264,A41,True,-76.13112620391588,43.070940199541845
KINNE STREET,477431855,330.10390635165385,A41,True,-76.12046752995784,43.059736956049036
STANDART STREET,477439900,330.1072064796765,A40,True,-76.13989778639173,43.034889598321314
SUNNYCREST ROAD,477431388,330.33055876456723,A41,True,-76.10511028179877,43.06187110565334
HERKIMER STREET,477434318,330.3524344391625,A41,True,-76.19526860054881,43.052206414078974
VINE STREET,477432330,330.36867562883305,A41,True,-76.12570233771858,43.05853609850293
GREENWOOD PLACE,477438295,330.3970714225515,A41,True,-76.12187595697462,43.04037321909296
BELLEVUE AVENUE,477440565,330.4979062349213,A41,True,-76.18469381680507,43.03250710790417
PINE STREET,477435724,330.51758978373533,A41,True,-76.1297638262828,43.04886111370463
BOYDEN STREET,477431508,330.51977001570793,A41,True,-76.12179877529258,43.06122015685398
SUNNYCREST ROAD,477431418,330.60610165774057,A41,True,-76.10757376862848,43.061755618076006
LANDON AVENUE,477442024,330.68786670606517,A41,True,-76.14825080033759,43.026936106306955
ALMOND STREET,477438362,330.69411294438015,A41,True,-76.14233413687153,43.03996290855347
NIAGARA STREET,477437555,330.73544775291197,A41,True,-76.1604247450158,43.042891612388004
MARTIN LUTHER KING WEST,477441190,330.7886321593827,A41,True,-76.1591747479833,43.03027971332255
GLENCOVE ROAD,477430894,330.79155876321744,A41,True,-76.10901578254088,43.06395261843846
EAST RAYNOR AVENUE,477439633,330.8379360377361,A41,True,-76.13995979489087,43.035805635595835
NORTHCLIFFE ROAD,477430355,330.94789759054197,A41,True,-76.10674878873499,43.06634212861535
KLINE STREET,477429930,330.9766406635241,A41,True,-76.12910633032449,43.06828459687091
VAN BUREN STREET,477439106,331.03465024602076,A41,True,-76.14011577154962,43.03757660813148
CATHERINE STREET,477433029,331.09453606607894,A41,True,-76.14408080090108,43.05622160246491
BURNET PARK DRIVE,477436500,331.09759501370075,A41,True,-76.18517797807554,43.04624142860423
WEST STREET ARTERIAL NORTHBOUND,477437498,331.09969210256963,A35,True,-76.15793036317518,43.043011282935396
SOUTH WEST STREET,477437496,331.11718651558664,A40,True,-76.15779817421515,43.043019466600505
RUGBY ROAD,477430115,331.1797801058724,A41,True,-76.12927345346927,43.06739540642388
GLENCOVE ROAD,477430908,331.2035614989861,A41,True,-76.11025181808954,43.063890655303815
SOUTH GEDDES STREET,477438934,331.2538097646121,A31,True,-76.17292437432124,43.03868033626122
JEROME STREET,477440263,331.25989473457975,A41,True,-76.11804176881235,43.03361261224993
CALEB AVENUE,477431354,331.27806167519327,A41,True,-76.0953159549016,43.062136693460005
SOUTH GEDDES STREET,477441193,331.31553802091645,A31,True,-76.17525282088096,43.030525585125964
NORTHCLIFFE ROAD,477430341,331.35970490748497,A41,True,-76.10551229764738,43.06640558920935
EAST RAYNOR AVENUE,477439616,331.37346118156904,A41,True,-76.13872320567495,43.03585813929111
MASSENA STREET,477439203,331.3970359571994,A41,True,-76.16484570980042,43.037547702868586
ONEIDA STREET,477438257,331.4010864758192,A41,True,-76.15331231523426,43.040616120054764
CONGRESS AVENUE,477438685,331.472262269676,A41,True,-76.16253834553042,43.039253953594745
GENANT DRIVE,477432846,331.50600292358826,A41,True,-76.15546931345123,43.056570055822064
SOUTH SALINA STREET,477441916,331.5439157622605,A21,True,-76.14618979194184,43.027461583726485
WEST STREET ARTERIAL NORTHBOUND,477435599,331.6046076855596,A35,True,-76.15839178177856,43.04914817842162
SOUTH MCBRIDE STREET,477435664,331.66101165238865,A41,True,-76.14388330968707,43.049035608010776
ENGLEWOOD AVENUE,477445489,331.67509959095713,A41,True,-76.15685079907823,43.004430618914476
GLENCOVE ROAD,477430844,331.68765283198496,A41,True,-76.10531029175789,43.06413110902179
CANDEE AVENUE,477436300,331.68897395421516,A41,True,-76.1049022708257,43.0472096423137
WESTMORELAND AVENUE,477440767,331.7391144971728,A41,True,-76.11360927891965,43.03223611649811
SACKETT STREET,477435161,331.7837792345038,A41,True,-76.17634281010318,43.05073663310482
WEST BRIGHTON AVENUE,477443325,331.78499719526695,A41,True,-76.16120180314256,43.0194895969465
CONGRESS AVENUE,477438410,331.8217321284206,A41,True,-76.16341257310685,43.03989885906275
BRADFORD PARKWAY,477438342,331.8719729759326,A45,True,-76.1060954059771,43.0399927904268
SOUTH WARREN STREET,477435633,331.8861291923019,A40,True,-76.15079792357926,43.04913059957534
EAST GENESEE STREET,477436677,331.90070352944724,A31,True,-76.11513179428243,43.04533898796132
SOUTH CLINTON STREET,477435618,331.9626505407361,A40,True,-76.15356482444508,43.04915512132787
SCOTTHOLM BOULEVARD,504325251,332.053350171133,A45,True,-76.107410664399,43.04165797922294
MIDLAND AVENUE,477442213,332.0745155562909,A41,True,-76.15156532164615,43.02608713477552
VAN RENSSELAER STREET,477435253,332.09852627038316,A41,True,-76.1661908179015,43.050456127614524
CANAL STREET,800041721,332.1331270130652,A41,True,-76.13706963440654,43.051174510897894
UNION PLACE,477430576,332.1426955869341,A41,True,-76.15560439171757,43.06560539006985
TALLMAN STREET,477439575,332.1771404807684,A41,True,-76.15955334405649,43.036107148583525
CRESTVIEW DRIVE,477446109,332.1852540408397,A41,True,-76.1574167681834,42.999397608381315
DUANE STREET,477440985,332.24735112668486,A41,True,-76.17836331126152,43.03131412493793
MIDLAND AVENUE,477442018,332.33915033863184,A41,True,-76.15189535188777,43.02696611530758
COUGHLIN AVENUE,477428886,332.36396125212264,A41,True,-76.10500307296716,43.07369578665956
SOUTH AVERY AVENUE,477437274,332.3663887753238,A41,True,-76.18954376192904,43.043734121642316
WINTON STREET,477432050,332.424599646058,A41,True,-76.12451972903413,43.0595021532817
LEMOYNE AVENUE,477427381,332.5246212456516,A41,True,-76.15100834451657,43.08173312958835
HARBORSIDE DRIVE,600024757,332.5881692028974,A41,True,-76.17668655662519,43.06874752365845
KINNE STREET,477431845,332.60612655945647,A41,True,-76.11922978277278,43.05978962985241
GLENCOVE ROAD,477430873,332.72392704160103,A41,True,-76.10655027900624,43.064063114340776
HENRY STREET,477439901,332.74189982749033,A41,True,-76.14054579319273,43.03531960968859
SOUTH SALINA STREET,477438459,332.8370640319479,A31,True,-76.15044228266059,43.039889633544036
NORTH STATE STREET,477433889,332.9160230238028,A21,True,-76.14934981031284,43.053636132888094
EAST GENESEE STREET,477436236,333.1035571717502,A31,True,-76.1383687690219,43.047027624787994
ROCKFORD DRIVE,477438397,333.1074768529088,A41,True,-76.10119076415101,43.03965909988218
SOUTH SALINA STREET,477446821,333.3024273410583,A21,True,-76.14396568943307,42.99188523839314
NORTH TOWNSEND STREET,477433467,333.3222654075743,A41,True,-76.14695982633448,43.054807650436445
VAN BUREN STREET,477439098,333.3837639143757,A41,True,-76.13887481326645,43.037627596165805
FORMAN AVENUE,477435692,333.4656825192018,A41,True,-76.139921332797,43.04897811702438
BROAD STREET,477441183,333.6173217859604,A41,True,-76.12318477117535,43.030183152599676
PARK STREET,477431071,333.64683356445755,A41,True,-76.14583537592287,43.063596250187516
MARTIN LUTHER KING WEST,477441116,333.6917039550593,A41,True,-76.1580501652866,43.03066195167696
SOUTH FRANKLIN STREET,477435613,333.7705069569267,A41,True,-76.15552580042436,43.0491686542386
MOUNTAINVIEW AVENUE,477434875,333.81584406528407,A41,True,-76.0958782687227,43.05094560896186
ALMOND STREET,477435683,333.85897939606383,A41,True,-76.14215132009035,43.04901162087546
WEST STREET ARTERIAL SOUTHBOUND,477437504,333.8597136517965,A35,True,-76.15809992025224,43.04300663013377
STOLP AVENUE,477441245,333.8844142461767,A41,True,-76.1822052849179,43.02982961552561
DAISY STREET,477439778,333.8922831266968,A41,True,-76.15828379602162,43.03534711509824
HOWARD STREET,477433528,333.91097200399076,A41,True,-76.14036329539535,43.05466412601426
GLENWOOD AVENUE,477443196,333.94740692712224,A31,True,-76.16607131956546,43.01990559219552
DELL STREET,477437703,334.0811841204078,A41,True,-76.1200096533758,43.04192785116671
ROWLAND STREET,477439860,334.1194287583244,A41,True,-76.17171710954705,43.03527882074832
BURNET AVENUE,477431567,334.19697407938776,A41,True,-76.09198724118994,43.06106364523821
PATTISON STREET,477431927,334.21550620544855,A41,True,-76.12795878487736,43.05986713113272
ARTHUR STREET,477439898,334.26163575313484,A41,True,-76.17720527095902,43.035344618243
KLINE STREET,477429912,334.2899889559811,A41,True,-76.12786431649782,43.06834911926128
BISHOP AVENUE,477443341,334.36757506874926,A41,True,-76.15799628529805,43.0195336047497
CALEB AVENUE,477431048,334.4283786776477,A41,True,-76.08969189015579,43.06335664268577
HILLSBORO PLACE,477438037,334.4726379541382,A41,True,-76.08548594397274,43.04107456661439
NORTH AVENUE,477429602,334.5666056203145,A41,True,-76.11375985267992,43.072487535487554
BURNET AVENUE,477431681,334.64568046459294,A41,True,-76.095138365345,43.060604979115304
BURTEN STREET,477443300,334.6468608806156,A41,True,-76.13438489588766,43.02043305335708
EASTWOOD ROAD,477429657,334.6842623803922,A41,True,-76.11411880979557,43.069731123758245
HOEFLER STREET,477440200,334.8198852201271,A41,True,-76.17952381368244,43.03423911916131
HAWLEY AVENUE,477433222,334.92617004039295,A41,True,-76.13265481357219,43.05523663041056
TYSON PLACE,477429435,335.025648820543,A41,True,-76.10484677767963,43.07085159715357
