FID,ID,SPP_COM,SPP_BOT,DBH,AREA,PLANTDATE,CENSUSTRAC,ARPA,ADDRESS,STREET,X,Y,LATITUDE,LONGITUDE,x2,y2
39412,86620,"Oak, Red",Quercus rubra,3,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926170.603687,1106945.922973,43.0373720933564,-76.1869809178826,-8481096.1777092,5317663.30361355
39413,86621,"elm, hybrid",Ulmus x,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926126.583451,1106947.994514,43.0373783472512,-76.1871455353812,-8481114.5028513,5317664.25609899
39414,86622,"Maple, Red",Acer rubrum,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926086.188411,1106922.100257,43.0373078229115,-76.1872970866267,-8481131.37346363,5317653.51504052
39415,86623,Stump,Stump,20,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926056.668958,1106839.238636,43.0370808536032,-76.187408963286,-8481143.8275185,5317618.94705244
39416,86624,Stump,Stump,16,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926045.275486,1106847.524798,43.0371037361578,-76.187451433277,-8481148.55525798,5317622.43211608
39417,86625,Stump,Stump,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926026.113736,1106871.8654,43.0371707685162,-76.1875226766689,-8481156.48603923,5317632.64130023
39418,86626,"Hawthorn, Spp.",Crataegus spp.,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926011.095067,1106784.860698,43.0369322438684,-76.1875803866841,-8481162.9102888,5317596.31349024
39419,86627,"Maple, Sugar",Acer saccharum,7,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925982.0935,1106852.185765,43.0371173418999,-76.1876876771126,-8481174.85381008,5317624.50429999
39420,86628,"Maple, Sugar",Acer saccharum,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925982.0935,1106783.307042,43.0369283560864,-76.1876888912752,-8481174.9889685,5317595.72137328
39421,86629,"Maple, Sugar",Acer saccharum,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925979.504074,1106777.092421,43.0369113382184,-76.187698686286,-8481176.07934432,5317593.12952141
39422,86630,"Maple, Sugar",Acer saccharum,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925977.950419,1106769.324144,43.0368900441175,-76.1877046344908,-8481176.74149549,5317589.88639262
39423,86631,"Maple, Sugar",Acer saccharum,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925978.986189,1106763.627407,43.0368744003174,-76.1877008607243,-8481176.32140146,5317587.5038153
39424,86632,"Maple, Sugar",Acer saccharum,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925949.984622,1106934.5295,43.0373436874243,-76.1878063261453,-8481188.06176615,5317658.97730315
39425,86633,Douglas Fir,Pseudotsuga menziesii,11,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926001.255249,1106964.048953,43.0374240184133,-76.187614032206,-8481166.6556965,5317671.21195056
39426,86634,Douglas Fir,Pseudotsuga menziesii,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925993.486973,1106983.210703,43.037476693874,-76.1876427510102,-8481169.85266064,5317679.2345869
39427,86635,Douglas Fir,Pseudotsuga menziesii,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926003.844675,1106997.193601,43.0375149254555,-76.1876037622704,-8481165.5124529,5317685.05738023
39428,86636,"honeylocust, thornless",Gleditsia triacanthos inermis,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925975.360993,1107020.498432,43.0375792363612,-76.1877098925986,-8481177.32683135,5317694.85214598
39429,86637,"Maple, Sugar",Acer saccharum,13,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925925.64402,1107011.1765,43.0375543020269,-76.1878960197212,-8481198.04641434,5317691.05456095
39430,86638,"honeylocust, thornless",Gleditsia triacanthos inermis,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925965.521175,1107058.304047,43.0376830926298,-76.1877460314172,-8481181.34978841,5317710.66982511
39431,86639,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925951.020392,1107108.538904,43.0378211118354,-76.1877993853895,-8481187.28912851,5317731.69068245
39432,86640,Douglas Fir,Pseudotsuga menziesii,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925991.933317,1107095.591776,43.0377850592026,-76.1876465810946,-8481170.27902642,5317726.19972373
39433,86641,Douglas Fir,Pseudotsuga menziesii,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925988.826006,1107126.664884,43.0378703561315,-76.1876576560141,-8481171.51188193,5317739.19079112
39434,86642,"Cherry, Ornamental",Prunus spp.,5,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925984.682925,1107157.737992,43.037955666452,-76.1876726052128,-8481173.17602036,5317752.18391617
39435,86643,"Maple, Norway",Acer platanoides,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925885.766865,1107163.434728,43.0379725753719,-76.1880424957952,-8481214.35206509,5317754.75921653
39436,86644,"honeylocust, thornless",Gleditsia triacanthos inermis,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925933.412297,1107168.613579,43.0379861691471,-76.1878641889748,-8481194.50303435,5317756.82960973
39437,86645,"honeylocust, thornless",Gleditsia triacanthos inermis,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925920.983054,1107213.669586,43.0381099520672,-76.1879098861927,-8481199.59002805,5317775.68231684
39438,86646,Planting site,Planting site,0,Tipp Hill,N/A,29.01,No,301,Burnet Park Drwy,925907.000156,1107288.76293,43.0383161698919,-76.1879608658505,-8481205.26506116,5317807.09032303
39439,86647,"Maple, Silver",Acer saccharinum,25,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925959.824439,1107259.243477,43.0382344932228,-76.1877637982058,-8481183.32758353,5317794.65054626
39440,86648,"Pine, White",Pinus strobus,24,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926039.060864,1107236.974417,43.0381723677781,-76.1874678095048,-8481150.37826089,5317785.1885335
39441,86649,"Pine, White",Pinus strobus,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926036.471438,1107180.007052,43.0380160972566,-76.1874784999317,-8481151.56831284,5317761.38779719
39442,86650,"Zelkova, Sawtooth",Zelkova serrata,4,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926093.17986,1107070.215405,43.0377141229041,-76.1872683220012,-8481128.17140254,5317715.39585448
39443,86651,"Maple, Norway",Acer platanoides,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926124.252968,1107149.969715,43.0379325462516,-76.1871506871349,-8481115.07634673,5317748.66261262
39444,86652,"Pine, Austrian",Pinus nigra,12,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926152.218765,1107199.686687,43.0380685948682,-76.1870452045825,-8481103.33408006,5317769.38342655
39445,86653,"Ash, Green",Fraxinus pennsylvanica,21,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926201.935738,1107246.296349,43.0381958358889,-76.1868584168747,-8481082.5409619,5317788.76284628
39446,86654,"Pine, Austrian",Pinus nigra,7,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926096.287171,1107297.049092,43.038336456866,-76.187252696253,-8481126.43195688,5317810.18014078
39447,86655,"Maple, Silver",Acer saccharinum,30,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926152.218765,1107331.22951,43.0384295150342,-76.1870428819306,-8481103.07552659,5317824.35340596
39448,86656,"Maple, Silver",Acer saccharinum,47,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926130.46759,1107335.372591,43.0384411642908,-76.1871241686653,-8481112.12432752,5317826.12765195
39449,86657,"Maple, Silver",Acer saccharinum,30,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926152.218765,1107399.590348,43.0386170798381,-76.1870416748662,-8481102.94115832,5317852.92060853
39450,86658,Ginkgo,Ginkgo biloba,7,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926164.648008,1107430.663455,43.0387021755671,-76.1869946346338,-8481097.70466263,5317865.88120845
39451,86659,"Maple, Silver",Acer saccharinum,20,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926138.753752,1107451.378861,43.0387593487706,-76.1870911263217,-8481108.44607214,5317874.58904629
39452,86660,"Maple, Silver",Acer saccharinum,28,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926105.609103,1107399.590348,43.0386176833984,-76.1872160179922,-8481122.34895261,5317853.0125333
39453,86661,Basswood / Linden,Tilia americana,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926072.464455,1107396.483037,43.0386095867616,-76.1873400501531,-8481136.156154,5317851.7793662
39454,86662,"Maple, Silver",Acer saccharinum,32,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926042.427117,1107318.800267,43.0383968336275,-76.1874537748441,-8481148.81593099,5317819.37584542
39455,86663,"Maple, Silver",Acer saccharinum,32,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925992.710145,1107369.55301,43.0385367294113,-76.1876388453845,-8481169.41789714,5317840.68276023
39456,86664,"Maple, Silver",Acer saccharinum,23,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925939.885862,1107317.764497,43.0383953178325,-76.1878373466226,-8481191.51495984,5317819.1449792
39457,86665,"Maple, Silver",Acer saccharinum,23,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925934.70701,1107344.694524,43.0384692739463,-76.1878562434837,-8481193.61855009,5317830.4089055
39458,86666,"Maple, Silver",Acer saccharinum,32,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925867.201748,1107332.966199,43.038437966649,-76.1881089524131,-8481221.74998825,5317825.64062723
39459,86667,"honeylocust, thornless",Gleditsia triacanthos inermis,20,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925852.763394,1107369.062083,43.0385371911053,-76.1881623232766,-8481227.69120836,5317840.75307567
39460,86668,"Maple, Silver",Acer saccharinum,35,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925963.457439,1107414.783537,43.0386612087766,-76.1877474675714,-8481181.50966863,5317859.64170896
39461,86669,"larch, European",Larix decidua,33,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926064.525914,1107502.616855,43.038900893783,-76.1873678717068,-8481139.25323863,5317896.14727499
39462,86670,"larch, European",Larix decidua,23,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926054.900345,1107518.258405,43.0389439347923,-76.1874036003109,-8481143.23053029,5317902.70271162
39463,86671,"larch, European",Larix decidua,23,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926039.258795,1107506.226443,43.0389111245326,-76.1874623199648,-8481149.7671741,5317897.70548635
39464,86672,"Maple, Silver",Acer saccharinum,23,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926074.753082,1107559.768671,43.0390575715046,-76.1873286084473,-8481134.88247248,5317920.01037414
39465,86673,"Maple, Silver",Acer saccharinum,25,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926037.454001,1107597.067752,43.0391603933896,-76.1874674685049,-8481150.34030924,5317935.67088949
39466,86674,"Maple, Silver",Acer saccharinum,34,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,926016.999667,1107622.334871,43.0392299845717,-76.1875435328877,-8481158.80776092,5317946.27014392
39467,86675,"Oak, Swamp White",Quercus bicolor,41,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925961.652645,1107664.446735,43.0393462446152,-76.1877498178523,-8481181.77130653,5317963.97743921
39468,86676,Ginkgo,Ginkgo biloba,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925930.369545,1107675.275501,43.0393763604051,-76.1878666426576,-8481194.77618883,5317968.56430982
39469,86677,Ginkgo,Ginkgo biloba,31,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925912.321603,1107663.243539,43.0393435810094,-76.1879343636806,-8481202.31486079,5317963.5717501
39470,86678,"Oak, Swamp White",Quercus bicolor,41,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925930.369545,1107628.350851,43.0392476110701,-76.1878674695162,-8481194.86823326,5317948.95479069
39471,86679,Hornbeam/ Hop Hornbe,Ostrya virginiana,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925818.472304,1107527.282376,43.0389717503273,-76.1882878037502,-8481241.65963895,5317906.93920274
39472,86680,Hornbeam/ Hop Hornbe,Ostrya virginiana,10,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925807.643539,1107568.191044,43.0390841331538,-76.1883275889076,-8481246.08850479,5317924.05589659
39473,86681,"larch, European",Larix decidua,28,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925788.392401,1107695.729835,43.0394343157791,-76.1883973538807,-8481253.85471152,5317977.3913715
39474,86682,"larch, European",Larix decidua,30,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925813.659519,1107714.980973,43.0394868098326,-76.1883025022767,-8481243.29587629,5317985.38664164
39475,86683,"larch, European",Larix decidua,33,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925808.846735,1107745.060877,43.0395694035963,-76.1883199752853,-8481245.24096403,5317997.96635462
39476,86684,Stump,Stump,14,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925800.424362,1107771.531192,43.039642140159,-76.1883510137396,-8481248.69615068,5318009.0447483
39477,86685,"larch, European",Larix decidua,30,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925784.782812,1107816.049449,43.0397644888722,-76.1884087384433,-8481255.12203841,5318027.67952173
39478,86686,"Elm, Siberian",Ulmus pumila,33,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925804.03395,1107830.487803,43.0398038555411,-76.1883364742193,-8481247.07761952,5318033.67541635
39479,86687,Hornbeam/ Hop Hornbe,Ostrya virginiana,9,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925875.022523,1107847.332548,43.0398491564696,-76.1880706401191,-8481217.48509368,5318040.5751575
39480,86688,Hornbeam/ Hop Hornbe,Ostrya virginiana,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925846.145815,1107873.802864,43.0399221572972,-76.1881781893492,-8481229.45742369,5318051.69385123
39481,86689,Hornbeam/ Hop Hornbe,Ostrya virginiana,6,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925820.878696,1107907.492355,43.0400149190002,-76.1882721098054,-8481239.9126052,5318065.82232636
39482,86690,"Elm, Siberian",Ulmus pumila,31,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925792.001989,1107852.145333,43.0398634336318,-76.1883810994243,-8481252.04527673,5318042.74969706
39483,86691,"Elm, Siberian",Ulmus pumila,29,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925772.750851,1107878.615648,43.0399363099415,-76.1884526438928,-8481260.00957371,5318053.84942836
39484,86692,Hornbeam/ Hop Hornbe,Ostrya virginiana,8,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925734.248574,1107860.567706,43.0398872877996,-76.1885969819518,-8481276.07721773,5318046.38290326
39485,86693,"Elm, Siberian",Ulmus pumila,39,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925755.906105,1107908.695552,43.0400190589498,-76.1885151237305,-8481266.96480037,5318066.45287844
39486,86694,"honeylocust, thornless",Gleditsia triacanthos inermis,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925832.910658,1107959.229789,43.0401567180122,-76.188226192445,-8481234.80110756,5318087.41968486
39487,86695,"Oak, Scarlet",Quercus coccinea,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925777.563635,1108429.67948,43.0414482269143,-76.1884249443795,-8481256.92608971,5318284.131253
39488,86696,"Oak, Scarlet",Quercus coccinea,25,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925792.001989,1108410.428341,43.0413952203123,-76.1883712741394,-8481250.95154354,5318276.05766043
39489,86697,"Oak, Scarlet",Quercus coccinea,22,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925794.408381,1108386.364419,43.0413291639698,-76.1883626961682,-8481249.99664728,5318265.99643263
39490,86698,"Oak, Scarlet",Quercus coccinea,27,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925804.03395,1108367.11328,43.0412762194762,-76.1883270290547,-8481246.02620064,5318257.9323155
39491,86699,"Oak, Black",Quercus velutina,35,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925794.408381,1108355.081319,43.0412433311044,-76.188363246754,-8481250.05793751,5318252.92300296
39492,86700,"Cherry, Ornamental",Prunus spp.,16,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925777.563635,1108079.549403,43.0404875590232,-76.1884311056218,-8481257.61194822,5318137.81015701
39493,86701,"Cherry, Ornamental",Prunus spp.,18,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925769.141262,1108059.095069,43.0404315462316,-76.1884629703101,-8481261.15910976,5318129.27881602
39494,86702,"Cherry, Ornamental",Prunus spp.,15,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925772.750851,1108045.859911,43.0403951857337,-76.1884497011488,-8481259.68199271,5318123.74073176
39495,86703,"Cherry, Ornamental",Prunus spp.,18,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925777.563635,1108032.624754,43.0403588097073,-76.1884319313323,-8481257.70386484,5318118.20028563
39496,86704,"Cherry, Ornamental",Prunus spp.,17,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925779.970028,1108015.780008,43.040312560943,-76.1884232263939,-8481256.73483482,5318111.1561238
39497,86705,"Cherry, Ornamental",Prunus spp.,19,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925782.37642,1108004.951243,43.0402828185017,-76.1884144156077,-8481255.75402202,5318106.62604732
39498,86706,"Cherry, Ornamental",Prunus spp.,17,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925787.189204,1107989.309693,43.040239839938,-76.1883966881917,-8481253.78061409,5318100.07997862
39499,86707,"Elm, Siberian",Ulmus pumila,38,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925735.45177,1107961.636182,43.0401645785234,-76.1885907036039,-8481275.37831734,5318088.6169158
39500,86708,"larch, European",Larix decidua,28,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925694.543102,1107959.229789,43.0401585036868,-76.1887437683845,-8481292.41741622,5318087.69165745
39501,86709,"Elm, Siberian",Ulmus pumila,34,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925721.013417,1108000.138458,43.0402704052627,-76.1886440343966,-8481281.31507683,5318104.73538391
39502,86710,"Elm, Siberian",Ulmus pumila,35,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925723.419809,1108021.795989,43.0403297969855,-76.188634652161,-8481280.2706513,5318113.7813482
39503,86711,"Elm, Siberian",Ulmus pumila,37,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925718.607024,1108053.079088,43.0404156919506,-76.1886521046899,-8481282.21345928,5318126.86404153
39504,86712,"larch, European",Larix decidua,25,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925666.132839,1108041.371825,43.0403842469366,-76.1888485955857,-8481304.08673255,5318122.07463665
39505,86713,"larch, European",Larix decidua,20,Tipp Hill,To Be Determined,29.01,No,301,Burnet Park Drwy,925686.662991,1108054.488311,43.040419970513,-76.1887715698663,-8481295.51226622,5318127.51571068
