id,lot_id,address,lat,lon,pano_lat,pano_lon,heading,pitch,fov,image_path,source_url,status,created_at
3,002-22-090,1301-03 SPRING ST,43.07141351984553,-76.15863026243572,43.07159281334363,-76.15842521321449,298.83175629418724,-5.0,90.0,../../syracuse-property-atlas/images/street-quality/002-22-090_299.jpg,REDACTED,captured,2026-06-01 02:32:08
4,002-22-090,1301-03 SPRING ST,43.07141351984553,-76.15863026243572,43.07159281334363,-76.15842521321449,118.83175629418724,-5.0,90.0,../../syracuse-property-atlas/images/street-quality/002-22-090_119.jpg,REDACTED,captured,2026-06-01 02:32:09
